"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
42,3/31/2019 0:00:00,29,0.00,0.00,0.00,0.00,0.00,0.00,9779426.00,9779426.00,0.00,0.00,0.00,0.00,8495973.00,0.00,8495973.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19170744.00,19170744.00,0.00,895345.00,0.00,895345.00,9.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,0.00,3.00,6.00,0.00,0.00,0.00,7.00,9.00,154.00,473.00,3.00,0.00,0.00,0.00,0.00,0.00,61.00
47,3/31/2019 0:00:00,30,0.00,0.00,0.00,0.00,0.00,0.00,2677676.00,2677676.00,0.00,0.00,0.00,0.00,2310660.00,0.00,2310660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,232023.00,0.00,232023.00,0.00,0.00,0.00,5220359.00,5220359.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,106.00
48,3/31/2019 0:00:00,31,0.00,0.00,0.00,0.00,0.00,0.00,20121.00,20121.00,0.00,0.00,0.00,0.00,2054733.00,0.00,2054733.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190760.00,0.00,190760.00,199957.00,0.00,199957.00,2465571.00,2465571.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,28.00,5.00,0.00,0.00,0.00,0.00,0.00,245.00
51,3/31/2019 0:00:00,32,0.00,0.00,0.00,0.00,0.00,0.00,145743387.00,145743387.00,0.00,0.00,0.00,0.00,257458492.00,0.00,257458492.00,694108.00,694108.00,0.00,11780277.00,0.00,11780277.00,0.00,0.00,0.00,50755332.00,50755332.00,0.00,33862040.00,0.00,33862040.00,46406345.00,0.00,46406345.00,526544879.00,526544879.00,0.00,43074615.00,0.00,43074615.00,296.00,0.00,4.00,23.00,0.00,0.00,55.00,0.00,72.00,0.00,178.00,0.00,178.00,91.00,0.00,45.00,0.00,119.00,296.00,9980.00,5993.00,9.00,0.00,0.00,0.00,0.00,0.00,4201.00
53,3/31/2019 0:00:00,33,0.00,0.00,0.00,0.00,0.00,0.00,3416035.00,3416035.00,0.00,0.00,0.00,0.00,7368096.00,0.00,7368096.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12047456.00,12047456.00,0.00,1263325.00,0.00,1263325.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,9.00,0.00,0.00,0.00,0.00,0.00,9.00,109.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00
60,3/31/2019 0:00:00,35,0.00,0.00,0.00,0.00,0.00,0.00,4307639.00,4307639.00,0.00,1640048.00,1640048.00,0.00,35654287.00,0.00,35654287.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,584508.00,584508.00,0.00,2540524.00,0.00,2540524.00,1613479.00,0.00,1613479.00,50268814.00,50268814.00,0.00,4512837.00,0.00,4512837.00,88.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,22.00,0.00,22.00,66.00,0.00,5.00,0.00,66.00,88.00,286.00,645.00,0.00,0.00,0.00,0.00,0.00,0.00,1457.00
62,3/31/2019 0:00:00,36,0.00,0.00,0.00,0.00,0.00,0.00,157745.00,157745.00,0.00,0.00,0.00,0.00,593288.00,0.00,593288.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,104980.00,0.00,104980.00,856013.00,856013.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00
75,3/31/2019 0:00:00,40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
77,3/31/2019 0:00:00,41,0.00,0.00,0.00,0.00,0.00,0.00,3448055.00,3448055.00,0.00,319119.00,319119.00,0.00,0.00,0.00,0.00,8416.00,8416.00,0.00,6363.00,0.00,6363.00,0.00,0.00,0.00,61464.00,61464.00,0.00,168112.00,0.00,168112.00,0.00,0.00,0.00,10420889.00,10420889.00,0.00,6485603.00,0.00,6485603.00,72.00,2.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,2.00,30.00,2.00,32.00,42.00,0.00,8.00,0.00,42.00,74.00,119.00,246.00,0.00,3.00,0.00,0.00,0.00,3.00,450.00
79,3/31/2019 0:00:00,43,0.00,0.00,0.00,0.00,0.00,0.00,22978699.00,22978699.00,0.00,2113923.00,2113923.00,0.00,38221472.00,0.00,38221472.00,0.00,0.00,0.00,1304073.00,0.00,1304073.00,0.00,0.00,0.00,8193012.00,8193012.00,0.00,274795.00,0.00,274795.00,11727273.00,0.00,11727273.00,83988520.00,83988520.00,0.00,8672358.00,0.00,8672358.00,221.00,2.00,30.00,102.00,0.00,0.00,49.00,0.00,12.00,2.00,71.00,2.00,73.00,18.00,0.00,6.00,0.00,150.00,223.00,1028.00,937.00,6.00,0.00,0.00,0.00,0.00,0.00,1968.00
82,3/31/2019 0:00:00,46,0.00,0.00,0.00,0.00,0.00,0.00,38365836.00,38365836.00,0.00,0.00,0.00,0.00,7996393.00,0.00,7996393.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10570388.00,0.00,10570388.00,737740.00,8426957.00,9164697.00,68948708.00,60521751.00,8426957.00,2851394.00,0.00,2851394.00,14.00,5.00,0.00,0.00,0.00,0.00,4.00,0.00,9.00,4.00,14.00,5.00,19.00,0.00,0.00,1.00,1.00,0.00,19.00,690.00,929.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00
90,3/31/2019 0:00:00,49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,798584.00,0.00,798584.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,798584.00,798584.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00
98,3/31/2019 0:00:00,54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
107,3/31/2019 0:00:00,57,0.00,0.00,0.00,0.00,0.00,0.00,247995.00,247995.00,0.00,0.00,0.00,0.00,4810955.00,0.00,4810955.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175071.00,0.00,175071.00,0.00,0.00,0.00,5870521.00,5870521.00,0.00,636500.00,0.00,636500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,130.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00
108,3/31/2019 0:00:00,58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,379219.00,0.00,379219.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65626.00,0.00,65626.00,444845.00,444845.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,196.00
110,3/31/2019 0:00:00,59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,0.00,0.00,9.00,0.00,0.00,9.00,48.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00
112,3/31/2019 0:00:00,60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
118,3/31/2019 0:00:00,61,0.00,0.00,0.00,0.00,0.00,0.00,9579609.00,9579609.00,0.00,0.00,0.00,0.00,14412329.00,0.00,14412329.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,557771.00,0.00,557771.00,7639973.00,0.00,7639973.00,33717324.00,33717324.00,0.00,1527642.00,0.00,1527642.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154.00,392.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00
119,3/31/2019 0:00:00,62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,546743.00,0.00,546743.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,546743.00,546743.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
120,3/31/2019 0:00:00,63,0.00,0.00,0.00,0.00,0.00,0.00,9394627.00,9394627.00,0.00,0.00,0.00,0.00,3184956.00,0.00,3184956.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,750000.00,0.00,750000.00,14678327.00,14678327.00,0.00,1348744.00,0.00,1348744.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,235.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00
132,3/31/2019 0:00:00,69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,3/31/2019 0:00:00,70,0.00,0.00,0.00,0.00,0.00,0.00,873386.00,873386.00,0.00,0.00,0.00,0.00,3102884.00,0.00,3102884.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35794.00,0.00,35794.00,143559.00,0.00,143559.00,5228660.00,5228660.00,0.00,1073037.00,0.00,1073037.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,2.00,120.00,215.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00
138,3/31/2019 0:00:00,72,0.00,0.00,0.00,0.00,0.00,0.00,403450.00,403450.00,0.00,0.00,0.00,0.00,2177154.00,0.00,2177154.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2625431.00,2625431.00,0.00,44827.00,0.00,44827.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,118.00
146,3/31/2019 0:00:00,74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00
147,3/31/2019 0:00:00,75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,14.00
150,3/31/2019 0:00:00,77,0.00,0.00,0.00,0.00,0.00,0.00,14548330.00,14548330.00,0.00,0.00,0.00,0.00,63588669.00,0.00,63588669.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15250922.00,0.00,15250922.00,0.00,0.00,0.00,101603895.00,101603895.00,0.00,8215974.00,0.00,8215974.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,93.00,93.00,0.00,26.00,0.00,77.00,26.00,119.00,101.00,755.00,12.00,0.00,0.00,0.00,0.00,0.00,74.00
151,3/31/2019 0:00:00,78,0.00,0.00,0.00,0.00,0.00,0.00,29091477.00,29091477.00,0.00,0.00,0.00,0.00,184029870.00,0.00,184029870.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23276811.00,0.00,23276811.00,0.00,0.00,0.00,237828464.00,237828464.00,0.00,1430306.00,0.00,1430306.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1682.00,1941.00,0.00,0.00,0.00,0.00,0.00,0.00,278.00
153,3/31/2019 0:00:00,80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,3/31/2019 0:00:00,83,0.00,0.00,0.00,0.00,0.00,0.00,55569238.00,55569238.00,0.00,19658248.00,19658248.00,0.00,73998138.00,0.00,73998138.00,0.00,0.00,0.00,1530541.00,0.00,1530541.00,0.00,0.00,0.00,43103226.00,43103226.00,0.00,12003604.00,0.00,12003604.00,20294606.00,0.00,20294606.00,186263358.00,186263358.00,0.00,4739524.00,0.00,4739524.00,1427.00,2.00,10.00,1044.00,0.00,0.00,95.00,0.00,34.00,2.00,137.00,2.00,127.00,236.00,0.00,2.00,0.00,261.00,1429.00,2895.00,608.00,2578.00,0.00,0.00,0.00,0.00,0.00,1392.00
162,3/31/2019 0:00:00,85,0.00,0.00,0.00,0.00,0.00,0.00,6536991.00,6536991.00,0.00,0.00,0.00,0.00,11999643.00,0.00,11999643.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3032712.00,0.00,3032712.00,0.00,0.00,0.00,23461318.00,23461318.00,0.00,1891972.00,0.00,1891972.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,83.00
167,3/31/2019 0:00:00,87,0.00,0.00,0.00,0.00,0.00,0.00,3265987.00,3252007.00,13980.00,1842839.00,1842839.00,0.00,5608417.00,0.00,5608417.00,0.00,0.00,0.00,312605.00,170870.00,483475.00,457912.00,0.00,457912.00,6183322.00,6012452.00,170870.00,1280690.00,0.00,1280690.00,1881291.00,0.00,1881291.00,13879224.00,13865244.00,13980.00,0.00,0.00,0.00,515.00,1.00,7.00,83.00,0.00,0.00,138.00,0.00,0.00,0.00,199.00,1.00,200.00,226.00,0.00,11.00,0.00,316.00,516.00,1290.00,503.00,0.00,49.00,0.00,0.00,0.00,49.00,2221.00
168,3/31/2019 0:00:00,88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4328425.00,0.00,4328425.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2935.00,0.00,2935.00,0.00,0.00,0.00,4977903.00,4977903.00,0.00,646543.00,0.00,646543.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,62.00
