"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
1,9/30/2020 0:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,1310,0,1310,0,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
6,9/30/2020 0:00:00,7,0,0,0,0,0,0,1853401,1853401,0,0,0,0,27761646,0,27761646,0,0,0,0,0,0,0,0,0,0,0,0,21592,0,21592,4276741,0,4276741,33984000,33984000,0,70620,0,70620,6,3,0,0,0,0,0,2,1,1,1,3,4,5,0,0,0,5,9,195,183,0,0,0,0,0,0,508
12,9/30/2020 0:00:00,11,0,0,0,0,0,0,320822,320822,0,0,0,0,3332361,0,3332361,0,0,0,0,0,0,0,0,0,0,0,0,339823,0,339823,288750,0,288750,4613706,4613706,0,331950,0,331950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,42,0,0,0,0,0,0,47
13,9/30/2020 0:00:00,12,0,0,0,0,0,0,23423240,23423240,0,1240681,1240681,0,31281236,0,31281236,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,16159072,0,16159072,72471688,72471688,0,367459,0,367459,2,3,0,0,0,0,2,3,0,0,2,3,5,0,0,0,0,0,5,995,668,0,0,0,0,0,0,1250
16,9/30/2020 0:00:00,14,0,0,0,0,0,0,0,0,0,0,0,0,440023,0,440023,0,0,0,0,0,0,0,0,0,0,0,0,40661,0,40661,0,0,0,480684,480684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,0,0,0,0,0,0,0
19,9/30/2020 0:00:00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
22,9/30/2020 0:00:00,17,0,0,0,0,0,0,29234077,29234077,0,0,0,0,38989709,0,38989709,0,0,0,0,0,0,0,0,0,0,0,0,455773,0,455773,43475,0,43475,68770724,68770724,0,47690,0,47690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1805,0,0,0,0,0,0,175
26,9/30/2020 0:00:00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,337243,337243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337243,0,337243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,66
28,9/30/2020 0:00:00,21,0,0,0,0,0,0,26439122,26439122,0,0,0,0,0,0,0,251000,251000,0,104874,0,104874,0,0,0,2425912,2425912,0,10931822,0,10931822,571715,0,571715,61848573,61848573,0,23905914,0,23905914,223,4,7,17,0,0,0,0,66,4,102,4,144,97,0,13,0,120,227,1632,2470,11,0,0,0,0,0,3226
42,9/30/2020 0:00:00,29,0,0,0,0,0,0,10205855,10205855,0,0,0,0,8170003,0,8170003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19245288,19245288,0,869430,0,869430,5,0,0,0,0,0,2,0,0,0,2,0,2,3,0,0,0,3,5,172,459,3,0,0,0,0,0,63
47,9/30/2020 0:00:00,30,0,0,0,0,0,0,2596375,2596375,0,0,0,0,2497163,0,2497163,0,0,0,0,0,0,0,0,0,0,0,0,263299,0,263299,0,0,0,5356837,5356837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,82,0,0,0,0,0,0,110
48,9/30/2020 0:00:00,31,0,0,0,0,0,0,31749,31749,0,0,0,0,2171906,0,2171906,0,0,0,0,0,0,0,0,0,0,0,0,211957,0,211957,239427,0,239427,2655039,2655039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,29,5,0,0,0,0,0,124
51,9/30/2020 0:00:00,32,0,0,0,0,0,0,142179400,142179400,0,0,0,0,335588920,0,335588920,152529,152529,0,7856613,0,7856613,0,0,0,27043621,27043621,0,53155759,0,53155759,28835914,0,28835914,749779366,749779366,0,190019373,0,190019373,281,10,2,21,0,0,49,1,66,5,170,10,180,88,0,50,4,111,291,10265,7235,7,0,0,0,0,0,4265
53,9/30/2020 0:00:00,33,0,0,0,0,0,0,2878009,2878009,0,0,0,0,7072513,0,7072513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11213847,11213847,0,1263325,0,1263325,0,8,0,0,0,0,0,0,0,8,0,8,8,0,0,0,0,0,8,97,92,0,0,0,0,0,0,17
60,9/30/2020 0:00:00,35,0,0,0,0,0,0,5305275,5305275,0,3353068,3353068,0,36063171,0,36063171,0,0,0,0,0,0,0,0,0,855453,855453,0,2566003,0,2566003,1747984,0,1747984,53660138,53660138,0,4624637,0,4624637,92,0,0,0,0,0,15,0,2,0,29,0,29,63,0,10,0,63,92,318,570,0,0,0,0,0,0,1443
62,9/30/2020 0:00:00,36,0,0,0,0,0,0,304846,304846,0,0,0,0,562752,0,562752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95573,0,95573,963171,963171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,10,0,0,0,0,0,0,1
75,9/30/2020 0:00:00,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
