"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003"
47,9/30/2020 0:00:00,30,0,0,314100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41893468,0,0,0,0,0,0,0,0,,0,47640310,0,0,0,0,0,0,0,0,0,0,0
48,9/30/2020 0:00:00,31,5490000,0,528001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494000,1000000,3996000,0,0,5490000,190755,0,0,0,0,0,0,0,0,0,0,0,0,51839900,0,0,0,0,0,0,0,0,,0,63321384,0,0,0,0,0,0,0,0,0,0,0
51,9/30/2020 0:00:00,32,415977292,552204090,20108973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247949913,247419553,73686351,271999450,0,841055267,269503108,129715054,16759130,0,0,415977292,11348598,7538109,-1347441,0,0,0,0,0,448239,7868,0,0,0,4386592696,1174,60828825,60828825,0,0,0,1174,60828825,,0,4732469405,0,0,0,0,0,0,0,0,0,0,0
53,9/30/2020 0:00:00,33,0,0,546190,0,0,0,0,2003693,0,0,0,0,2003693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133681,3693,0,0,0,0,0,0,0,0,0,0,0,62439165,0,0,0,0,0,0,0,0,,0,65434355,0,0,0,0,0,0,0,0,0,0,0
60,9/30/2020 0:00:00,35,7500000,44526394,1258719,934606,0,0,0,0,0,0,0,419404,419404,0,0,0,0,0,0,0,0,0,0,4382921,4382921,0,0,7500000,0,0,7500000,1398131,261464,5292,0,0,0,0,0,0,0,0,0,0,319691505,146,2898054,2898054,0,0,0,146,2898054,,0,352631056,0,0,0,0,0,0,0,0,0,0,0
62,9/30/2020 0:00:00,36,0,0,452615,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93726,0,0,0,0,0,0,0,0,0,0,0,0,30032032,0,0,0,0,0,0,0,0,,0,35184167,0,0,0,0,0,0,0,0,0,0,0
75,9/30/2020 0:00:00,40,1147969,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,668471,229498,1147969,0,0,0,0,0,0,0,0,0,0,0,0,0,2008568,0,0,0,0,0,0,0,0,,0,2625424,0,0,0,0,0,0,0,0,0,0,0
77,9/30/2020 0:00:00,41,0,0,2231141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29889,3272309,1419317,0,0,4721515,0,0,0,0,0,0,0,-87527,0,0,0,0,0,0,0,0,0,0,0,178589317,67,1005260,1005260,0,0,0,67,1005260,,0,187978978,0,0,0,0,0,0,0,0,0,0,0
79,9/30/2020 0:00:00,43,0,47094846,5874428,1133766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31252008,47679488,27142981,28488671,10924480,145487628,0,0,0,0,0,0,1316999,4342182,0,0,0,0,0,0,0,35427,0,0,0,679332617,172,8948543,8948543,0,0,0,172,8948543,,0,748937959,0,0,0,0,0,0,0,0,0,0,0
82,9/30/2020 0:00:00,46,0,26673369,1265957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240712,797978,0,0,0,1038690,0,0,0,0,0,0,1726933,33334,0,0,0,0,0,0,0,0,0,0,0,274337847,141,4301041,0,0,0,0,141,4301041,,0,299139115,0,0,0,0,0,0,0,0,0,0,0
90,9/30/2020 0:00:00,49,0,0,3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13701,0,0,0,0,0,0,0,0,0,0,0,0,5348241,0,0,0,0,0,0,0,0,,0,10556371,0,0,0,0,0,0,0,0,0,0,0
98,9/30/2020 0:00:00,54,5580000,0,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2920000,2660000,0,0,0,5580000,3276,0,0,0,0,0,0,0,0,0,0,0,0,11097074,0,0,0,0,0,0,0,0,,0,13029993,0,0,0,0,0,0,0,0,0,0,0
107,9/30/2020 0:00:00,57,0,0,628989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56554151,0,0,0,0,0,0,0,0,,0,67016061,0,0,0,0,0,0,0,0,0,0,0
108,9/30/2020 0:00:00,58,1800000,0,516963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650000,500000,400000,250000,0,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,31858003,0,0,0,0,0,0,0,0,,0,40159911,0,0,0,0,0,0,0,0,0,0,0
110,9/30/2020 0:00:00,59,0,0,38599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22883371,0,0,0,0,0,0,0,0,,0,26227498,0,0,0,0,0,0,0,0,0,0,0
112,9/30/2020 0:00:00,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7143760,0,0,0,0,0,0,0,0,,0,7824225,0,0,0,0,0,0,0,0,0,0,0
119,9/30/2020 0:00:00,62,0,234306,606711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20492651,36469643,23201781,22525654,128968,102818697,0,0,0,0,0,0,271589,2003962,0,0,0,0,0,0,0,-588,0,0,0,108630513,0,0,0,0,0,0,0,0,,0,131488185,0,0,0,0,0,0,0,0,0,0,0
120,9/30/2020 0:00:00,63,0,0,781974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103214846,0,0,0,0,0,0,0,0,,0,111436741,0,0,0,0,0,0,0,0,0,0,0
132,9/30/2020 0:00:00,69,0,0,3059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19875,0,0,0,0,0,0,0,0,0,0,0,0,954322,0,0,0,0,0,0,0,0,,0,1161431,0,0,0,0,0,0,0,0,0,0,0
135,9/30/2020 0:00:00,70,0,0,749004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203817,0,0,0,0,0,0,0,0,0,0,0,0,74491389,0,0,0,0,0,0,0,0,,0,81400357,0,0,0,0,0,0,0,0,0,0,0
138,9/30/2020 0:00:00,72,0,0,1088186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2826937,3036735,452060,0,0,6315732,0,0,0,0,0,0,0,130732,0,0,0,0,0,0,0,0,0,0,0,35761717,0,0,0,0,0,0,0,0,,0,38576227,0,0,0,0,0,0,0,0,0,0,0
146,9/30/2020 0:00:00,74,0,334357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5044399,0,0,0,0,0,0,0,0,,0,5507694,0,0,0,0,0,0,0,0,0,0,0
147,9/30/2020 0:00:00,75,0,0,0,0,1,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1342925,0,0,0,0,0,0,0,0,Fiscal Year 2020,0,1479899,0,0,0,0,0,0,0,0,0,0,0
150,9/30/2020 0:00:00,77,16264290,41200084,4710668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65781269,6736129,2224675,4040021,0,78782094,12932056,815860,2516374,0,0,16264290,2679086,169287,0,0,0,0,0,0,0,74116,0,0,0,350850978,0,0,0,0,0,0,0,0,,0,387485458,0,0,0,0,0,0,0,0,0,0,0
151,9/30/2020 0:00:00,78,0,56923525,5039959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10422722,37556631,24865127,18225251,30006826,121076557,0,0,0,0,0,0,1849893,1473865,0,0,0,0,0,0,0,0,0,0,0,734921571,0,0,0,0,0,0,0,0,,0,831966316,0,0,0,0,0,0,0,0,0,0,0
153,9/30/2020 0:00:00,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361498,0,0,0,0,0,0,0,0,,0,482959,0,0,0,0,0,0,0,0,0,0,0
159,9/30/2020 0:00:00,83,0,6843523,10256717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45726155,28899789,33339899,65836750,44394749,218197342,0,0,0,0,0,0,14921096,10278284,-3148507,0,0,0,0,0,501289,1629668,0,0,0,1472359471,577,38905332,38905332,0,0,0,577,38905332,,0,1671359587,0,0,0,0,0,0,0,0,0,0,0
162,9/30/2020 0:00:00,85,8100000,17835768,611920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,950000,2150000,8100000,430122,0,0,0,0,0,0,0,0,0,0,0,0,165016137,0,0,0,0,0,0,0,0,,0,178880163,0,0,0,0,0,0,0,0,0,0,0
167,9/30/2020 0:00:00,87,0,0,6941236,1968457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3518000,3034080,750713,0,0,7302793,0,0,0,0,0,0,750373,49893,0,0,0,0,0,0,0,0,0,0,0,383646988,101,2774200,2774200,0,0,0,101,2774200,,0,427000593,0,0,0,0,0,0,0,0,0,0,0
168,9/30/2020 0:00:00,88,0,0,531720,398000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18947,0,0,0,0,0,0,0,0,0,0,0,0,36200688,0,0,0,0,0,0,0,0,,0,39004985,0,0,0,0,0,0,0,0,0,0,0
169,9/30/2020 0:00:00,89,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419991,0,0,0,0,0,0,0,0,,0,2163973,0,0,0,0,0,0,0,0,0,0,0
174,9/30/2020 0:00:00,91,11911481,0,7068777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251702,2966096,0,0,0,3217798,576835,5662137,5672509,0,0,11911481,1994540,254042,0,0,0,0,0,0,0,0,0,0,0,305003632,83,1298161,1298161,0,0,0,83,1298161,,0,340659688,0,0,0,0,0,0,0,0,0,0,0
176,9/30/2020 0:00:00,92,0,178650000,6515612,1001078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187105249,264619908,312813972,20263864,56493,784859486,0,0,0,0,0,0,713696,15076638,0,0,0,0,0,0,0,0,0,0,0,1160185317,0,0,0,54,171413,167014,0,0,,0,1405456622,0,0,0,0,0,0,0,0,0,0,0
177,9/30/2020 0:00:00,93,0,38763623,2583034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34699541,91159628,47912975,0,0,173772144,0,0,0,0,0,0,418247,2262989,0,0,0,0,0,0,0,0,0,0,0,445555618,0,0,0,0,0,0,0,0,,0,496853821,0,0,0,0,0,0,0,0,0,0,0
181,9/30/2020 0:00:00,96,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1876823,0,0,0,0,0,0,0,0,,0,2273076,0,0,0,0,0,0,0,0,0,0,0
187,9/30/2020 0:00:00,100,494000,0,423027,11025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494000,0,0,0,0,494000,0,0,0,0,0,0,0,0,0,0,0,0,0,22399808,0,0,0,0,0,0,0,0,,0,23230562,0,0,0,0,0,0,0,0,0,0,0
195,9/30/2020 0:00:00,104,0,0,175973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2705,0,0,0,0,0,0,0,0,0,0,0,0,11369956,0,0,0,0,0,0,0,0,,0,12364398,0,0,0,0,0,0,0,0,0,0,0
196,9/30/2020 0:00:00,105,0,5324282,20590951,10163828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82493772,58976320,30297648,41354649,0,213122389,0,0,0,0,0,0,11908507,6587121,0,0,0,0,0,0,0,0,0,0,0,2258216983,10,580983,528047,0,0,0,7,475111,,0,2458179730,0,0,0,0,0,0,0,0,0,0,0
198,9/30/2020 0:00:00,107,5000000,0,120874,0,0,0,0,3276151,0,0,0,0,3276151,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,5000000,0,0,-29188,0,0,0,0,0,0,0,0,0,0,38002745,0,0,0,0,0,0,0,0,,0,51323874,0,0,0,0,0,0,0,0,0,0,0
199,9/30/2020 0:00:00,108,206,34325695,4299478,379979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659337,11997660,16815689,1522473,0,32995159,206,0,0,0,0,206,0,627366,0,0,0,0,0,0,0,0,0,0,0,183908929,0,0,0,0,0,0,0,0,,0,207565073,0,0,0,0,0,0,0,0,0,0,0
200,9/30/2020 0:00:00,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7208930,0,0,0,0,0,0,0,0,,0,9761402,0,0,0,0,0,0,0,0,0,0,0
205,9/30/2020 0:00:00,112,4007601,1259686,691705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2916987,2241320,0,0,5158307,603301,3021790,382510,0,0,4007601,0,150659,0,0,0,0,0,0,79455,0,0,0,0,129882021,0,0,0,0,0,0,0,0,,0,148819979,0,0,0,0,0,0,0,0,0,0,0
216,9/30/2020 0:00:00,116,0,2434296,633579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49457,0,0,0,0,0,0,0,0,0,0,0,0,75946488,0,0,0,0,0,0,0,0,,0,82525752,0,0,0,0,0,0,0,0,0,0,0
220,9/30/2020 0:00:00,117,39,5963197,146322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,27104751,0,0,0,0,0,0,0,0,,0,33837216,0,0,0,0,0,0,0,0,0,0,0
224,9/30/2020 0:00:00,119,4709000,0,4372961,224881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239877,3098552,565546,0,0,4903975,1984000,2725000,0,0,0,4709000,62840,85028,0,0,0,0,0,0,0,0,0,0,0,124870830,0,0,0,0,0,0,0,0,,0,145745635,0,0,0,0,0,0,0,0,0,0,0
227,9/30/2020 0:00:00,121,0,539579300,15765490,7045518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382007167,538970294,603803352,285924923,0,1810705736,0,0,0,0,0,0,164086361,37340427,0,0,0,0,0,0,0,351366,0,0,0,23519109057,0,0,0,0,0,0,0,0,,0,26257438559,0,0,0,0,0,0,0,0,0,0,0
233,9/30/2020 0:00:00,124,0,4434721,3107164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2591018,10101518,3831190,15457986,0,31981712,0,0,0,0,0,0,2619,275156,0,0,0,0,0,0,110750,0,0,0,0,165835590,0,0,0,0,0,0,0,0,,0,183784000,0,0,0,0,0,0,0,0,0,0,0
234,9/30/2020 0:00:00,125,5967000,0,99521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2239000,2983000,745000,0,0,5967000,0,0,0,0,0,0,0,0,0,0,0,0,0,70471365,0,0,0,0,0,0,0,0,,0,84617901,0,0,0,0,0,0,0,0,0,0,0
240,9/30/2020 0:00:00,128,1059317,0,198450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216490,842827,0,0,0,1059317,0,0,0,0,0,0,0,0,0,0,0,0,0,62465802,0,0,0,0,0,0,0,0,,0,75468682,0,0,0,0,0,0,0,0,0,0,0
242,9/30/2020 0:00:00,129,0,0,2635255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784730,4769750,5108975,0,0,11663455,0,0,0,0,0,0,494890,143877,0,0,0,0,0,0,0,0,0,0,0,92506631,0,0,0,0,0,0,0,0,,0,112034338,0,0,0,0,0,0,0,0,0,0,0
256,9/30/2020 0:00:00,136,0,11137825,1937641,497187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36706028,2172865,9782419,27352742,1074210,77088264,0,0,0,0,0,0,110474,1552404,0,0,0,0,0,0,0,492594,0,0,0,231158003,0,0,0,0,0,0,0,0,,0,255749058,0,0,0,0,0,0,0,0,0,0,0
258,9/30/2020 0:00:00,137,62902314,31756898,1343387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16687,0,0,0,0,16687,13259958,38220900,11421456,0,0,62902314,0,-226,0,0,0,0,0,0,0,0,0,0,0,258101032,0,0,0,0,0,0,0,0,,0,299553757,0,0,0,0,0,0,0,0,0,0,0
262,9/30/2020 0:00:00,139,0,0,798848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5511175,13168275,9305290,1559650,0,29544390,0,0,0,0,0,0,144955,390101,0,0,0,0,0,0,0,174658,0,0,0,67212481,3,103949,0,0,0,0,3,103949,,0,73190922,0,0,0,0,0,0,0,0,0,0,0
264,9/30/2020 0:00:00,141,1488000,0,675908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4450555,6875166,10397981,1998410,0,23722112,248000,1240000,0,0,0,1488000,138772,158653,0,0,0,0,0,0,0,0,0,0,0,95172076,0,0,0,0,0,0,0,0,,0,108562183,0,0,0,0,0,0,0,0,0,0,0
266,9/30/2020 0:00:00,143,71532770,1921739,1202339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6234252,45187196,20111322,0,0,71532770,25637,0,0,0,0,0,0,0,0,0,0,0,0,237821028,0,0,0,0,0,0,0,0,,0,282082967,0,0,0,0,0,0,0,0,0,0,0
274,9/30/2020 0:00:00,149,0,0,1761746,647703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505386,0,0,0,0,0,0,0,0,0,0,0,0,140717038,27,375522,375522,0,0,0,27,375522,,0,159812388,0,0,0,0,0,0,0,0,0,0,0
275,9/30/2020 0:00:00,150,2828000,0,300185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240000,1588000,0,0,0,2828000,173980,0,0,0,0,0,0,0,0,0,0,0,0,22478301,0,0,0,0,0,0,0,0,,0,25557039,0,0,0,0,0,0,0,0,0,0,0
276,9/30/2020 0:00:00,151,0,0,181756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17518613,0,0,0,0,0,0,0,0,,0,19655628,0,0,0,0,0,0,0,0,0,0,0
277,9/30/2020 0:00:00,152,0,7532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351585,836529,452928,0,1641042,0,0,0,0,0,0,1844,7633,0,0,0,0,0,0,0,0,0,0,0,1788809,0,0,0,0,0,0,0,0,,0,2919344,0,0,0,0,0,0,0,0,0,0,0
287,9/30/2020 0:00:00,154,5599000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3824000,1675000,100000,0,0,5599000,592,0,0,0,0,0,0,0,0,0,0,0,0,13275231,0,0,0,0,0,0,0,0,,0,14705472,0,0,0,0,0,0,0,0,0,0,0
288,9/30/2020 0:00:00,155,0,0,130366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10776331,0,0,0,0,0,0,0,0,,0,12161413,0,0,0,0,0,0,0,0,0,0,0
294,9/30/2020 0:00:00,160,0,11486902,2968880,957404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3817792,179559,8706826,9918836,0,22623013,0,0,0,0,0,0,1089326,74614,0,0,0,0,0,0,0,0,0,0,0,315044477,112,1929697,1929697,0,0,0,112,1929697,,0,343714947,0,0,0,0,0,0,0,0,0,0,0
303,9/30/2020 0:00:00,166,0,0,1004300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,1825687,6272710,512875,0,9111272,0,0,0,0,0,0,112735,111606,0,0,0,0,0,0,0,0,0,0,0,92754657,0,0,0,0,0,0,0,0,,0,100409354,0,0,0,0,0,0,0,0,0,0,0
306,9/30/2020 0:00:00,168,19434882,0,2267074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10554337,5801873,3078672,0,0,19434882,0,0,0,0,0,0,0,0,0,0,0,0,0,82261008,0,0,0,0,0,0,0,0,,0,88647157,0,0,0,0,0,0,0,0,0,0,0
319,9/30/2020 0:00:00,173,0,19058451,2108906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12458227,9992471,2464005,9111303,2108262,36134268,0,0,0,0,0,0,514399,49233,0,0,0,0,0,0,0,0,0,0,0,227366821,0,0,0,0,0,0,0,0,,0,246911664,0,0,0,0,0,0,0,0,0,0,0
320,9/30/2020 0:00:00,174,6229264,12809423,825105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3979496,2249768,0,0,0,6229264,146108,0,0,0,0,0,0,0,0,0,0,0,0,101684613,0,0,0,0,0,0,0,0,,0,111180114,0,0,0,0,0,0,0,0,0,0,0
