"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017"
82,12/31/2021 0:00:00,46,0,77289750,1026362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162971,1907681,0,0,0,2070652,0,0,0,0,0,0,1143990,16638,0,0,0,0,0,0,0,0,0,0,0,273883192,17,730100,730100,0,0,0,17,730100,,0,300668073,0,0,0,0,0,0,0,0,0,0,0,1908262,0,0,0,0,0,0,0,0,0
90,12/31/2021 0:00:00,49,0,0,1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5333748,0,0,0,0,0,0,0,0,,0,10455350,0,0,0,0,0,0,0,0,0,0,0,19100,0,0,0,0,0,0,0,0,0
98,12/31/2021 0:00:00,54,7190000,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,5960000,0,0,0,7190000,0,0,0,0,0,0,0,0,0,0,0,0,0,12058417,0,0,0,0,0,0,0,0,,0,14010589,0,0,0,0,0,0,0,0,0,0,0,69315,0,0,0,0,0,0,0,0,0
107,12/31/2021 0:00:00,57,0,0,719019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63651249,0,0,0,0,0,0,0,0,,0,74556707,0,0,0,0,0,0,0,0,0,0,0,527301,0,0,0,0,0,0,0,0,0
108,12/31/2021 0:00:00,58,2650000,0,809015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,550000,250000,100000,1650000,2650000,0,0,0,0,0,0,0,0,0,0,0,0,0,35922239,0,0,0,0,0,0,0,0,,0,44301614,0,0,0,0,0,0,0,0,0,0,0,36061,0,0,0,0,0,0,0,0,0
110,12/31/2021 0:00:00,59,0,0,45250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26822610,0,0,0,0,0,0,0,0,,0,31558489,0,0,0,0,0,0,0,0,0,0,0,55815,0,0,0,0,0,0,0,0,0
119,12/31/2021 0:00:00,62,0,341811,506778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8948672,24282527,21825974,41312949,967062,97337184,0,0,0,0,0,0,30982,-1192413,0,0,0,0,0,0,0,0,0,0,0,105489341,0,0,0,0,0,0,0,0,,0,125588994,0,0,0,0,0,0,0,0,0,0,0,509394,0,0,-215,0,0,0,0,0,0
120,12/31/2021 0:00:00,63,0,0,666411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54400,0,0,0,0,0,0,0,0,0,0,0,0,117939055,0,0,0,0,0,0,0,0,,0,126786554,0,0,0,0,0,0,0,0,0,0,0,682360,0,0,0,0,0,0,0,0,0
132,12/31/2021 0:00:00,69,0,0,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23935,0,0,0,0,0,0,0,0,0,0,0,0,959336,0,0,0,0,0,0,0,0,,0,1151253,0,0,0,0,0,0,0,0,0,0,0,17864,0,0,0,0,0,0,0,0,0
135,12/31/2021 0:00:00,70,0,0,754202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120731,0,0,0,0,0,0,0,0,0,0,0,0,76107050,0,0,0,0,0,0,0,0,,0,83318722,0,0,0,0,0,0,0,0,0,0,0,563779,0,0,0,0,0,0,0,0,0
138,12/31/2021 0:00:00,72,0,0,946099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854006,5168946,2803846,0,0,9826798,0,0,0,0,0,0,7869,-37202,0,0,0,0,0,0,0,0,0,0,0,40583261,0,0,0,0,0,0,0,0,,0,43429308,0,0,0,0,0,0,0,0,0,0,0,413763,0,0,0,0,0,277,7872492,0,0
146,12/31/2021 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5787563,0,0,0,0,0,0,0,0,,0,6228013,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0
147,12/31/2021 0:00:00,75,0,0,0,0,1,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451059,0,0,0,0,0,0,0,0,Fiscal Year 2020,0,1587268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,12/31/2021 0:00:00,77,9496040,39246995,7039127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46313242,5963703,10780053,31626953,1000387,95684338,6867546,2492029,136465,0,0,9496040,50594,-490857,0,0,0,0,0,0,0,0,0,0,0,402546589,0,0,0,0,0,0,0,0,,0,437217242,0,0,0,0,0,0,0,0,0,0,0,1786060,0,0,33375,0,0,0,0,0,0
151,12/31/2021 0:00:00,78,0,75928908,3292043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32892743,28484984,15636205,58336039,20456614,155806585,0,0,0,0,0,0,2020808,-2473512,0,0,0,0,0,0,0,0,0,0,0,832420065,0,0,0,0,0,0,0,0,,0,936707568,0,0,0,0,0,0,0,0,0,0,0,6204857,0,0,2800,0,0,0,0,0,0
153,12/31/2021 0:00:00,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376542,0,0,0,0,0,0,0,0,,0,478528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,12/31/2021 0:00:00,83,0,5974305,10740081,0,0,0,0,0,0,0,0,14321501,14321501,0,0,0,0,0,0,36889873,32428385,23136616,167597215,79340609,339392698,0,0,0,0,0,0,10772544,3099167,0,0,0,0,0,0,0,0,0,0,0,1682546527,14,1427638,0,0,0,0,14,1427638,,0,1921673860,284626,1300266,0,0,0,0,0,0,0,0,0,31409538,0,64835,161964,3696,52105814,0,0,0,0
162,12/31/2021 0:00:00,85,18025000,35956914,728511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,8700000,600000,8475000,18025000,145497,0,0,0,0,0,0,0,0,0,0,0,0,178374160,0,0,0,0,0,0,0,0,,0,192477376,0,0,0,0,0,0,0,0,0,0,0,780430,0,0,0,10,2043223,0,0,0,0
167,12/31/2021 0:00:00,87,0,0,7710215,2855320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005840,15229720,20874770,4903390,0,42013720,0,0,0,0,0,0,57915,-463653,0,0,0,0,0,0,0,0,0,0,0,479241609,1,10643,10643,0,0,0,1,10643,,0,531219752,0,0,0,0,0,0,0,0,0,0,0,4836807,0,0,0,0,0,0,0,0,0
168,12/31/2021 0:00:00,88,744432,0,439060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245000,499432,744432,72528,0,0,0,0,0,0,0,0,0,0,0,0,39236014,0,0,0,0,0,0,0,0,,0,42196026,0,0,0,0,0,0,0,0,0,0,0,172503,0,0,0,0,0,0,0,0,0
169,12/31/2021 0:00:00,89,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510318,0,0,0,0,0,0,0,0,,0,2252386,0,0,0,0,0,0,0,0,0,0,0,18115,0,0,0,0,0,0,0,0,0
174,12/31/2021 0:00:00,91,20624538,0,6088349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248479,9165973,6236170,494418,0,17145040,1445750,13859642,5319146,0,0,20624538,1228592,219643,0,0,0,0,0,0,0,0,0,0,0,427891408,0,0,0,0,0,0,0,0,,0,473986146,0,0,0,0,0,0,0,0,0,0,0,5726926,0,0,0,0,0,0,0,0,0
176,12/31/2021 0:00:00,92,0,156916429,8578045,687201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84444776,286219171,311445178,115464,59170357,741394946,0,0,0,0,0,0,354751,-2258188,0,0,0,0,0,0,0,0,0,0,0,1369795968,0,0,0,37,106638,103824,0,0,,0,1606976321,0,0,0,0,0,0,0,0,0,0,0,10775362,0,0,0,0,0,0,0,0,0
177,12/31/2021 0:00:00,93,0,28035355,2290981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14097149,104296927,52145278,27610587,0,198149941,0,0,0,0,0,0,206271,-1918122,0,0,0,0,0,0,0,0,0,0,0,453185292,0,0,0,0,0,0,0,0,,0,505318222,0,0,0,0,0,0,0,0,0,0,0,1853067,0,0,5014,0,0,0,0,0,0
181,12/31/2021 0:00:00,96,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691183,0,0,0,0,0,0,0,0,,0,2002641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,12/31/2021 0:00:00,100,248000,0,477240,3454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248000,0,0,248000,78884,0,0,0,0,0,0,0,0,0,0,0,0,26075579,220,5067744,5067744,0,0,0,220,5067744,,0,28724533,0,0,0,0,0,0,0,0,0,0,0,116539,0,0,0,0,0,0,0,0,0
195,12/31/2021 0:00:00,104,0,0,192498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14628558,0,0,0,0,0,0,0,0,,0,15813919,0,0,0,0,0,0,0,0,0,0,0,88679,0,0,0,0,0,0,0,0,0
196,12/31/2021 0:00:00,105,0,16333757,25106359,8833125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80958555,16681466,98854940,61589420,2897029,260981410,0,0,0,0,0,0,7724486,649969,0,0,0,0,0,0,0,0,0,0,0,2576033113,3,66325,33163,0,0,0,0,0,,0,2797869815,0,0,0,0,0,0,0,0,0,0,0,32333575,0,0,874546,0,0,0,0,0,0
198,12/31/2021 0:00:00,107,11000000,0,86126,0,0,0,0,3357498,0,0,0,0,3357498,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000,4000000,0,0,11000000,0,0,0,0,0,0,0,0,0,0,0,0,0,44441189,0,0,0,0,0,0,0,0,,0,58117161,0,0,0,0,0,0,0,0,0,0,0,333086,0,-34659,0,0,0,0,0,0,0
199,12/31/2021 0:00:00,108,125,41517791,2361100,329394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030811,12312526,16992442,17242038,2513303,51091120,125,0,0,0,0,125,115123,-441705,0,0,0,0,0,0,0,0,0,0,0,196877882,0,0,0,0,0,0,0,0,,0,224983194,0,0,0,0,0,0,0,0,0,0,0,2145846,0,0,0,0,0,0,0,0,0
200,12/31/2021 0:00:00,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7489494,0,0,0,0,0,0,0,0,,0,10046029,0,0,0,0,0,0,0,0,0,0,0,21079,0,0,0,0,0,0,0,0,0
205,12/31/2021 0:00:00,112,0,9213685,780917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65091,4968683,7115200,8462876,0,20611850,0,0,0,0,0,0,680676,-14937,0,0,0,0,0,0,0,0,0,0,0,221836716,0,0,0,0,0,0,0,0,,0,265049733,0,0,0,0,0,0,0,0,0,0,0,1535055,0,0,0,0,0,0,0,0,0
216,12/31/2021 0:00:00,116,0,1353057,111960,395445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76084,0,0,0,0,0,0,0,0,0,0,0,0,79267928,0,0,0,0,0,0,0,0,,0,85901045,0,0,0,0,0,0,0,0,0,0,0,606843,0,0,0,0,0,0,0,0,0
220,12/31/2021 0:00:00,117,1496752,5972480,147119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1496713,0,0,1496752,0,0,0,0,0,0,0,0,0,0,0,0,0,29095044,0,0,0,0,0,0,0,0,,0,36055399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,12/31/2021 0:00:00,119,4217000,0,5094483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641563,1838977,27310,0,0,2507850,2725000,1242000,250000,0,0,4217000,56312,37852,0,0,0,0,0,0,0,0,0,0,0,143393008,0,0,0,0,0,0,0,0,,0,166016308,0,0,0,0,0,0,0,0,0,0,0,1747996,0,0,0,0,0,0,0,0,0
227,12/31/2021 0:00:00,121,0,367398058,14116465,5311744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350388977,255280730,726588725,771886650,0,2104145082,0,0,0,0,0,0,269581571,-16302838,0,0,0,0,0,0,0,0,0,0,0,29419183372,0,0,0,0,0,0,0,0,,0,32520025379,0,0,0,0,0,0,0,0,0,0,0,446758733,0,0,3385,76819,11285382458,0,0,0,0
233,12/31/2021 0:00:00,124,0,10759555,2540319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359024,8250501,7068052,4299643,281418,21258638,0,0,0,0,0,0,591166,-362041,0,0,0,0,0,0,0,0,0,0,0,211386411,0,0,0,0,0,0,0,0,,0,229806693,0,0,0,0,0,0,0,0,0,0,0,943048,0,0,122437,0,0,0,0,0,0
234,12/31/2021 0:00:00,125,2483000,0,137727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490000,497000,496000,0,0,2483000,0,0,0,0,0,0,0,0,0,0,0,0,0,75319444,0,0,0,0,0,0,0,0,,0,90027217,0,0,0,0,0,0,0,0,0,0,0,307576,0,0,0,0,0,0,0,0,0
240,12/31/2021 0:00:00,128,579316,0,269871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63728,515588,0,0,0,579316,0,0,0,0,0,0,0,0,0,0,0,0,0,72516947,0,0,0,0,0,0,0,0,,0,85364276,0,0,0,0,0,0,0,0,0,0,0,162086,0,0,0,0,0,0,0,0,0
242,12/31/2021 0:00:00,129,0,0,1933519,26900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852025,4986728,13185045,963504,0,20987302,0,0,0,0,0,0,277439,-194405,0,0,0,0,0,0,0,0,0,0,0,105453226,0,0,0,0,0,0,0,0,,0,126159882,0,0,0,0,0,0,0,0,0,0,0,191127,0,0,0,0,0,0,0,0,0
256,12/31/2021 0:00:00,136,0,6009185,1247861,251149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38466682,3733669,9135769,36451376,0,87787496,0,0,0,0,0,0,125256,-141931,0,0,0,0,0,0,0,0,0,0,0,241545358,0,0,0,0,0,0,0,0,,0,267780570,0,0,0,0,0,0,0,0,0,0,0,1644704,0,0,142697,0,0,0,0,0,0
258,12/31/2021 0:00:00,137,118079614,12634557,1213799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6808,0,0,0,0,6808,16210546,46431120,35169806,20268142,0,118079614,0,-84,0,0,0,0,0,0,0,0,0,0,0,294707990,0,0,0,0,0,0,0,0,,0,337886087,0,0,0,0,0,0,0,0,0,0,0,2486561,0,0,0,0,0,0,0,0,0
262,12/31/2021 0:00:00,139,0,0,575192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4644387,9696281,10925411,8417971,0,33684050,0,0,0,0,0,0,0,-289863,0,0,0,0,0,0,0,0,0,0,0,71816449,0,0,0,0,0,0,0,0,,0,77138149,0,0,0,0,0,0,0,0,0,0,0,447409,0,0,10661,0,0,0,0,0,0
266,12/31/2021 0:00:00,143,84273477,2308637,1457734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5530271,48519660,29303273,920273,0,84273477,256486,0,0,0,0,0,0,0,0,0,0,0,0,248549490,0,0,0,0,0,0,0,0,,0,295490158,0,0,0,0,0,0,0,0,0,0,0,277359,0,0,0,0,0,0,0,0,0
274,12/31/2021 0:00:00,149,0,0,1460853,1187840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322698,0,0,0,0,0,0,0,0,0,0,0,0,172944457,7,135531,135531,0,0,0,7,135531,,0,194753900,0,0,0,0,0,0,0,0,0,0,0,1140027,0,0,0,0,0,0,0,0,0
275,12/31/2021 0:00:00,150,3572000,0,202343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588000,1984000,0,0,0,3572000,35952,0,0,0,0,0,0,0,0,0,0,0,0,27068246,0,0,0,0,0,0,0,0,,0,30396823,0,0,0,0,0,0,0,0,0,0,0,137330,0,0,0,0,0,0,0,0,0
277,12/31/2021 0:00:00,152,0,12174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253298,637786,97885,816967,191624,1997560,0,0,0,0,0,0,0,-47069,0,0,0,0,0,0,0,0,0,0,0,1999698,0,0,0,0,0,0,0,0,,0,3080382,0,0,0,0,0,0,0,0,0,0,0,28048,0,0,0,0,0,0,0,0,0
