"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_606A","ACCT_606B","ACCT_607","ACCT_608","ACCT_609","ACCT_620","ACCT_621","ACCT_622","ACCT_623","ACCT_624","ACCT_625","ACCT_626","ACCT_627","ACCT_628","ACCT_630A","ACCT_630B1","ACCT_630B2","ACCT_640","ACCT_652C","ACCT_653A","ACCT_653B1","ACCT_653B2","ACCT_653C","ACCT_655C","ACCT_656A","ACCT_656B1","ACCT_656B2","ACCT_657A","ACCT_657B1","ACCT_657B2","ACCT_659","ACCT_660","ACCT_661","ACCT_670A","ACCT_670B","ACCT_672C","ACCT_698","ACCT_709","ACCT_725","ACCT_726","ACCT_731","ACCT_732","ACCT_733","ACCT_734","ACCT_735","ACCT_736","ACCT_737","ACCT_741C","ACCT_742C","ACCT_746C","ACCT_747A","ACCT_747B1","ACCT_747B2","ACCT_747C","ACCT_750C","ACCT_752","ACCT_753","ACCT_754","ACCT_756","ACCT_757","ACCT_758","ACCT_760A","ACCT_760B1","ACCT_760B2","ACCT_761A","ACCT_761B1","ACCT_761B2","ACCT_770","ACCT_772","ACCT_773","ACCT_774","ACCT_776","ACCT_777","ACCT_778","ACCT_780","ACCT_781","ACCT_795","ACCT_799","ACCT_811","ACCT_812","ACCT_813","ACCT_814","ACCT_815","ACCT_816","ACCT_817","ACCT_818","ACCT_820","ACCT_821","ACCT_850","ACCT_860A","ACCT_860B1","ACCT_860B2","ACCT_865","ACCT_880A","ACCT_880B1","ACCT_880B2","ACCT_900","ACCT_902A","ACCT_902B1","ACCT_902B2","ACCT_906B1","ACCT_906B2","ACCT_906C","ACCT_908B1","ACCT_908B2","ACCT_911A","ACCT_911B1","ACCT_911B2","ACCT_913","ACCT_914","ACCT_955","ACCT_956","ACCT_957","ACCT_958","ACCT_961","ACCT_962","ACCT_963","ACCT_964","ACCT_965","ACCT_966","ACCT_970","ACCT_971","ACCT_972","ACCT_974","ACCT_977","ACCT_978","ACCT_982","ACCT_983","ACCT_984","ACCT_985","ACCT_986","ACCT_987","ACCT_988","ACCT_990","ACCT_992","ACCT_993","ACCT_994","ACCT_995","ACCT_603","ACCT_743C","ACCT_744A","ACCT_744B1","ACCT_744B2","ACCT_744C","ACCT_085","ACCT_086","ACCT_087","ACCT_782","ACCT_783","ACCT_784","ACCT_796A","ACCT_796B","ACCT_796C","ACCT_796D","ACCT_796E","ACCT_797A","ACCT_797B","ACCT_797C","ACCT_797D","ACCT_797E","ACCT_799B","ACCT_799C","ACCT_799D","ACCT_840","ACCT_875","ACCT_877","ACCT_945","ACCT_801","ACCT_614","ACCT_615","ACCT_745A","ACCT_745B","ACCT_745C","ACCT_745D","ACCT_745E","ACCT_819","ACCT_867A","ACCT_867B1","ACCT_867B2","ACCT_867C","ACCT_925","ACCT_841","ACCT_465","ACCT_466","ACCT_767","ACCT_768","ACCT_918","ACCT_919","Acct_026A","Acct_026B","Acct_027A","Acct_027B","Acct_028A","Acct_028B","Acct_045A","Acct_045B","Acct_585","Acct_680","Acct_681","Acct_682","Acct_769","Acct_785","Acct_786","Acct_787","Acct_892","Acct_895","Acct_896","Acct_899","ACCT_020I","ACCT_021I","ACCT_022I","ACCT_023I","ACCT_041I","ACCT_550I","ACCT_551I","ACCT_981","ACCT_981A","ACCT_981B","ACCT_065A1","ACCT_065A2","ACCT_065A3","ACCT_065A4","ACCT_065B1","ACCT_065C1","ACCT_065D1","ACCT_065E1","ACCT_067A1","ACCT_067A2","ACCT_067B1","ACCT_067C1","ACCT_068A","ACCT_069A","ACCT_033A","ACCT_033B","ACCT_033C","ACCT_033D","ACCT_033E","ACCT_034A","ACCT_034B","ACCT_034C","ACCT_034D","ACCT_034E","ACCT_035A","ACCT_035B","ACCT_035C","ACCT_035D","ACCT_035E"
1,12/31/2019 0:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5808873,0,0,55601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,306069,0,0,0,0,0,846474,0,0,0,0,0,0,0,369787,0,89,0,0,0,0,0,1633,0,4739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,21,32018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7044200,0,0,0,0,0,0,0,0,0,0,10,5,2,2,9
5,12/31/2019 0:00:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286204,0,0,0,0,0,0,0,0,0,0,0,0,12443635,0,0,245161,0,0,0,0,0,0,0,0,5474641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447535,94443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901683,0,0,1440000,1488000,496000,0,7673623,0,0,1050970,702071,3425344,8344273,2996972,8610989,0,0,0,0,0,545040,0,387,0,0,0,0,0,10203,0,364202,0,0,0,232,0,0,0,0,58,0,108,0,0,755,743,25,92019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,79045,7,34555,6,38461,32,152061,5,5615,859,43561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50391,0,0,6052884,0,0,0,6002493,0,0,0,0,6052884,56149378,13,2,0,0,2,0,0,0,0,0,24,12,10,1,23
6,12/31/2019 0:00:00,7,0,0,24262,32531,0,0,0,0,0,0,0,0,0,0,301539,0,0,0,0,0,0,0,0,0,0,0,0,92940700,0,0,1847737,0,0,0,0,1094027,0,0,0,5451873,161425,0,0,0,0,348000,0,0,1189398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235000,3725000,0,28278556,0,0,864180,595195,6925781,2479895,2841345,4419282,0,0,0,0,0,1597348,0,796,0,0,0,0,0,45518,0,320527,0,124,0,384,0,0,23,0,16,0,59,0,0,5115,5387,57,122018,0,747000,0,0,747000,0,0,0,0,0,0,0,0,0,0,0,1438346,1988591,0,0,3686320,2716626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,127785,6,32559,0,0,46,160344,0,307694,25120,338234,0,249000,1944040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145605,0,0,2869663,0,0,0,2724058,0,0,0,0,2869663,154730444,1,0,0,0,0,0,0,0,0,0,63,95,22,0,117
12,12/31/2019 0:00:00,11,0,0,0,1082,0,0,0,0,0,0,0,0,0,0,34275,0,0,0,0,0,0,0,0,0,0,0,0,18806708,0,0,838625,0,0,0,0,249000,0,0,0,1735474,32008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10579205,0,0,295402,171702,1098721,803121,301718,8494598,0,0,0,0,0,42720,0,286,0,0,0,0,0,22525,0,120912,0,37,0,141,0,0,4,0,0,0,25,0,0,3337,5426,13,52018,0,3975000,0,0,5718000,0,0,0,0,0,0,248000,0,0,0,248000,0,0,0,0,0,1307443,0,0,0,0,0,0,248000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,86821,88,130049,10,12949,172,229819,1,166412,18980,49873,0,747000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98768,0,0,0,98768,0,0,0,0,98768,41894179,0,0,0,0,0,0,0,0,0,0,55,152,169,35,356
13,12/31/2019 0:00:00,12,0,0,221,0,0,0,0,0,0,0,0,0,0,0,176714,0,0,0,0,0,0,0,0,0,0,0,0,130652750,0,0,4654893,0,0,0,0,0,0,0,0,46813743,72413,0,435870,0,0,10504035,0,0,1823074,0,0,0,0,0,0,66878,180886,117135,0,0,0,0,0,0,0,0,0,0,0,397225,0,49689,0,16398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000,8500000,10500000,0,0,16945000,16041000,0,74705124,0,0,10379904,13012689,41860105,53228137,33078444,22290489,0,0,0,0,0,2954198,0,5454,0,0,0,0,0,80677,0,389691,0,0,0,1448,0,0,0,0,378,0,712,0,0,4527,4083,64,92019,0,100000,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,252044,886680,0,0,1823074,1063680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,54635,6,3376,0,0,37,58011,20,177093,58295,137789,0,0,1823074,0,0,0,1,0,222784,0,0,0,0,0,0,0,0,0,5435946,0,0,28755472,0,0,0,23319526,0,0,0,0,28755472,435330703,9,1,0,1,2,0,0,0,0,0,111,37,13,0,50
16,12/31/2019 0:00:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5990145,0,0,34439,0,0,0,0,0,0,0,0,252859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028731,0,0,1811,0,238485,216423,0,0,0,0,0,0,0,548077,0,40,0,0,0,0,0,1785,0,0,0,24,0,49,0,0,2,16,0,0,20,0,0,116,77,16,92019,0,1149000,0,0,3964055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7358,0,0,0,0,3,7358,0,0,2212,0,0,1145055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8319524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,12/31/2019 0:00:00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493000,0,0,0,0,0,0,0,0,6159361,0,0,7678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31545,0,33,0,0,0,0,0,2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,5,62018,0,5161865,0,0,6644687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9556,0,0,0,9556,0,0,0,0,9556,6149805,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2
22,12/31/2019 0:00:00,17,0,0,0,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65179009,0,0,1006744,0,0,0,0,0,0,0,0,19885876,575318,0,996350,0,0,0,0,0,8085323,0,0,0,0,0,0,0,0,0,0,0,118577,0,0,0,0,0,0,0,0,0,0,0,8041,368580,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22729814,0,0,6097279,557009,15816996,26593727,1105811,51227965,0,0,0,0,0,684038,0,877,0,0,0,0,1866722,35055,0,132405,0,835,0,1720,0,0,166,0,166,0,332,0,0,8267,1672,53,92019,0,1087000,0,0,1436200,0,0,0,0,0,0,0,0,0,0,0,4041247,999052,0,0,10089413,1147152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,72672,4,62651,0,0,13,135323,0,186429,42305,238717,0,249000,9087483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43044,0,0,8975189,0,0,0,8932145,0,0,0,0,8975189,195916118,1,0,1,2,3,0,0,0,0,0,5,6,4,2,12
26,12/31/2019 0:00:00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507,0,0,0,0,0,0,0,0,0,0,0,0,8469085,0,0,0,0,0,0,0,5170000,0,0,0,0,6474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2372069,0,0,0,0,0,1658868,0,0,0,0,0,0,0,311063,0,43,0,0,0,0,0,2144,0,18637,0,0,0,28,0,0,0,0,0,0,0,0,0,121,51,12,92018,0,1593000,0,0,4226000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5078464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1391,5,8096,0,9396000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031115,0,0,0,1031115,0,0,0,0,1031115,12766071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,12/31/2019 0:00:00,21,0,0,0,33823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121620868,0,0,4100422,0,0,0,0,0,0,0,0,174649968,392171,0,774116,0,0,91386179,0,0,5506188,0,0,0,0,0,0,852707,482061,460960,262003,15071,72033,0,0,0,0,0,0,0,0,0,0,63238,0,15955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2039166,0,40000000,0,0,0,0,0,144434339,0,0,12879621,2595505,39511381,66681834,4420153,176109210,0,0,0,0,0,116099,0,1382,0,0,0,0,0,140098,0,3210691,0,1383,0,4171,0,0,383,0,411,0,1472,0,0,3,23440,3,62018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6280303,3077854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685128,114443,825746,0,0,5506188,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,725135,0,0,21096134,0,0,0,20370999,0,0,0,0,21096134,626693721,3,2,0,1,3,0,0,0,0,0,163,236,33,13,282
