"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
1,12/31/2019 0:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,960,0,960,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
5,12/31/2019 0:00:00,6,0,0,0,0,0,0,410849,410849,0,0,0,0,2134353,0,2134353,0,0,0,23822,0,23822,0,0,0,136693,136693,0,180440,0,180440,0,0,0,3384853,3384853,0,659211,0,659211,3,4,0,0,0,0,3,0,0,0,3,4,7,0,0,0,2,0,7,147,78,0,0,0,0,0,0,100
6,12/31/2019 0:00:00,7,0,0,0,0,0,0,659730,659730,0,212523,212523,0,20788610,0,20788610,0,0,0,237,0,237,0,0,0,0,0,0,20320,0,20320,3882285,0,3882285,25622789,25622789,0,59321,0,59321,5,1,0,0,0,0,0,0,2,1,3,1,4,2,0,0,0,2,6,197,183,0,0,0,0,0,0,489
12,12/31/2019 0:00:00,11,0,0,0,0,0,0,268752,268752,0,0,0,0,2842882,0,2842882,0,0,0,0,0,0,0,0,0,0,0,0,358212,0,358212,130354,0,130354,3628965,3628965,0,28765,0,28765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,49,0,0,0,0,0,0,50
13,12/31/2019 0:00:00,12,0,0,0,0,0,0,19602523,19602523,0,1180534,1180534,0,29357443,0,29357443,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,13696100,0,13696100,64111935,64111935,0,275335,0,275335,4,3,0,0,0,0,3,3,0,0,3,3,6,1,0,0,0,1,7,869,573,0,0,0,0,0,0,1135
16,12/31/2019 0:00:00,14,0,0,0,0,0,0,0,0,0,0,0,0,428267,0,428267,0,0,0,0,0,0,0,0,0,0,0,0,40661,0,40661,0,0,0,468928,468928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,0,0,0,0,0,0,0
19,12/31/2019 0:00:00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
22,12/31/2019 0:00:00,17,0,0,0,0,0,0,24635662,24635662,0,0,0,0,35047857,0,35047857,0,0,0,0,0,0,0,0,0,0,0,0,402403,0,402403,35617,0,35617,60161595,60161595,0,40056,0,40056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1680,0,0,0,0,0,0,171
26,12/31/2019 0:00:00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,317982,317982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317982,0,317982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,61
28,12/31/2019 0:00:00,21,0,0,0,0,0,0,21015301,21015301,0,0,0,0,0,0,0,3090,3090,0,16623,0,16623,0,0,0,568500,568500,0,10338818,0,10338818,546034,0,546034,54317818,54317818,0,22417665,0,22417665,210,5,8,17,0,0,0,0,57,5,91,5,134,94,0,13,0,183,215,1588,2449,0,0,0,0,0,0,3452
