"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_NW0001","ACCT_NW0002","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003"
8420,12/31/2019 0:00:00,3944,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14015660,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8428,12/31/2019 0:00:00,3949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14355,0,0,0,0,0,0,0,0,0,150146718,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8433,12/31/2019 0:00:00,3952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35969451,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8435,12/31/2019 0:00:00,3953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75036,122059,0,0,0,0,0,-4273,0,0,71816145,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8442,12/31/2019 0:00:00,3957,2099828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,-1979,0,0,0,0,0,0,0,0,0,56097014,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8445,12/31/2019 0:00:00,3959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68905638,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8470,12/31/2019 0:00:00,3970,1511826,685584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86339504,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8472,12/31/2019 0:00:00,3971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8479557,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8474,12/31/2019 0:00:00,3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7701310,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8475,12/31/2019 0:00:00,3974,30968857,19394754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18165,0,0,0,0,0,0,0,0,0,286625476,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8486,12/31/2019 0:00:00,3980,0,19718273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1817709,201260,0,0,0,0,0,0,0,0,0,388691414,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8493,12/31/2019 0:00:00,3982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070087,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8512,12/31/2019 0:00:00,3995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177312,0,0,0,0,0,0,0,0,61533443,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8523,12/31/2019 0:00:00,4001,3198153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4517,0,0,0,0,0,0,0,0,0,121495049,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8530,12/31/2019 0:00:00,4006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54023,0,0,0,0,0,0,0,-11529,0,87544426,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8540,12/31/2019 0:00:00,4012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24966812,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8548,12/31/2019 0:00:00,4015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770624,0,0,0,0,0,0,0,0,0,0,173157710,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8549,12/31/2019 0:00:00,4016,2837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27069015,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8550,12/31/2019 0:00:00,4017,0,42459854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,289347115,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8554,12/31/2019 0:00:00,4019,0,89760505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119592,186552,0,0,0,0,0,0,0,17942,0,819633732,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8585,12/31/2019 0:00:00,4033,7456209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491214,9520,0,0,0,0,0,0,0,0,0,278642993,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8588,12/31/2019 0:00:00,4034,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28459831,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8589,12/31/2019 0:00:00,4035,0,14435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5658865,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8593,12/31/2019 0:00:00,4036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4854682,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8609,12/31/2019 0:00:00,4041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9303,0,0,0,0,0,0,0,0,0,39458220,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8611,12/31/2019 0:00:00,4042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170244,0,0,0,0,0,0,0,0,0,30729239,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8616,12/31/2019 0:00:00,4046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19742872,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8618,12/31/2019 0:00:00,4047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10844980,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8625,12/31/2019 0:00:00,4051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7948558,3,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8626,12/31/2019 0:00:00,4052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1746464,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8642,12/31/2019 0:00:00,4059,986000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42327,0,0,0,0,0,0,0,0,0,0,19760355,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8654,12/31/2019 0:00:00,4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10424195,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8658,12/31/2019 0:00:00,4065,0,9018017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11090983,839920,0,0,0,0,0,0,286646,0,0,1748410955,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8660,12/31/2019 0:00:00,4067,3472000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519715,0,0,0,0,0,0,0,0,0,0,79111377,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8667,12/31/2019 0:00:00,4073,645533,27110068,0,0,0,3179828,0,0,0,0,3179828,0,0,0,0,0,0,5094789,5633670,1917474,1049494,1358911,15054338,0,334374,311159,0,0,645533,1956340,161959,0,0,0,0,0,0,138911,693879,0,412514555,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8680,12/31/2019 0:00:00,4080,9115,16026149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9035194,15614271,3997568,1194072,0,29841105,9115,0,0,0,0,9115,349934,47810,0,0,0,0,0,0,15374,0,0,161485312,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8687,12/31/2019 0:00:00,4086,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31611,0,0,0,0,0,0,0,0,0,0,14830358,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8693,12/31/2019 0:00:00,4089,1688000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112546,0,0,0,0,0,0,0,0,0,176378004,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8694,12/31/2019 0:00:00,4090,0,3577965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45646,0,191639941,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8701,12/31/2019 0:00:00,4095,1642000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37015671,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8709,12/31/2019 0:00:00,4100,3662000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45868,0,0,0,0,0,0,0,0,0,25695148,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8715,12/31/2019 0:00:00,4102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3408,0,0,0,0,0,0,0,655972,0,254942589,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8725,12/31/2019 0:00:00,4107,3592641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100978395,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8733,12/31/2019 0:00:00,4109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101119762,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8749,12/31/2019 0:00:00,4114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7831051,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8752,12/31/2019 0:00:00,4117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262872,0,0,0,0,0,0,0,0,0,0,19256519,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8774,12/31/2019 0:00:00,4123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,34920183,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8791,12/31/2019 0:00:00,4129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29532874,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8797,12/31/2019 0:00:00,4131,14103723,47572051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3312740,2435854,0,0,0,0,0,0,0,375,0,899324738,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8801,12/31/2019 0:00:00,4134,203397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18670051,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8812,12/31/2019 0:00:00,4139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37392320,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8822,12/31/2019 0:00:00,4144,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239006,0,0,0,0,0,0,0,7770,0,411832027,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8825,12/31/2019 0:00:00,4147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200704,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8828,12/31/2019 0:00:00,4148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14466,0,0,0,0,0,0,0,0,0,0,17963835,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8831,12/31/2019 0:00:00,4150,4100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44899136,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8840,12/31/2019 0:00:00,4154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15064047,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8854,12/31/2019 0:00:00,4160,1000000,5670863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385392,-9003,0,0,0,0,0,0,0,0,0,246318085,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8858,12/31/2019 0:00:00,4164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10881566,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8881,12/31/2019 0:00:00,4177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63787692,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8885,12/31/2019 0:00:00,4178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6018,0,0,0,0,0,0,0,0,0,27114358,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8890,12/31/2019 0:00:00,4181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-356,0,0,0,0,0,0,0,0,0,20132256,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8903,12/31/2019 0:00:00,4184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133435,0,0,0,0,0,0,0,1837,0,11143084,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8905,12/31/2019 0:00:00,4186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332355,0,0,0,0,0,0,0,0,0,182353430,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8913,12/31/2019 0:00:00,4191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,-3775,0,0,5476275,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8915,12/31/2019 0:00:00,4193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312241,0,0,0,0,0,0,0,0,0,0,66676447,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8920,12/31/2019 0:00:00,4197,2691000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8427334,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8921,12/31/2019 0:00:00,4198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27799738,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8922,12/31/2019 0:00:00,4199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21022792,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8925,12/31/2019 0:00:00,4201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20398468,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8936,12/31/2019 0:00:00,4206,0,112496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205234,0,0,0,0,0,0,0,0,0,0,111807305,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8940,12/31/2019 0:00:00,4209,0,48866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4691581,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8943,12/31/2019 0:00:00,4210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10405666,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8944,12/31/2019 0:00:00,4211,8669808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16542552,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8950,12/31/2019 0:00:00,4215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150849,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8962,12/31/2019 0:00:00,4220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2402079,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8967,12/31/2019 0:00:00,4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2142668,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8975,12/31/2019 0:00:00,4225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27119459,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8987,12/31/2019 0:00:00,4230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7222541,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8988,12/31/2019 0:00:00,4231,0,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,49443440,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8993,12/31/2019 0:00:00,4233,8753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342103,0,0,0,0,0,1249,0,0,15684547,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9000,12/31/2019 0:00:00,4236,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3713063,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9003,12/31/2019 0:00:00,4239,0,14378962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19496,0,0,0,0,0,0,0,0,0,90719585,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9007,12/31/2019 0:00:00,4242,0,229952,0,0,0,8060395,1163460,0,0,0,9223855,0,0,0,0,0,0,24478147,21011535,34911296,5058988,411403,85871369,0,0,0,0,0,0,2702276,377686,0,0,0,0,0,0,0,417,0,1151124859,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9035,12/31/2019 0:00:00,4257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31808,0,0,0,0,0,0,0,0,0,0,17039941,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9042,12/31/2019 0:00:00,4261,3327000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15257648,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9044,12/31/2019 0:00:00,4262,0,13996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4913580,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9071,12/31/2019 0:00:00,4275,0,67505830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4078328,40489,0,0,0,0,0,0,0,0,0,672122463,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9075,12/31/2019 0:00:00,4278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7456526,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9082,12/31/2019 0:00:00,4281,5180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5703738,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9089,12/31/2019 0:00:00,4286,0,3445719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689313,157907,0,0,0,0,0,0,0,30893,0,345079967,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9090,12/31/2019 0:00:00,4287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36086336,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9093,12/31/2019 0:00:00,4288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24451078,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9094,12/31/2019 0:00:00,4289,0,1767827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830984,21717,284766,0,0,0,0,0,0,0,0,213398041,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
