"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
65595,3/31/2022 0:00:00,19819,5/19/2022 9:02:35 AM,10645222,1489113,0,585604153,0,456135331,488758224,0,2487004,465481,6272,44495,349213717,1949,37456320,4240729,0,0,0,0,0,0,0,61002,2711012,0,539646,0,643777,0,0,0,0,0,162,1800,900,199,199,1151926,282816,0,0,0,0,1112124,0,0,0,0,0,0,0,205367005,4707209,0,0,6904270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5078887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4452256,0,0,0,0,13490537,0,32622893,116484122,6995451,19299784,31705105,65831084,0,76131250,0,0,14761,0,0,0,0,0,0,0,0,0,3371004,0,1038816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481367,4059,12615826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65606,3/31/2022 0:00:00,19830,5/18/2022 12:05:33 AM,433,62357,0,10341009,0,9422790,9422790,0,0,2161,17540,403,3305157,54,652597,19701,0,0,0,0,0,0,0,1749,5800,0,3234,0,3941,0,0,0,0,0,0,0,1258,295,495,496,224,0,0,0,-33103,354664,0,0,0,0,0,0,0,4576810,484457,0,0,78044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91220,0,0,0,0,72221,0,0,1688711,586966,4234,31527,2184112,0,394644,0,0,211,0,0,0,0,0,0,0,0,0,34933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5262,8576,52918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65636,3/31/2022 0:00:00,19860,5/3/2022 5:42:03 PM,0,4839,0,9528444,0,7922191,7922191,0,9519,16090,11029,272,2360554,26,196970,176029,0,0,0,0,0,0,0,1653,3500,0,0,0,10500,0,0,0,0,0,0,0,800,359,749,0,6021,0,0,0,-25524,0,0,0,0,0,0,0,0,7922191,0,0,0,58012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70008,0,0,0,0,6883,0,0,0,0,0,0,0,0,1614394,0,0,161,0,0,0,0,0,0,0,0,0,60245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7092,0,7961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65639,3/31/2022 0:00:00,19863,5/25/2022 3:21:59 PM,744770,94702,0,84329023,0,79435628,79435628,0,31847,7592,0,42251,49883125,9783,10967236,59307,0,0,0,0,0,0,0,8868,70955,0,78489,0,1256,0,0,0,0,0,0,750,750,350,425,66934,18902,0,0,0,6080,0,0,0,0,0,0,0,0,51578696,0,0,0,818200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728284,0,0,0,0,180208,0,0,20949496,2178741,3307630,4711612,0,0,6061315,0,0,5535,0,0,0,0,0,0,0,0,0,312933,0,22099,0,0,0,0,0,0,0,0,0,0,2255256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146334,72932,1556302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65640,3/31/2022 0:00:00,19864,5/13/2022 12:03:33 AM,132886,79951,0,34095607,0,28353111,28353111,0,2273,0,0,109121,7538330,14824,548254,6027,0,0,0,0,0,0,0,4850,10000,0,-572,0,4298,0,0,0,0,0,0,1100,1800,400,700,20246,4026,0,0,0,-82643,0,0,0,0,0,0,0,0,14593891,0,0,0,448840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297642,0,0,0,0,54936,0,0,5175198,1136681,731369,731369,6715972,0,5770203,0,0,66603,0,0,0,0,0,0,0,0,0,33851,0,3811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8207,38819,137970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65644,3/31/2022 0:00:00,19868,4/30/2022 5:21:18 AM,7539315,6096019,0,1305844997,500000,1191086648,1191099508,0,264747,404301,129817,43112,629351391,3391,152029998,1231562,0,0,0,0,0,0,0,88292,2200000,0,221077,7175,28539,0,0,0,0,0,1,1640,1300,249,224,748513,378201,0,0,0,1610909,0,0,0,0,0,0,0,0,381015165,0,0,0,12197556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10558257,0,0,0,0,24009362,500000,12860,457332540,36039083,41235083,57185826,259482531,0,116544769,0,0,8839,0,0,0,0,0,0,0,0,0,3157825,0,647694,0,0,0,0,0,0,0,0,0,0,36413621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2356081,1445269,38960692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65656,3/31/2022 0:00:00,19880,5/14/2022 12:07:49 AM,9652467,1414388,0,548138835,176658,494483502,497990302,0,101888,0,0,78910,251359864,1567,33905099,118754,0,0,0,0,0,0,0,36186,397583,0,-56224,1396,504767,0,0,0,0,0,4,0,1290,199,199,101710,66898,0,0,0,0,665867,0,0,0,0,0,0,0,210255033,5826176,0,0,3829434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4245071,0,0,0,0,7525056,176658,3506800,113720592,29885862,14362773,32939429,105734469,0,37892156,0,0,48148,0,0,0,0,0,0,0,0,0,285899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423507,20104,11500145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65664,3/31/2022 0:00:00,19888,4/30/2022 5:21:14 AM,129870,2283,0,13338896,0,11829987,11829987,0,526,2318,0,282,4317535,28,454447,59460,0,0,0,0,0,0,0,646,1000,0,1351,0,7768,0,0,0,0,0,0,0,845,440,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11829987,198301,0,0,88245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106286,0,0,0,0,12106,0,0,0,0,0,0,0,0,1516122,0,0,85,0,0,0,0,0,0,0,0,0,14907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18515,12793,8480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65680,3/31/2022 0:00:00,19904,4/29/2022 5:04:30 AM,0,1284,0,64712,0,52909,52909,0,0,0,0,2,2811,0,0,0,0,0,0,0,0,0,0,91,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-143,0,0,0,0,0,0,0,0,52909,1933,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,10013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65712,3/31/2022 0:00:00,19936,5/18/2022 12:05:34 AM,101322,131884,0,50458906,0,36831754,36831754,0,0,0,0,99795,24420393,14815,577293,11325,0,0,0,0,0,0,0,3342,3500,0,19311,0,53447,0,0,0,0,0,0,1190,1290,284,304,54765,46528,0,0,0,137461,0,0,0,0,0,0,0,0,36758607,921370,0,0,224971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304874,0,0,0,0,134694,0,0,73147,0,0,0,0,0,12779425,0,0,62171,0,0,0,0,0,0,0,0,0,183316,0,3472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27513,25697,1254742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65722,3/31/2022 0:00:00,19946,5/13/2022 12:08:36 AM,7296374,1915733,0,421399676,37500000,338553346,342776346,0,762049,613275,0,6148,344176859,627,36773681,1579584,0,0,0,0,0,0,0,11854,20000,0,122000,217674,120354,0,0,0,0,0,18,1260,874.08,488,838.86,74166,37240,0,0,0,0,0,0,0,0,0,0,0,0,39455748,0,0,0,1917088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2573680,0,0,0,0,5894471,37500000,4223000,34494853,4280594,49542610,180087875,75699712,0,35633877,0,0,1737,0,0,0,0,0,0,0,0,0,1226750,0,3810,0,0,0,0,0,0,0,0,0,0,1118524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237096,91711,6898454,0,0,0,0,0,14403681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65728,3/31/2022 0:00:00,19951,5/13/2022 12:08:37 AM,414971,152980,0,2533828074,0,2350647984,2350647984,0,193947,5348,0,11995,388600064,424,37113565,247942,0,0,0,0,0,0,0,65912,150000,0,-3005,0,2847732,0,0,0,0,0,0,1240,1290,220,299,13958,16963,0,0,0,0,0,0,0,0,0,0,0,0,2021066644,188002608,0,0,2778388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20499293,0,0,0,0,1372539,0,0,136325705,45589631,119143604,137405042,0,0,500,0,0,2102,0,0,0,0,0,0,0,0,0,408521,0,4974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352000,4555852,4686503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65735,3/31/2022 0:00:00,19958,4/23/2022 5:00:37 AM,3701746,284112,0,182059458,0,159546126,162795126,0,20358,9115,0,107180,70793708,14829,2881174,89722,0,0,0,0,0,0,0,13569,1809020,0,-576100,18,131344,0,0,0,0,0,2,890,925,319,319,122540,60435,0,0,0,1006177,0,0,0,0,0,0,0,0,62201619,3067794,0,0,1007849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423463,0,0,0,0,355979,5000000,3249000,30719537,3131098,6512950,13683087,48473255,0,15112160,0,0,66418,0,0,0,0,0,0,0,0,0,379835,0,17554,0,0,0,0,0,0,0,0,0,0,407179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143906,204603,1369195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65759,3/31/2022 0:00:00,19982,4/30/2022 5:14:57 AM,0,1568,0,3220133,0,2637673,2637673,0,48184,13487,0,193,1749869,12,276904,61671,0,0,0,0,0,0,0,529,1000,0,0,0,4531,0,0,0,0,0,0,0,0,369,454,0,0,0,0,0,6619,0,0,0,0,0,0,0,0,2637673,212219,0,0,20366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25124,0,0,0,0,1097,0,0,0,0,0,0,0,0,362525,0,0,86,0,0,0,0,0,0,0,0,0,49150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65770,3/31/2022 0:00:00,19993,5/18/2022 12:05:34 AM,325956,30305,0,29845905,0,26236269,26236269,0,8527,85554,0,943,18983768,47,1236926,94081,0,0,0,0,0,0,0,1653,3000,0,8473,0,21859,0,0,0,0,0,0,890,1000,300,300,19901,0,0,0,0,29104,0,0,0,0,0,0,0,0,11752111,510370,0,0,201258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226276,0,0,0,0,53655,0,0,3164509,0,47160,4642540,6533720,0,3016507,0,0,250,0,0,0,0,0,0,0,0,0,290969,0,4124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28924,0,59810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65774,3/31/2022 0:00:00,19997,4/19/2022 12:03:03 AM,385025,9945,0,8052905,0,5575406,5575406,0,23881,56319,2534,662,2873191,180,446414,84807,0,0,0,0,0,0,0,2369,7500,0,0,0,6696,0,0,0,0,0,0,0,1798,923,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5575406,322000,0,0,114551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45186,0,0,0,0,1592,0,0,0,0,0,0,0,0,2153907,0,0,118,0,0,0,0,0,0,0,0,0,79047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65775,3/31/2022 0:00:00,19998,5/13/2022 12:08:38 AM,1955021,165267,0,72617392,0,65513389,65513389,0,0,0,0,2017,44686217,74,2588225,3121,0,0,0,0,0,0,0,3292,250000,0,0,0,5120,0,0,0,0,0,0,890,1190,384,424,791,103,0,0,0,-3210,0,0,0,0,0,0,0,0,20570577,0,0,0,495144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637483,0,0,0,0,210434,0,0,7939180,1364807,11960394,19078477,15133702,0,7281913,0,0,475,0,0,0,0,0,0,0,0,0,256135,0,1970,0,0,0,0,0,0,0,0,0,0,1447775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89461,14349,3263830,0,0,0,0,0,656815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65780,3/31/2022 0:00:00,20003,5/2/2022 12:01:49 AM,0,7576,0,467011,0,432624,432624,0,0,0,12057,31,137696,4,13066,18806,0,0,0,0,0,0,0,331,1000,0,0,0,0,0,0,0,0,0,0,0,1500,500,600,0,0,0,0,0,-542,0,0,0,0,0,0,0,0,432624,10877,0,0,7672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3727,0,0,0,0,0,0,0,0,0,0,0,0,0,24052,0,0,4,0,0,0,0,0,0,0,0,0,4789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65781,3/31/2022 0:00:00,20004,4/27/2022 5:01:45 AM,276973,7116,0,5228071,0,4742084,4742084,0,4172,0,2213,375,3437750,32,571787,34317,0,0,0,0,0,0,0,956,1500,0,0,0,0,0,0,0,0,0,0,0,1500,400,450,2022,0,0,0,0,-3100,0,0,0,0,0,0,0,0,4219305,216163,0,0,55021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38123,0,0,0,0,9620,0,0,22412,0,500367,500367,0,0,263304,0,0,204,0,0,0,0,0,0,0,0,0,44470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65788,3/31/2022 0:00:00,20011,5/12/2022 6:25:49 PM,15853277,7023697,0,1998522964,0,1801064448,1801065852,0,955781,132643,412194,36227,977294463,17420,205882198,1893285,0,0,0,0,0,0,0,112287,3200000,0,-175741,0,40001,0,0,0,0,0,1,815,1270,274,274,443129,207041,0,0,0,0,0,0,0,0,0,0,0,0,368765523,0,0,0,15006342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2452338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16450817,0,0,0,0,18509038,0,1404,396226402,44165361,139887581,248422684,723129131,0,177783152,0,0,11996,0,0,0,0,0,0,0,0,0,4767265,0,226814,0,0,0,0,0,0,0,0,0,0,223504063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2839594,1196192,52974364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65789,3/31/2022 0:00:00,20012,5/14/2022 12:07:50 AM,905184,179608,0,81019268,0,73424230,73424230,0,4683,0,0,2213,40966643,163,5065169,344180,0,0,0,0,0,0,0,4228,15000,0,0,416,50161,0,0,0,0,0,0,851,1144,330,413,421,9985,0,0,0,0,478135,0,0,0,0,0,0,0,24792863,756741,0,0,398039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632841,0,0,0,0,838365,0,0,14965265,1901390,7403897,11645100,18731319,0,5981662,0,0,740,0,0,0,0,0,0,0,0,0,252572,0,0,0,0,0,0,0,0,0,0,0,0,620070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110532,22188,112114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
