"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008"
1344,3/31/2022 0:00:00,666,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,599996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8519846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64724,64724,8860894,0,-64724,-64724,0,0,0,0,0,845864,0,136301,136301,0,0,0,0,0,0,0,18123121,71577,71577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18123121,0,0,64724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,405772,0,0,0,0,0,0,0,0,0,0,405772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,405772,0,0,16349558,16349558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,3/31/2022 0:00:00,670,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,19763267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4683998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51228,51228,9637714,0,-51228,-51228,0,0,0,0,0,3331361,0,339486,339486,0,0,0,0,0,0,0,41416242,288258,288258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41416242,0,0,51228,1,203343,0,16,1216165,105000,0,0,0,0,0,0,10,605439,0,2024947,105000,36,1046797,186249,0,0,0,0,0,0,51,1933201,328947,2979998,515196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,5004945,620196,2355333,38119953,38119953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,3/31/2022 0:00:00,671,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,77414923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63764854,0,0,0,0,0,0,0,20763398,0,0,0,0,0,0,0,0,303588,303588,114468239,0,-303588,-303588,0,0,0,0,0,14600302,0,1735661,1735661,0,0,0,0,0,0,0,212215808,1432073,1432073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212215808,0,0,303588,189,12449821,0,287,9646894,0,0,0,0,0,0,0,37,3417383,585627,25514098,585627,123,3194623,0,0,0,0,0,0,0,73,1534853,0,4729476,0,0,0,0,28,3043568,1122921,0,0,0,3,64203,0,3107771,1122921,740,33351345,1708548,6525154,182898492,182898492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,3/31/2022 0:00:00,676,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,357076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38689089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286991,286991,87668197,0,-286991,-286991,0,0,0,0,0,14699444,0,1434363,1434363,0,0,0,0,0,0,0,185160227,1147372,1147372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185160227,0,0,286991,190,28104206,1951100,134,12026439,567000,0,0,0,0,0,0,30,4238274,833600,44368919,3351700,14,454869,56000,0,0,0,0,0,0,240,4442311,471400,4897180,527400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,49266099,3879100,6669488,166538515,166538515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,3/31/2022 0:00:00,677,WISe,0,0,0,2686000,0,1936000,0,750000,0,0,0,0,0,450174098,0,450174098,251086050,197679861,0,0,750000,0,0,658187,0,38483543,926473796,925871427,0,602369,0,138908287,138833653,74634,1358784594,-6546497,1352238097,3277866,0,1144867241,200935712,3157278,98504484,6709318,105213802,1860296,2254806,101038735,59965,-38646364,0,13819338,13819338,2509014644,0,2509014644,-8681176,2254806,925871427,1144867241,441410469,3291877,269532833,0,269532833,40463186,210558120,0,18511527,0,0,0,0,4157393513,4157393513,1208301834,203172831,925871427,1144867241,651968589,4041877,18511527,0,0,658187,0,2074758269.95,40634566.2,462935713.5,858650430.75,651968589,6062815.5,46278817.5,0,0,8227337.5,0,6841929.42,6841929.42,1603178.26,1490605.26,0,112573,6695.81,6695.81,7024100.18,7024100.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15475903.67,0,0,0,0,8514705.44,0,6961198.23,0,11218550.95,0,0,0,4257352.72,0,6961198.23,0,4172869416.67,2085976820.9,1354,13819338,1510,485264222,211995111,936,135712845,21924555,255,83415108,3600339,296,138118662,1496591,179,45479416,6332002,887990253,245348598,1971,136258375,13852652,54,2629642,1868163,1,20270,0,0,0,0,138908287,15720815,1,29315,0,0,0,0,0,0,0,0,0,0,29315,0,5203,1026927855,261069413,204462740,3754201284,3754201284,0,0,0,0,0,641,213813796,641,58,641,213813796,9033,0,0,0,0,0,64903101,156,0,0,0,0,0
1368,3/31/2022 0:00:00,678,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,59603126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24355934,0,0,0,0,0,0,0,5050723,0,0,0,0,0,0,0,0,449939,449939,70671554,0,-449939,-449939,0,0,0,0,0,9429740,0,1371795,1371795,0,0,0,0,0,0,0,167964376,921856,921856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167964376,0,0,449939,67,20175259,972000,15,2171236,254590,16,11398667,0,3,1079853,0,0,0,0,34825015,1226590,3,398523,0,0,0,0,0,0,0,128,6491298,1714675,6889821,1714675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,41714836,2941265,8418129,154221283,154221283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,3/31/2022 0:00:00,689,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,414397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5995628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163125,163125,9604440,0,-163125,-163125,0,0,0,0,0,466739,0,187491,187491,0,0,0,0,0,0,0,24080141,24366,24366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24080141,0,0,163125,8,531503,264000,85,3214895,173000,0,0,0,0,0,0,0,0,0,3746398,437000,2,25539,0,0,0,0,0,0,0,0,0,0,25539,0,1,8141,0,0,0,0,0,0,0,0,0,0,8141,0,96,3780078,437000,80057,20704275,20709136,4861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,3/31/2022 0:00:00,690,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,3452353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12710401,0,0,0,0,0,0,0,1794554,0,0,0,0,0,0,0,0,502061,502061,20716588,0,-502061,-502061,0,0,0,0,0,730540,0,519649,519649,0,0,0,0,0,0,0,66200863,17588,17588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66200863,0,0,502061,0,0,0,34,3447543,0,0,0,0,0,0,0,0,0,0,3447543,0,2,48772,0,7,200048,0,0,0,0,71,3017331,167527,3266151,167527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,6713694,167527,3657074,54354296,54354296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,3/31/2022 0:00:00,691,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,78369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40663469,0,0,0,0,0,0,0,2276121,0,0,0,0,0,0,0,0,233910,233910,42705680,0,-233910,-233910,0,0,0,0,0,4386126,0,500567,500567,0,0,0,0,0,0,0,71280324,266657,266657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71280324,0,0,233910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55274296,55274296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,3/31/2022 0:00:00,692,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,102126750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109687922,0,0,0,0,0,0,0,14007042,0,0,0,0,0,0,0,0,1404843,1404843,200753645,0,-1404843,-1404843,0,0,0,0,0,26663788,0,3684232,3684232,0,0,0,0,0,0,0,384203063,2279389,2279389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384203063,0,0,1404843,275,57505108,1367096,110,20581500,2341000,0,0,0,0,0,0,2,376916,0,78463524,3708096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3892464,0,0,0,0,0,0,0,714,68628502,0,72520966,0,1161,150984490,3708096,69005419,368706637,368706637,0,1,830966,0,0,0,0,0,0,28,8830660,28,0,0,0,0,0,0,0,0,0,0,0,0
1407,3/31/2022 0:00:00,694,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,23327832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42503745,0,0,0,0,0,0,0,14951049,0,0,0,0,0,0,0,0,673514,673514,123864304,0,-673514,-673514,0,0,0,0,0,13151195,0,1456313,1456313,0,0,0,0,0,0,0,179967022,782799,782799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179967022,0,0,673514,67,15018480,718000,76,10027922,389000,98,34923401,0,9,1810767,1709100,0,0,0,61780570,2816100,72,3809235,95000,0,0,0,0,0,0,50,1493219,250000,5302454,345000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,67083024,3161100,0,152999910,160527101,7527191,5879,30714644,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,3/31/2022 0:00:00,695,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,36261607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557475883,0,0,0,0,0,0,0,34414753,0,0,0,0,0,0,0,0,6990404,6990404,715221047,0,-6990404,-6990404,0,0,0,0,0,56329835,0,6805689,6805689,0,0,0,0,0,0,0,895691564,-184715,-184715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895691564,0,0,6990404,428,69971365,6058062,1068,52500063,2421575,13,1768999,150000,7,786165,394650,33,3153469,0,128180061,9024287,80,2140754,66800,0,0,0,0,0,0,0,0,0,2140754,66800,30,5132918,1922278,0,0,0,0,0,0,0,0,0,5132918,1922278,1659,135453733,11013365,4165285,784954280,784954280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88740751,990,35203002,393,0,0,0
1410,3/31/2022 0:00:00,696,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,95612013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203675993,0,0,0,0,0,0,0,9230809,0,0,0,0,0,0,0,0,3019119,3019119,247530014,0,-3019119,-3019119,0,0,0,0,0,32573349,0,3216618,3216618,0,0,0,0,0,0,0,420387139,197499,197499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420387139,0,0,3019119,83,12884606,1487500,127,9477703,0,0,0,0,0,0,0,236,7435270,224000,29797579,1711500,1,51954,0,0,0,0,1,10574,0,316,7782224,573500,7844752,573500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764,37642331,2285000,15214494,373088481,373088481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,3/31/2022 0:00:00,702,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,111507761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317173592,0,0,0,0,0,0,0,81387806,0,0,0,0,0,0,0,0,3801000,3801000,513277709,0,-3801000,-3801000,0,0,0,0,0,50832265,0,6410761,6410761,0,0,0,0,0,0,0,824489565,2609761,2609761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824489565,0,0,3801000,287,31442110,5489562,1499,78219123,26992571,0,0,0,0,0,0,0,0,0,109661233,32482133,133,4131969,410629,0,0,0,0,0,0,411,4724109,357289,8856078,767918,14,348078,18560,0,0,0,0,0,0,0,0,0,348078,18560,2344,118865389,33268611,55842212,704175058,704175058,0,0,0,0,0,0,0,34,0,34,4764943,989,0,0,0,0,1,86396824,1047,0,0,0,0,0
1438,3/31/2022 0:00:00,707,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,194517892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17996982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43590,43590,94630598,0,-43590,-43590,0,0,0,0,0,24312989,0,2780151,2780151,0,0,0,0,0,0,0,336346382,2736561,2736561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336346382,0,0,43590,146,52178417,4080255,69,12574098,211000,0,0,0,68,8983586,0,5,1755842,0,75491943,4291255,24,1185263,374696,0,0,0,0,0,0,0,0,0,1185263,374696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,76677206,4665951,10739427,308186619,308186619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,3/31/2022 0:00:00,712,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,2107613315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15746263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,250000,187266902,0,-250000,-250000,0,0,0,0,0,28647493,0,16212304,16212304,0,0,0,0,0,0,0,2446634617,15962304,15962304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2446634617,0,0,250000,357,101928602,6955500,277,39424302,2932000,0,0,0,0,0,0,31,9630241,0,150983145,9887500,6,197507,0,0,0,0,21,421035,50000,508,20168953,798025,20787495,848025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,171770640,10735525,23574280,2214883647,2214883647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61517906,251,0,0,0,0,0
1457,3/31/2022 0:00:00,713,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,89922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47569,47569,1955678,0,-47569,-47569,0,0,0,0,0,229806,0,86858,86858,0,0,0,0,0,0,0,10254329,39289,39289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10254329,0,0,47569,4,443963,0,0,0,0,0,0,0,0,0,0,0,0,0,443963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12569,0,0,0,0,0,0,0,0,0,0,12569,0,5,456532,0,0,9267145,9267145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,3/31/2022 0:00:00,714,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5526339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42020,42020,10881242,0,-42020,-42020,0,0,0,0,0,358816,0,194202,194202,0,0,0,0,0,0,0,23501583,152182,152182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23501583,0,0,42020,16,2745146,0,14,1751208,0,0,0,0,0,0,0,0,0,0,4496354,0,33,900569,0,0,0,0,0,0,0,0,0,0,900569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,5396923,0,0,21160103,21160103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,3/31/2022 0:00:00,716,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,48820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3367214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50209,50209,3317005,0,-50209,-50209,0,0,0,0,0,56543,0,48200,48200,0,0,0,0,0,0,0,6097271,-2009,-2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6097271,0,0,50209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4781223,4781223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,3/31/2022 0:00:00,722,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,515601067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296525275,0,0,0,0,0,0,0,7744919,0,0,0,0,0,0,-219984,0,2674327,2674327,621423978,-219984,-2674327,-2674327,0,0,0,0,0,69957847,0,9372858,9372858,0,0,0,0,0,0,0,1323058485,6698531,6698531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323058485,0,0,2674327,1061,149700625,4364718,814,60795128,2015800,0,0,0,4,352380,0,0,0,0,210848133,6380518,5,40753,0,0,0,0,0,0,0,3100,108719242,762095,108759995,762095,0,0,0,0,0,0,8,1126475,0,0,0,0,1126475,0,4992,320734603,7142613,161966513,1083958433,1083958433,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1476,3/31/2022 0:00:00,723,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,303449522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183471791,0,0,0,0,0,0,0,40289530,0,0,0,0,0,0,0,0,4312292,4312292,369341087,0,-4312292,-4312292,0,0,0,0,0,50514461,0,6104591,6104591,0,0,0,0,0,0,0,737688133,1792299,1792299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737688133,0,0,4312292,588,65334925,1820800,1261,67013259,2963995,0,0,0,0,0,0,295,7483417,189323,139831601,4974118,202,4743623,373625,0,0,0,0,0,0,331,5316834,76977,10060457,450602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677,149892058,5424720,18264569,680186524,680186524,0,0,0,0,0,0,0,4,0,4,443850,454,0,0,0,0,1,93154007,1262,0,0,0,0,0
