"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017"
1,3/31/2022 0:00:00,2,WISe,1500000,0,2980164,0,0,2698,0,0,0,0,0,-14357,0,0,0,2857,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2122,1761,4301,5528,0,11590,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77618,0,0,0,0,0,0,0
6,3/31/2022 0:00:00,7,WISe,595027,0,45771721,34861245,0,381008,0,0,2200,0,10308,8153337,662858,141947,56054,0,2668,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40954,0,0,225789,104877,94269,29009,0,228155,71,95203,226741,0,66586,80193,0,0,0,80193,1,329639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547968,6887,0,1163887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448047,0,0,0,0,0,0,0
12,3/31/2022 0:00:00,11,WISe,18397000,0,27137384,4909593,20700,62443,0,0,0,0,0,3007615,3848952,11609,15461,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473,0,0,61835,20855,22715,1330,0,44900,75,24577,5561,0,0,0,0,0,0,0,0,70988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55466,0,0,22232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572219,0,0,0,0,0,0,0
13,3/31/2022 0:00:00,12,WISe,100000,0,84633371,696050,2271100,2271100,0,0,119033,0,0,6773937,0,0,0,178539,60246,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12029,0,0,156266,16723,56850,0,0,73573,15,148198,205968,0,123524,1168,11904,0,0,13072,7,395209,0,184038,0,96232,280270,3,113045,20589,0,0,0,20589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404675,0,0,592499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15546,417916200,0,0,0,0,0,0,0,4404237,0,0,52289866,0,36396452,0,36396452
16,3/31/2022 0:00:00,14,WISe,5354293,0,6922696,0,0,40341,0,0,0,0,0,49077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59801,0,0,0,0,0,0,0
19,3/31/2022 0:00:00,16,WISe,1234218,0,1963673,7408000,0,2857,0,0,0,0,0,8584,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29836,0,0,0,0,0,0,0
22,3/31/2022 0:00:00,17,WISe,37034200,0,58401200,20557571,15047900,15047900,0,0,0,0,0,1719991,0,0,10971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3139,0,0,0,0,0,0,4199,4199,1,0,0,0,0,0,0,0,0,0,0,322911,0,0,0,0,0,0,0,0,0,33293,0,33293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048204,0,0,0,0,0,0,0
26,3/31/2022 0:00:00,19,WISe,12506000,0,13685885,0,0,111464,0,0,0,0,0,11452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25276,107453,0,0,0,0,0,0,0
28,3/31/2022 0:00:00,21,WISe,0,0,15796079,71112538,10856800,10862159,0,0,487686,2625,0,37846604,22919858,507269,242643,22864,10677,0,0,6067,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353416,67237,259976,24099,17048,368360,212,154998,994764,0,384209,111979,519041,4817,9948,645785,47,0,116729,194931,0,1113267,1424927,12,299758,45356,107226,36212,74972,263766,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270580,0,0,270580,1,0,0,0,0,0,0,0,52072,50000,0,0,50000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1491063,0,0,5363829,322390,0,0,0,0,0,45000000,1451807,0,0,0,0,0,0,0,0,0,0,12761,211675306,0,0,0,0,0,0,0,9999594,0,0,36958139,17314443,38947176,0,56261619
42,3/31/2022 0:00:00,29,WISe,46866000,0,66406892,6600000,0,66000,0,0,0,0,0,1149214,0,6347,9851,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9250,0,0,47065,10166,58709,25075,0,93950,24,0,53412,0,0,0,0,0,0,0,0,332589,0,113672,0,205555,319227,3,0,0,0,0,0,0,0,194672,102680,0,99510,43709,245899,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175508,0,0,339887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,152127,0,0,0,0,0,0,0,711590,0,0,0,0,0,0,0
47,3/31/2022 0:00:00,30,WISe,23491000,0,32751035,0,0,0,0,0,0,0,0,372601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18691,0,0,0,0,0,0,0,0,0,0,0,0,0,27973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242512,0,0,0,0,0,0,0
48,3/31/2022 0:00:00,31,WISe,20161000,0,24428710,11300000,0,155000,0,0,0,0,0,5831354,0,14183,13798,0,0,0,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5930,0,0,37124,12156,9267,0,0,21423,9,0,37480,0,0,0,0,0,0,0,0,61838,0,23528,0,0,23528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55566,2907,0,78066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390565,0,0,0,0,0,0,0
51,3/31/2022 0:00:00,32,WISe,0,0,695288971,1812742502,3933304,4315594,1615000,635423,0,0,0,75801627,184753484,1561330,655720,8214,12405,158193,0,0,6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4911,0,0,0,0,909885,0,10138,1194829,404147,591172,10653,150248,1156220,234,328045,213219,0,751633,31051,130229,127122,18050,306452,21,3911347,357640,254230,409234,2827285,3848389,37,927916,49930,176120,225141,492074,943265,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206375,0,0,0,157753,157753,1,179459,0,0,5517526,0,5517526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304055,0,0,8340165,5663033,0,0,0,0,0,0,0,0,0,0,0,3304707,252091,0,0,0,0,20340,394673153,0,0,0,0,1333,24606183,0,28855130,0,0,451515996,21989094,189976375,266276147,478241616
53,3/31/2022 0:00:00,33,WISe,20454000,0,29689194,4472412,0,80000,0,0,0,0,0,5441045,0,0,7400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41167,0,0,32385,4284,0,1421,0,5705,4,0,33846,0,0,0,0,0,0,0,0,113245,0,66694,232714,0,299408,3,0,160746,0,0,0,160746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240043,0,0,316845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390173,0,0,0,0,0,0,0
60,3/31/2022 0:00:00,35,WISe,65079000,0,97561504,111716770,2571400,2750936,0,0,81600,0,0,15237965,0,16697,6815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15568,0,0,14049,3957,24561,29246,30571,88335,30,0,144470,0,19765,7020,38048,0,1430,46498,7,92551,0,0,0,0,0,0,41078,0,0,35805,46626,82431,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454864,0,454864,2,0,0,0,0,0,0,0,0,0,471178,0,471178,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171015,14083,0,964974,926042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488,14972828,0,0,0,0,0,0,0,2432907,0,0,0,0,0,0,0
62,3/31/2022 0:00:00,36,WISe,0,0,13444827,0,0,114580,0,0,0,0,0,126156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5009,0,0,0,5009,0,248455,263978,0,0,0,263978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268987,0,0,5262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206446,0,0,0,0,0,0,0
75,3/31/2022 0:00:00,40,WISe,844201,0,1102245,1125375,0,968,0,0,0,0,0,7817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6804,0,0,0,0,0,0,0
77,3/31/2022 0:00:00,41,WISE,0,0,76335484,33582962,761600,1936392,0,0,113304,0,0,2166963,2752232,9168,12775,13641,934,0,0,0,19232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26623,0,0,0,0,0,0,0,0,0,3673,0,0,0,0,0,0,70977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,1840340,0,0,0,0,0,0,0,1065564,-10765,0,0,0,0,0,0
79,3/31/2022 0:00:00,43,WISe,0,0,88819416,197010926,2363500,2363500,0,0,34000,0,0,22367829,39027997,82876,56164,0,0,0,0,14758,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,0,0,0,0,7066,0,0,111795,49046,92437,0,9369,150852,24,72255,45692,0,25066,1420,0,0,12654,14074,4,275949,1041191,0,64692,0,1105883,2,61756,0,18095,0,39587,57682,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216670,0,0,1784367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6325,147398154,0,0,0,0,1996,1749517,0,5160011,0,0,85917694,0,0,0,0
82,3/31/2022 0:00:00,46,WISe,1715000,0,87190251,5912063,1641100,1641100,310155,0,239912,0,0,13160356,2448110,10162,8584,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61030,0,1905,68427,44295,72770,16014,0,133079,44,56899,746018,0,1770,0,0,0,0,0,0,951536,147395,0,0,44761,192156,2,110963,115433,0,0,104965,220398,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172975,12226,0,857937,196079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4913,58522195,0,0,0,0,0,0,0,2088469,0,-3695,0,0,0,0,0
90,3/31/2022 0:00:00,49,WISe,4514000,0,5774844,0,45379,105651,0,0,8700,0,0,51017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1932,0,0,28497,7976,12492,0,0,20468,7,0,29448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69272,0,0,0,0,0,0,0
98,3/31/2022 0:00:00,54,WISe,0,0,1889612,8830000,0,15800,0,0,0,0,0,25460,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50767,0,0,0,0,0,0,0
107,3/31/2022 0:00:00,57,WISe,36236000,0,48587979,0,0,239307,0,0,0,0,0,2970668,0,11514,7803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5190,0,0,4695,0,1344,4827,474,6645,4,0,52518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,25000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57708,900,0,128095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,3432691,0,0,0,0,0,0,0,433695,0,0,0,0,0,0,0
108,3/31/2022 0:00:00,58,WISe,25650000,0,28188152,1400000,0,278543,0,0,0,0,0,377573,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,2036,19438,0,0,0,19438,4,0,0,0,29681,0,0,0,0,0,1,74757,0,0,0,16164,16164,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262303,0,0,0,0,0,0,0
110,3/31/2022 0:00:00,59,WISe,3973378,0,8876521,0,0,0,0,0,0,0,0,22599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165468,0,0,0,0,0,0,0
119,3/31/2022 0:00:00,62,WISe,0,0,4113051,95886998,74200,119774,0,0,0,0,0,3669715,0,7825,3202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4198,0,0,15960,2288,35335,8845,5053,51521,13,0,20207,0,0,0,0,0,0,0,0,652781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26693,20207,0,54343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,625302,0,0,0,0,0,0,0,395188,0,0,0,0,0,0,0
120,3/31/2022 0:00:00,63,WISe,0,0,24067423,62512930,269939,374578,0,0,0,0,0,2511089,0,29459,3137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608,0,0,55188,31853,22030,0,0,53883,10,0,7427,0,0,0,0,0,0,0,0,99875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40888,8181,0,46764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601748,0,0,0,0,0,0,0
132,3/31/2022 0:00:00,69,WISe,821608,0,901325,0,0,3333,0,0,0,0,0,0,0,24152,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3355,4366,7721,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,5728,0,0,0,0,0,0,0
135,3/31/2022 0:00:00,70,WISe,28021010,0,35230922,0,98700,412244,0,0,0,45000,0,385748,0,0,0,0,0,0,0,0,0,663,2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,0,0,0,0,0,0,0,0,0,0,33143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11851,34832,39261,57348,13712,145153,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69043,2902,0,175823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,609873,0,0,0,0,204,4231683,0,532277,0,0,0,0,0,0,0
