"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
68581,3/31/2022 0:00:00,3302,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229000000,100000000,748055131,0,0,0,0,0,0,100000000,0,100000000,0,0,1453191,1504843,0,0,123784617,124127199,0,0,469961079,447308220,0,0,593745696,571435419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248000,251740,0,0,0,0,0,0,248000,595198887,572940262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572940262,248000,0,0,41635280,0,0,41635280,210917499,57464392,114540808,206853258,25047585,614823542,0,0,-114152,-114152,0,11897918,0,0,127911471,23091673,0,0,0,0,0,0,0,0,0,0,6842228,0,312951,0,216948726,7136195,0,0,7136195,0,0,0,30881028,193203893,0,193203893,0,0,0,0,0,0,0,0,0,0,0,0,0
68583,3/31/2022 0:00:00,18001,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,0,0,0,0,0,0,0,20000000,0,20000000,0,0,13931526,13240311,0,0,48807945,47384299,0,0,4489031,4516027,0,0,53296976,51900326,0,0,16255369,15232807,0,0,97793870,93387260,0,0,114049239,108620067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49355769,45379995,0,0,0,0,0,0,0,0,0,230633510,219140699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838761,0,838761,838761,2242000,8504534,2000000,0,0,12746534,838761,0,219140699,0,1522709,0,1305400,0,260000,3088109,46616798,56733036,57804908,56884347,17775014,235814103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110452195,2525423,0,0,2525423,0,0,0,19055567,93922051,0,93922051,0,114340304,15642056,98698248,0,0,219979460,65140637,143236804,10763258,838761,0,0
68584,3/31/2022 0:00:00,4463,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20716689,19857994,0,0,0,0,0,0,20716689,19857994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363338,1213602,0,0,5916505,5945826,0,0,489818,494832,0,0,28486350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992000,1984000,0,0,0,2976000,0,0,0,28486350,0,238581,0,0,0,238581,4610545,8094362,7548401,10910237,537386,31700931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6003287,94297,0,0,94297,0,0,0,637964,5459620,0,5459620,0,0,0,0,0,0,0,0,0,0,0,0,0
68586,3/31/2022 0:00:00,1093,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43154250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7971567,7718557,0,0,7971567,7718557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3445661,2990960,0,0,0,0,0,0,0,0,0,11417228,10709517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6494000,1245000,1743000,0,0,9482000,0,0,10709517,0,0,0,0,0,0,0,9134048,2751255,4402752,1817181,2086281,20191517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15287092,664711,0,0,664711,0,0,0,1500169,14451634,0,14451634,0,0,0,0,0,0,0,0,0,0,0,0,0
68587,3/31/2022 0:00:00,23780,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57252000,55225082,0,0,57252000,55225082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57252000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2976000,1736000,992000,0,0,5704000,0,0,0,57252000,1140461,0,0,0,0,1140461,16699461,28138000,16759000,2500000,0,64096461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16303767,384399,0,0,384399,0,0,0,1527007,15161159,0,15161159,0,0,0,0,0,0,0,0,0,0,0,0,0
68588,3/31/2022 0:00:00,21555,WISe,0,0,0,47382407,2350000,0,0,0,0,0,0,0,0,0,16000000,0,0,934318982,0,1130202899,0,0,0,24424821,0,0,0,0,118285216,0,0,49446659,48272060,0,0,9989405,10062444,0,0,434453855,405942841,0,0,444443260,416005285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493889919,464277345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5207722,5207722,0,0,0,0,5207722,0,0,0,0,0,0,0,5207722,464277345,0,126326,39710688,1531455,0,0,41368469,73252511,114664216,85239534,233143847,4553428,510853536,0,0,0,0,0,0,0,0,1995455,0,740914,0,0,0,0,0,0,0,0,0,0,0,0,0,279149482,10577310,0,0,10577310,0,0,0,42054384,247672408,0,247672408,0,549824294,543581188,6243106,0,-5207722,464277345,0,464277345,0,0,0,0
68589,3/31/2022 0:00:00,15446,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2999227,2845428,0,0,85874586,79608629,0,0,88873813,82454057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88873813,82454057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249000,500000,0,0,0,749000,0,0,82454057,0,515012,648225,0,0,0,1163237,963237,21987090,15792648,39431944,6191375,84366294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21999965,1403011,0,0,1403011,0,0,0,2677667,20725309,0,20725309,0,0,0,0,0,0,0,0,0,0,0,0,0
68595,3/31/2022 0:00:00,3439,WISe,0,0,0,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,14567888,0,14567888,0,0,0,0,5000000,0,5000000,0,8105871,0,0,0,0,0,0,3037406,2816444,0,0,53176440,51150838,0,0,56213846,53967282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35656767,33883547,0,0,0,0,0,0,0,0,0,91870613,87850829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685940,0,0,685940,685940,2098174,14231193,1500000,0,0,17829367,685940,0,87850829,0,45000035,12568000,0,0,0,57568035,56977931,54527796,19382637,27108761,5937046,163934171,0,0,0,0,0,0,0,0,40143,0,0,0,0,0,0,0,7769732,0,0,0,0,0,0,0,81745018,4846983,5000000,0,9846983,0,0,0,13300335,78291666,0,78291666,0,0,0,0,0,0,0,0,0,0,0,0,0
68596,3/31/2022 0:00:00,6776,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8056313,8056313,0,0,1000000,1000000,0,0,0,0,0,0,1000000,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9056313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31970900,70050000,5719757,0,0,107740657,0,0,0,9056313,0,145700,0,0,0,145700,31970900,76777711,8194059,0,0,116942670,0,0,0,0,0,837951,0,0,131091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16481400,382997,0,0,382997,0,0,0,1434218,15430179,0,15430179,0,0,0,0,0,0,0,0,0,0,0,0,0
68597,3/31/2022 0:00:00,23046,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22757809,5000000,30076410,0,0,0,0,0,0,5000000,0,5000000,0,0,0,0,0,0,0,0,0,0,5064856,5054048,0,0,5064856,5054048,0,0,24731260,23298484,0,0,49811314,48584499,0,0,74542574,71882983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79607430,76937031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,8000000,5000000,0,0,16000000,0,0,76937031,0,6374316,1043303,0,0,0,7417619,19663930,39727207,38093874,2869639,0,100354650,0,0,0,0,0,0,0,0,15463489,5029123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31258404,916004,0,0,916004,0,0,0,2788409,29385999,0,29385999,0,0,0,0,0,0,0,0,0,0,0,0,0
68598,3/31/2022 0:00:00,21527,WISe,0,0,0,472349789,55000000,0,0,0,0,0,0,0,0,0,0,0,0,441116247,5000000,553609748,0,0,0,0,0,0,5000000,377349737,5000000,0,0,0,0,0,0,23175,23354,32,32,14728676,13729098,32,32,14751851,13752452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930524,929985,335890,335351,0,0,19956,19883,930556,15107697,14107686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14107245,930556,0,10257669,0,0,0,10257669,2133181,11907294,916692,1376225,8962078,25295470,0,0,0,0,2053893,20420250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150580731,6079302,0,0,6079302,0,273055,0,13145125,143514908,0,143514908,0,264686338,264686338,0,0,0,15038242,2366511,12651816,32,19883,0,0
68599,3/31/2022 0:00:00,24033,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52182050,0,73548698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13785,14324,0,0,13785,14324,0,0,0,0,0,0,86219,0,0,0,86219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100004,625919,3058900,0,0,16218275,19903094,626668,3148745,9410,0,16218275,20003098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3538949,0,0,0,0,0,0,0,33882261,2337645,0,0,2337645,0,0,0,3833311,32386595,0,32386595,0,0,0,0,0,0,0,0,0,0,0,0,0
68600,3/31/2022 0:00:00,13208,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000000,0,0,1814980200,0,1814980200,0,0,0,0,0,671912569,0,0,0,0,0,29748105,28556900,0,0,23745047,22256732,65850,67367,220103106,211334038,65850,67367,243848153,233590770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16201109,16163096,0,0,0,0,0,0,154124344,152532369,65850,443921711,430843135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7028716,7028716,0,0,0,0,7028716,100000,0,0,0,0,100000,0,7028716,430843135,65850,0,5370827,0,0,0,5370827,89998354,108927710,126375329,117574580,532555,443408528,0,0,0,0,0,0,0,0,219455833,23091673,220190,0,0,0,0,42913884,0,0,0,0,0,0,572,0,592091494,24528425,0,0,24528425,0,0,0,140357950,476261969,0,476261969,0,0,0,0,0,0,0,0,0,0,0,0,0
68601,3/31/2022 0:00:00,14475,WISe,0,0,0,303148,561488,0,0,0,0,0,0,0,0,0,0,0,0,1991219370,631590000,633193148,0,0,0,17165448,0,0,631590000,1358026222,631962793,0,0,9868876,9751950,0,0,84043131,73210663,0,0,663230844,621418622,0,0,747273975,694629285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396895522,378645460,0,0,150148931,140257027,0,0,691550836,647900747,0,0,1238595289,1166803234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244716541,224557895,0,0,0,0,0,0,572395216,548099946,0,2812849897,2643842310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643842310,0,0,34886100,0,57266000,0,92152100,294940399,855248989,882169390,543386428,160249204,2735994410,0,-465001,0,-465001,0,0,0,90598090,46205108,47711405,0,0,0,0,54814429,0,0,0,37492500,0,0,0,0,0,927576270,54805251,0,0,54805251,0,0,0,87409206,894972315,0,894972315,0,0,0,0,0,0,0,0,0,0,0,0,0
68602,3/31/2022 0:00:00,11023,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26872000,5724000,0,0,0,32596000,0,0,0,0,0,108632,0,0,0,108632,26872000,5832632,0,0,0,32704632,0,0,0,0,0,0,0,0,5932733,2798369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16103460,264495,0,0,264495,0,0,0,1683534,14684421,0,14684421,0,0,0,0,0,0,0,0,0,0,0,0,0
68603,3/31/2022 0:00:00,26429,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734097,162178,0,0,162178,0,0,0,23059,873216,0,873216,0,0,0,0,0,0,0,0,0,0,0,0,0
68604,3/31/2022 0:00:00,16291,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95332913,0,0,364544162,0,538706518,0,0,0,30466040,0,0,0,0,0,0,0,0,0,0,0,5492305,5009290,0,0,174743496,161408909,0,0,180235801,166418199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17308678,15138769,0,0,5033122,4729998,0,0,10684624,9912423,0,213262225,196199389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4145472,0,0,4145472,4145472,35824000,8715000,0,0,0,44539000,4145472,0,196258609,0,0,5298869,0,0,0,5298869,36991132,22900725,46000040,127936899,16413154,250241950,0,0,0,0,0,16099536,0,0,0,0,0,0,0,0,0,0,0,315000,16818952,0,3060754,0,0,0,218469593,11070988,0,0,11070988,0,0,0,12128159,217412422,0,217412422,0,0,0,0,0,0,0,0,0,0,0,0,0
68605,3/31/2022 0:00:00,13039,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73171651,0,0,129962521,0,210153672,0,0,0,0,0,66259492,0,0,25000000,0,0,0,0,0,0,6000000,5594170,0,0,23310754,22178620,0,0,29310754,27772790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29310754,27772790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249000,0,0,0,249000,0,0,27772790,0,5226071,0,0,0,0,5226071,7395039,6814945,14482026,4555851,0,33247861,0,0,0,0,0,0,0,0,729322,0,0,0,0,0,15791876,0,0,0,0,0,0,0,0,0,94207904,5278385,0,0,5278385,0,0,0,7163639,92322650,0,92322650,0,0,0,0,0,0,0,0,0,0,0,0,0
68606,3/31/2022 0:00:00,8824,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,42195863,0,0,0,0,0,0,500000,0,500000,0,0,0,0,0,0,0,0,0,0,503065,493584,0,0,503065,493584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503065,493584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493584,0,1277100,395200,0,0,0,1672300,1277100,395200,0,493584,0,2165884,0,0,0,0,230948,3829795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27064531,1090242,0,0,1090242,0,0,0,2247504,25907269,0,25907269,0,0,0,0,0,0,0,0,0,0,0,0,0
68607,3/31/2022 0:00:00,6149,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95000000,0,0,445143500,25000000,470143500,0,0,0,0,0,0,25000000,0,25000000,0,0,0,0,0,0,56265987,52119712,0,0,256605761,244153216,0,0,312871748,296272928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9985096,8634840,0,0,0,0,0,0,0,0,0,322856844,304907768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4150395,4150395,4150395,0,0,0,0,0,0,4150395,0,304907768,0,1877900,0,0,0,774569,2652469,92395421,55966132,66704932,89090378,7553769,311710632,0,0,0,0,0,11114908,0,0,4829038,0,0,0,0,0,52231495,0,5000000,0,0,0,66419784,0,0,0,165398036,9084003,0,0,9084003,2436865,0,0,15593277,158888762,0,158888762,0,158770714,126086771,32683943,0,0,309058163,296272928,0,0,8634840,4150395,0
68608,3/31/2022 0:00:00,2593,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113481707,0,22659686,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,944929,0,0,20022982,19627313,1208810,1215217,21022982,20572242,1208810,1215217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21022982,1208810,1215217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245000,8000000,2000000,0,0,10245000,0,0,1215217,21022982,0,188700,0,0,0,188700,16276577,12990779,2140184,1264359,0,32671899,0,-4831,0,-4831,0,1644433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4066536,0,0,0,57123792,5027007,0,0,5027007,0,0,0,4404739,57746060,0,57746060,0,67316500,67316500,0,0,0,22238199,22238199,0,0,0,0,0
68609,3/31/2022 0:00:00,2078,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4976567,0,4976557,0,0,0,32185819,0,0,0,0,0,0,0,0,0,0,0,656643,658562,13837191,13250318,9911960,9829893,13837191,13250318,10568603,10488455,37000000,35156460,0,0,26096035,23954377,109182021,107828552,63096035,59110837,109182021,107828552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1846901,1846864,0,0,0,0,78032967,79278528,0,0,0,0,1846901,1846864,78032967,79278528,0,0,0,0,0,0,0,0,0,0,0,0,78780127,197783591,197595535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197595535,78780127,0,1251504,0,0,0,1251504,185592419,28948046,19932744,27353289,15800668,277627166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4865816,0,460302,0,70538,0,0,0,53981619,1274043,0,0,1274043,0,0,0,4661327,50594335,0,50594335,0,0,0,0,0,0,0,0,0,0,0,0,0
68613,3/31/2022 0:00:00,2943,WISe,0,0,0,0,0,0,0,0,0,0,0,0,54076830,0,0,0,0,142323028,0,206698115,0,0,0,114913469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258212605,248684036,0,0,258212605,248684036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258212605,248684036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248684036,0,25000000,4314400,0,0,0,29314400,95126556,14527775,24942766,143401339,0,277998436,0,0,103274,103274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150046722,9390535,0,0,9390535,0,0,0,10640335,148796922,0,148796922,0,0,0,0,0,0,0,0,0,0,0,0,0
68615,3/31/2022 0:00:00,4816,WISe,0,0,0,151855053,0,0,0,0,0,0,0,0,0,0,0,0,0,681416713,0,1091273000,0,0,0,2003177299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1841400,0,0,0,1841400,0,1841400,0,0,0,1841400,0,0,0,0,0,0,0,1363069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478681625,36914791,0,0,36914791,0,0,0,29754354,485842062,0,485842062,0,0,0,0,0,0,0,0,0,0,0,0,0
