"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047"
8212,3/31/2021 0:00:00,3842,0,0,1291770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5841580,9265492,9947804,4201084,104295,29360255,0,0,0,0,0,0,2,-39839,0,0,0,0,0,0,0,0,0,0,0,107360171,0,0,0,0,0,0,0,0,,0,117003730,0,0,0,0,0,0,0,0,0,0,0,432756,0,0,0
8216,3/31/2021 0:00:00,3845,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648854,0,0,0,0,0,0,0,0,,0,907928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8218,3/31/2021 0:00:00,3847,32142711,81504895,1458195,0,0,0,0,0,0,0,5183175,0,5183175,0,0,0,0,0,0,2323844,0,0,0,0,2323844,2322161,13740471,9536560,6543519,0,32142711,620941,-34343,0,0,0,0,0,0,0,0,0,0,0,631805663,191,7643460,7643460,0,0,0,191,7643460,,0,685189105,0,0,0,0,0,0,0,0,0,0,0,954330,0,66271,0
8229,3/31/2021 0:00:00,3851,1978000,25,1090599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978000,250000,750000,0,0,1978000,38699,0,0,0,0,0,0,0,0,0,0,0,0,54708888,0,0,0,0,0,0,0,0,,0,59430053,0,0,0,0,0,0,0,0,0,0,0,92196,0,0,0
8230,3/31/2021 0:00:00,3852,4141893,22788040,5962785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992570,7864338,3306631,13163539,1899000,999000,995893,248000,0,4141893,50616,-452029,0,0,0,0,0,0,0,0,0,0,0,93831784,0,0,0,0,0,0,0,0,,0,101659427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8237,3/31/2021 0:00:00,3859,9008694,0,692444,252046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128851,10604439,1246281,0,13979571,4038017,4970677,0,0,0,9008694,0,-91739,0,0,0,0,0,0,0,0,0,0,0,58232448,0,0,0,0,0,0,0,0,,0,61661794,0,0,0,0,0,0,0,0,0,0,0,26027,0,0,0
8255,3/31/2021 0:00:00,3861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2549832,0,0,0,0,0,0,0,0,,0,2786414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8261,3/31/2021 0:00:00,3866,0,0,374741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26244843,0,0,0,0,0,0,0,0,,0,28936892,0,0,0,0,0,0,0,0,0,0,0,5733,0,0,0
8290,3/31/2021 0:00:00,3877,22626112,0,2891729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3829201,4361749,11974927,28526363,0,48692240,1859136,14350990,4420191,1995795,0,22626112,434766,-723041,0,0,0,0,0,0,0,0,0,0,0,218447024,0,0,0,0,0,0,0,0,,0,233985310,0,0,0,0,0,0,0,0,0,0,0,259234,0,0,0
8298,3/31/2021 0:00:00,3881,0,86728,652395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33252141,0,0,0,0,0,0,0,0,,0,37831170,0,0,0,0,0,0,0,0,0,0,0,51162,0,0,0
8299,3/31/2021 0:00:00,3882,0,7000000,2398032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3539265,5395321,4798998,244947,0,13978531,0,0,0,0,0,0,0,231531,0,0,0,0,0,0,0,0,0,0,0,73519974,0,0,0,0,0,0,0,0,,0,82791137,0,0,0,0,0,0,0,0,0,0,0,153007,0,0,0
8313,3/31/2021 0:00:00,3889,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16525234,0,0,0,0,0,0,0,0,,0,18012217,0,0,0,0,0,0,0,0,0,0,0,67942,0,0,0
8317,3/31/2021 0:00:00,3891,480000,0,402543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920000,2630000,2027000,0,0,6577000,0,240000,240000,0,0,480000,154567,32762,0,0,0,0,0,0,0,0,0,0,0,51987495,0,0,0,0,0,0,0,0,,0,57563717,0,0,0,0,0,0,0,0,0,0,0,120342,0,0,0
8333,3/31/2021 0:00:00,3901,0,812867959,9440514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,25756757,220897660,0,0,247404417,0,0,0,0,0,0,4785588,-1122697,0,0,0,0,0,0,0,0,0,0,0,3498346625,0,0,0,0,0,0,0,0,,0,3922810305,0,0,0,0,0,0,0,0,0,0,0,5144066,0,0,0
8339,3/31/2021 0:00:00,3905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4076579,0,0,0,0,0,0,0,0,,0,4992998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8344,3/31/2021 0:00:00,3908,24653747,46465,292319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5879642,16774105,2000000,0,0,24653747,6592,0,0,0,0,0,0,0,0,0,0,0,0,77813692,0,0,0,0,0,0,0,0,,0,91084287,0,0,0,0,0,0,0,0,0,0,0,7363,0,0,0
8349,3/31/2021 0:00:00,3910,16240839,0,929017,266524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4692000,9141778,2407061,0,0,16240839,29543,0,0,0,0,0,0,0,0,0,0,0,0,74182229,10,470212,470212,0,0,0,10,470212,,0,80025294,0,0,0,0,0,0,0,0,0,0,0,97524,0,0,0
8367,3/31/2021 0:00:00,3918,0,10000000,548721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26909,0,0,0,0,0,0,0,0,0,0,0,0,63548959,0,0,0,0,0,0,0,0,,0,72092058,0,0,0,0,0,0,0,0,0,0,0,125766,0,0,0
8413,3/31/2021 0:00:00,3940,0,0,476454,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11818,0,0,0,0,0,0,0,0,0,0,0,0,33042643,0,0,0,0,0,0,0,0,,0,37616878,0,0,0,0,0,0,0,0,0,0,0,51539,0,0,0
8418,3/31/2021 0:00:00,3943,13151000,0,699965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4236000,8915000,0,0,0,13151000,0,0,0,0,0,0,0,0,0,0,0,0,0,43337861,0,0,0,0,0,0,0,0,,0,52890994,0,0,0,0,0,0,0,0,0,0,0,57200,0,0,0
8420,3/31/2021 0:00:00,3944,200000,0,200868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,0,0,0,200000,1,0,0,0,0,0,0,0,0,0,0,0,0,16117543,0,0,0,0,0,0,0,0,,0,19991203,0,0,0,0,0,0,0,0,0,0,0,4910,0,0,0
8428,3/31/2021 0:00:00,3949,0,0,3682929,1196223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257550,0,0,0,0,257550,0,0,0,0,0,0,1032086,7550,0,0,0,0,0,0,0,0,0,0,0,210048226,0,0,0,0,0,0,0,0,,0,226440192,0,0,0,0,0,0,0,0,0,0,0,16717,0,0,0
8433,3/31/2021 0:00:00,3952,0,0,1767463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48549870,0,0,0,0,0,0,0,0,,0,53901586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8435,3/31/2021 0:00:00,3953,0,0,423034,0,0,0,0,0,0,0,0,0,0,0,1696299,0,0,0,1696299,880691,3758963,1362931,5315459,709375,12027419,0,0,0,0,0,0,50658,39013,0,0,0,0,0,0,0,0,0,0,0,87736874,0,0,0,0,0,0,0,0,,0,95730596,0,0,0,0,0,0,0,0,0,0,0,95560,0,-50051,0
8442,3/31/2021 0:00:00,3957,3600000,0,1029449,42146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82951,561903,128325,497876,0,1271055,0,0,600000,2700000,300000,3600000,37568,14722,0,0,0,0,0,0,0,0,0,0,0,70231487,0,0,0,0,0,0,0,0,,0,83365431,0,0,0,0,0,0,0,0,0,0,0,126163,0,0,0
8445,3/31/2021 0:00:00,3959,0,0,1333396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163627,0,0,0,0,0,0,0,0,0,0,0,0,91592796,0,0,0,0,0,0,0,0,,0,101927320,0,0,0,0,0,0,0,0,0,0,0,28328,0,0,0
8472,3/31/2021 0:00:00,3971,0,0,152826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18152,0,0,0,0,0,0,0,0,0,0,0,0,10835959,0,0,0,0,0,0,0,0,,0,12166093,0,0,0,0,0,0,0,0,0,0,0,6298,0,0,0
8474,3/31/2021 0:00:00,3973,0,0,318746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,0,0,0,0,0,0,0,0,0,0,0,0,10002682,0,0,0,0,0,0,0,0,,0,10768702,0,0,0,0,0,0,0,0,0,0,0,2142,0,0,0
8475,3/31/2021 0:00:00,3974,30005571,50920741,4967990,912685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5777188,37635601,26289383,12669032,0,82371204,8997388,21008183,0,0,0,30005571,292678,-488675,0,0,0,0,0,0,0,0,0,0,0,363049914,0,0,0,0,0,0,0,0,,0,417690878,0,0,0,0,0,0,0,0,0,0,0,725195,0,0,-1256
8486,3/31/2021 0:00:00,3980,0,84401157,3220220,1693808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425634,6553226,545760,2469925,7765107,18759652,0,0,0,0,0,0,614244,91032,0,0,0,0,0,0,0,0,0,0,0,448745968,0,0,0,0,0,0,0,0,,0,486403636,0,0,0,0,0,0,0,0,0,0,0,971022,0,0,0
8512,3/31/2021 0:00:00,3995,0,0,1076345,0,0,0,0,0,0,0,133828,1042330,1176158,0,0,0,0,0,0,589219,501146,3944425,0,0,5034790,0,0,0,0,0,0,94014,-54419,0,0,0,0,0,0,0,0,0,0,0,79834419,38,920024,920024,0,0,0,38,920024,,0,85576333,0,0,0,0,0,0,0,0,0,0,0,184134,0,13453,0
8523,3/31/2021 0:00:00,4001,739673,5000000,1795395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500497,755793,1990754,5359208,0,8606252,497139,242534,0,0,0,739673,0,-123635,0,0,0,0,0,0,0,0,0,0,0,167113797,0,0,0,0,0,0,0,0,,0,183309014,0,0,0,0,0,0,0,0,0,0,0,248697,0,0,0
8530,3/31/2021 0:00:00,4006,0,0,3281820,215254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195005,33112613,20873156,12797719,1027255,69005748,0,0,0,0,0,0,290441,638490,0,0,0,0,0,0,0,0,0,0,0,106047985,0,0,0,0,0,0,0,0,,0,125308319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8540,3/31/2021 0:00:00,4012,250000,0,225581,-673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,250000,44848,0,0,0,0,0,0,0,0,0,0,0,0,32664051,0,0,0,0,0,0,0,0,,0,34761645,0,0,0,0,0,0,0,0,0,0,0,35740,0,0,0
8548,3/31/2021 0:00:00,4015,0,0,3082515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484916,0,0,0,0,0,0,0,0,0,0,0,0,212035625,11,177900,177900,0,0,0,11,177900,,0,233654303,0,0,0,0,0,0,0,0,0,0,0,301314,0,0,0
8549,3/31/2021 0:00:00,4016,500000,0,58135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,400000,0,500000,113085,0,0,0,0,0,0,0,0,0,0,0,0,29673597,0,0,0,0,0,0,0,0,,0,31848900,0,0,0,0,0,0,0,0,0,0,0,47324,0,0,0
8550,3/31/2021 0:00:00,4017,0,59880077,1127715,1107164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6019577,3422673,3642625,4216052,0,17300927,0,0,0,0,0,0,584784,179305,0,0,0,0,0,0,0,0,0,0,0,362244543,51,2065873,2065873,0,0,0,51,2065873,,0,393558003,0,0,0,0,0,0,0,0,0,0,0,370557,0,0,0
8554,3/31/2021 0:00:00,4019,0,127563034,2902941,3630928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108830553,132142417,55998293,129826660,168255,426966178,0,0,0,0,0,0,1510970,1161250,0,0,0,0,0,0,0,0,0,0,0,1006013969,0,0,0,0,0,0,0,0,,0,1224891025,0,0,0,0,0,0,0,0,0,0,0,1036598,0,0,382
8585,3/31/2021 0:00:00,4033,29278772,0,3838504,1362875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508812,7623426,0,0,0,8132238,690372,13565011,15023389,0,0,29278772,182970,24314,0,0,0,0,0,0,0,0,0,0,0,357589916,0,0,0,0,0,0,0,0,,0,400026268,0,0,0,0,0,0,0,0,0,0,0,241068,0,0,0
8588,3/31/2021 0:00:00,4034,250000,0,847841,370364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,250000,523053,0,0,0,0,0,0,0,0,0,0,0,0,34037598,0,0,0,0,0,0,0,0,,0,37266316,0,0,0,0,0,0,0,0,0,0,0,33777,0,0,0
8589,3/31/2021 0:00:00,4035,0,0,30977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5737708,0,0,0,0,0,0,0,0,,0,6823720,0,0,0,0,0,0,0,0,0,0,0,1190,0,0,0
8593,3/31/2021 0:00:00,4036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5674883,0,0,0,0,0,0,0,0,,0,6097985,0,0,0,0,0,0,0,0,0,0,0,2461,0,0,0
8609,3/31/2021 0:00:00,4041,0,0,387286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6801724,5053373,522966,0,0,12378063,0,0,0,0,0,0,102281,21833,0,0,0,0,0,0,0,0,0,0,0,46666320,0,0,0,0,0,0,0,0,,0,49672924,0,0,0,0,0,0,0,0,0,0,0,51771,0,0,0
8611,3/31/2021 0:00:00,4042,0,0,233928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995981,4662741,1505097,990000,0,8153819,0,0,0,0,0,0,0,189227,0,0,0,0,0,0,0,0,0,0,0,37012753,0,0,0,0,0,0,0,0,,0,41324839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8616,3/31/2021 0:00:00,4046,0,0,423869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148840,0,0,0,0,0,0,0,0,0,0,0,0,25320974,0,0,0,0,0,0,0,0,,0,31703492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8618,3/31/2021 0:00:00,4047,0,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12518639,0,0,0,0,0,0,0,0,,0,13870683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8625,3/31/2021 0:00:00,4051,0,0,14098,-2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11555,0,0,0,0,0,0,0,0,0,0,0,0,10033666,0,0,0,0,0,0,0,0,,0,11044626,0,0,0,0,0,0,0,0,0,0,0,2787,0,0,0
8626,3/31/2021 0:00:00,4052,0,0,3928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8042,0,0,0,0,0,0,0,0,0,0,0,0,2042196,0,0,0,0,0,0,0,0,,0,2624289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8642,3/31/2021 0:00:00,4059,3914000,0,157623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936000,2978000,0,0,0,3914000,12691,0,0,0,0,0,0,0,0,0,0,0,0,23781013,0,0,0,0,0,0,0,0,,0,26073212,0,0,0,0,0,0,0,0,0,0,0,18184,0,0,0
8654,3/31/2021 0:00:00,4063,0,0,167901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14778809,0,0,0,0,0,0,0,0,,0,16545868,0,0,0,0,0,0,0,0,0,0,0,36191,0,0,0
8658,3/31/2021 0:00:00,4065,0,219008266,9759553,7249272,0,0,0,0,0,0,454550,0,454550,0,0,0,0,0,0,4360826,12120713,29868872,28856525,10024216,85231152,0,0,0,0,0,0,13858540,300786,0,0,0,0,0,0,0,0,0,0,0,2327142725,0,0,0,0,0,0,0,0,,0,2558707972,0,0,0,0,0,0,0,0,0,0,0,7495273,0,17479,0
8680,3/31/2021 0:00:00,4080,6739,19013502,173028,12036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185672,20706318,16740359,11511132,0,50143481,6739,0,0,0,0,6739,398591,-562982,0,0,0,0,0,0,0,0,0,0,0,174724628,0,0,0,0,0,0,0,0,,0,193916130,0,0,0,0,0,0,0,0,0,0,0,215928,0,0,0
8687,3/31/2021 0:00:00,4086,0,0,244897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353,0,0,0,0,0,0,0,0,0,0,0,0,18852193,0,0,0,0,0,0,0,0,,0,21747948,0,0,0,0,0,0,0,0,0,0,0,38753,0,0,0
8693,3/31/2021 0:00:00,4089,1192000,0,3919745,1009669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9258583,41650024,32119298,5897243,0,88925148,744000,448000,0,0,0,1192000,2513998,146567,0,0,0,0,0,0,0,0,0,0,0,230789886,0,0,0,0,0,0,0,0,,0,252275596,0,0,0,0,0,0,0,0,0,0,0,331203,0,0,0
8694,3/31/2021 0:00:00,4090,0,9993506,4325515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24693,0,0,0,0,24693,0,0,0,0,0,0,291772,22,0,0,0,0,0,0,0,0,0,0,0,231214989,26,926852,926852,0,0,0,26,926852,,0,255330357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8701,3/31/2021 0:00:00,4095,2887000,0,346493,28333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393000,1494000,0,0,0,2887000,248837,0,0,0,0,0,0,0,0,0,0,0,0,44204662,0,0,0,0,0,0,0,0,,0,48870857,0,0,0,0,0,0,0,0,0,0,0,80839,0,0,0
8709,3/31/2021 0:00:00,4100,0,0,244546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149715,0,0,0,0,0,0,0,0,0,0,0,34236098,0,0,0,0,0,0,0,0,,0,38949091,0,0,0,0,0,0,0,0,0,0,0,12026,0,0,0
8715,3/31/2021 0:00:00,4102,0,94214,2331110,1109764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3286237,15566716,12480237,0,0,31333190,0,0,0,0,0,0,709597,312650,0,0,0,0,0,0,0,0,0,0,0,312484303,59,5271259,0,59,5271259,0,59,5271259,,0,342344761,0,0,0,0,0,0,0,0,0,0,0,616692,0,0,0
8725,3/31/2021 0:00:00,4107,4226588,0,643665,328721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251036,1248656,2726896,0,0,4226588,0,0,0,0,0,0,0,0,0,0,0,0,0,129034562,0,0,0,0,0,0,0,0,,0,142791723,0,0,0,0,0,0,0,0,0,0,0,179395,0,0,0
8733,3/31/2021 0:00:00,4109,0,0,3289937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99236,0,0,0,0,0,0,0,0,0,0,0,0,136618897,0,0,0,0,0,0,0,0,,0,155658423,0,0,0,0,0,0,0,0,0,0,0,132004,0,0,0
8749,3/31/2021 0:00:00,4114,0,0,125201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37498,0,0,0,0,0,0,0,0,0,0,0,0,9680610,0,0,0,0,0,0,0,0,,0,11076205,0,0,0,0,0,0,0,0,0,0,0,502,0,0,0
8752,3/31/2021 0:00:00,4117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131867,0,0,0,0,0,0,0,0,0,0,0,0,24172474,0,0,0,0,0,0,0,0,,0,29533646,0,0,0,0,0,0,0,0,0,0,0,1601,0,0,0
8774,3/31/2021 0:00:00,4123,0,0,380699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44236326,0,0,0,0,0,0,0,0,,0,47708978,0,0,0,0,0,0,0,0,0,0,0,82553,0,0,0
8791,3/31/2021 0:00:00,4129,0,0,425753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9176,0,0,0,0,0,0,0,0,0,0,0,0,36059348,0,0,0,0,0,0,0,0,,0,38811937,0,0,0,0,0,0,0,0,0,0,0,46487,0,0,0
8797,3/31/2021 0:00:00,4131,85979671,137449069,1155457,0,0,0,0,70138038,0,0,0,0,70138038,0,0,0,0,0,0,217619828,50995254,17850724,0,0,286465806,2255923,13977775,28563147,38208569,2974257,85979671,1530266,3833415,0,0,0,0,0,0,0,0,0,0,0,1149647661,0,0,0,0,0,0,0,0,,0,1253902929,0,0,0,0,0,0,0,0,0,0,0,2403144,0,74299,0
8801,3/31/2021 0:00:00,4134,203397,0,185956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203397,0,0,0,0,203397,0,0,0,0,0,0,0,0,0,0,0,0,0,25030535,0,0,0,0,0,0,0,0,,0,27459749,0,0,0,0,0,0,0,0,0,0,0,4296,0,0,0
8812,3/31/2021 0:00:00,4139,0,0,1760132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85512,0,0,0,0,0,0,0,0,0,0,0,0,47426351,0,0,0,0,0,0,0,0,,0,53233763,0,0,0,0,0,0,0,0,0,0,0,41577,0,0,0
8822,3/31/2021 0:00:00,4144,250000,0,4850576,809621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23865092,44515108,54063749,65383166,0,187827115,250000,0,0,0,0,250000,518299,-420463,0,0,0,0,0,0,0,0,0,0,0,517563350,0,0,0,0,0,0,0,0,,0,595491173,0,0,0,0,0,0,0,0,0,0,0,1121720,0,0,2594
8825,3/31/2021 0:00:00,4147,0,125731,308605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147695,0,0,0,0,0,0,0,0,0,0,0,0,16137186,0,0,0,0,0,0,0,0,,0,18851667,0,0,0,0,0,0,0,0,0,0,0,13275,0,0,0
8828,3/31/2021 0:00:00,4148,0,0,278163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5529,0,0,0,0,0,0,0,0,0,0,0,0,24655165,0,0,0,0,0,0,0,0,,0,27095438,0,0,0,0,0,0,0,0,0,0,0,26105,0,0,0
8831,3/31/2021 0:00:00,4150,5500000,0,959846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,3500000,0,0,5500000,6678,0,0,0,0,0,0,0,0,0,0,0,0,57373272,0,0,0,0,0,0,0,0,,0,68418881,0,0,0,0,0,0,0,0,0,0,0,16792,0,0,0
8840,3/31/2021 0:00:00,4154,0,0,854573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27198,0,0,0,0,0,0,0,0,0,0,0,0,17669309,0,0,0,0,0,0,0,0,,0,19600918,0,0,0,0,0,0,0,0,0,0,0,4755,0,0,0
8854,3/31/2021 0:00:00,4160,0,31578776,1579946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905889,3040152,15000000,0,0,18946041,0,0,0,0,0,0,679954,-110924,0,0,0,0,0,0,0,0,0,0,0,303475579,50,2005606,2005606,0,0,0,50,2005606,,0,330243757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8858,3/31/2021 0:00:00,4164,0,0,129565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12700136,0,0,0,0,0,0,0,0,,0,14702250,0,0,0,0,0,0,0,0,0,0,0,9461,0,0,0
8881,3/31/2021 0:00:00,4177,0,0,1242251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263894,0,0,0,0,0,0,0,0,0,0,0,0,79634889,46,579147,0,0,0,0,0,0,,0,88685458,0,0,0,0,0,0,0,0,0,0,0,90273,0,0,-6718
