"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
1,6/30/2020 0:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,669,0,669,0,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
6,6/30/2020 0:00:00,7,0,0,0,0,0,0,1476957,1476957,0,0,0,0,22865311,0,22865311,0,0,0,0,0,0,0,0,0,0,0,0,21272,0,21272,4082355,0,4082355,28528965,28528965,0,83070,0,83070,13,1,0,0,0,0,0,0,1,1,1,1,2,12,0,0,0,12,14,190,186,0,0,0,0,0,0,504
12,6/30/2020 0:00:00,11,0,0,0,0,0,0,281152,281152,0,0,0,0,3351282,0,3351282,0,0,0,0,0,0,0,0,0,0,0,0,381787,0,381787,0,0,0,4042528,4042528,0,28307,0,28307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,46,0,0,0,0,0,0,50
13,6/30/2020 0:00:00,12,0,0,0,0,0,0,22321978,22321978,0,1169718,1169718,0,30889280,0,30889280,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,15603628,0,15603628,70399163,70399163,0,414559,0,414559,3,3,0,0,0,0,3,3,0,0,3,3,6,0,0,0,0,0,6,950,635,0,0,0,0,0,0,1138
16,6/30/2020 0:00:00,14,0,0,0,0,0,0,0,0,0,0,0,0,443338,0,443338,0,0,0,0,0,0,0,0,0,0,0,0,40661,0,40661,0,0,0,483999,483999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,0,0,0,0,0,0,0
19,6/30/2020 0:00:00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22,6/30/2020 0:00:00,17,0,0,0,0,0,0,27897410,27897410,0,0,0,0,38569394,0,38569394,0,0,0,0,0,0,0,0,0,0,0,0,469546,0,469546,43157,0,43157,67026747,67026747,0,47240,0,47240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1767,0,0,0,0,0,0,174
26,6/30/2020 0:00:00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,325452,325452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325452,0,325452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,64
28,6/30/2020 0:00:00,21,0,0,0,571002,0,571002,24938622,24938622,0,0,0,0,0,0,0,1000,1000,0,102840,0,102840,0,0,0,3321189,3321189,0,11052064,0,11052064,0,0,0,60524156,60524156,0,23962468,0,23962468,209,4,4,14,0,0,0,0,61,4,99,4,141,92,0,14,0,108,213,1537,2463,21,0,0,0,0,0,3356
42,6/30/2020 0:00:00,29,0,0,0,0,0,0,9405405,9405405,0,0,0,0,8196977,0,8196977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18467553,18467553,0,865171,0,865171,5,0,0,0,0,0,2,0,0,0,2,0,2,3,0,0,0,3,5,161,471,3,0,0,0,0,0,64
47,6/30/2020 0:00:00,30,0,0,0,0,0,0,2629996,2629996,0,0,0,0,2496047,0,2496047,0,0,0,0,0,0,0,0,0,0,0,0,257407,0,257407,0,0,0,5383450,5383450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,87,0,0,0,0,0,0,114
48,6/30/2020 0:00:00,31,0,0,0,0,0,0,129316,129316,0,0,0,0,2140406,0,2140406,0,0,0,0,0,0,0,0,0,0,0,0,233978,0,233978,236235,0,236235,2739935,2739935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,30,6,0,0,0,0,0,135
51,6/30/2020 0:00:00,32,0,0,0,0,0,0,137861340,137861340,0,0,0,0,330997795,0,330997795,174270,174270,0,9174232,0,9174232,0,0,0,18463752,18463752,0,53321173,0,53321173,27943493,0,27943493,742409425,742409425,0,192285624,0,192285624,295,10,2,22,0,0,50,1,73,5,172,10,182,99,0,45,4,123,305,10211,7334,8,0,0,0,0,0,4272
53,6/30/2020 0:00:00,33,0,0,0,0,0,0,3213090,3213090,0,0,0,0,6953438,0,6953438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11429853,11429853,0,1263325,0,1263325,0,8,0,0,0,0,0,0,0,8,0,8,8,0,0,0,0,0,8,99,98,0,0,0,0,0,0,18
60,6/30/2020 0:00:00,35,0,0,0,0,0,0,5086426,5086426,0,4663360,4663360,0,36138055,0,36138055,0,0,0,0,0,0,0,0,0,890280,890280,0,2597891,0,2597891,1716584,0,1716584,54816589,54816589,0,4614273,0,4614273,92,0,0,0,0,0,16,0,1,0,26,0,26,66,0,8,0,66,92,332,587,0,0,0,0,0,0,1484
62,6/30/2020 0:00:00,36,0,0,0,0,0,0,293539,293539,0,0,0,0,564495,0,564495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97345,0,97345,955379,955379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,10,0,0,0,0,0,0,4
75,6/30/2020 0:00:00,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,6/30/2020 0:00:00,41,0,0,0,0,0,0,2944288,2944288,0,1483344,1483344,0,0,0,0,0,0,0,7139,0,7139,0,0,0,0,0,0,52082,0,52082,0,0,0,11030719,11030719,0,6551005,0,6551005,58,4,1,0,0,0,11,0,0,4,25,4,29,32,0,10,0,33,62,112,183,0,2,0,0,0,2,407
79,6/30/2020 0:00:00,43,0,0,0,0,0,0,27469690,27469690,0,1774628,1774628,0,33784912,0,33784912,0,0,0,697531,0,697531,0,0,0,5309307,5309307,0,83039,0,83039,8509915,0,8509915,80273263,80273263,0,8651079,0,8651079,228,1,21,97,0,0,53,0,21,1,86,1,87,24,0,6,0,142,229,1060,939,5,0,0,0,0,0,1703
82,6/30/2020 0:00:00,46,0,0,0,0,0,0,35326324,35326324,0,0,0,0,9946485,0,9946485,0,0,0,0,0,0,0,0,0,0,0,0,10672233,0,10672233,2362609,21131064,23493673,81906374,60775310,21131064,2467659,0,2467659,16,2,0,0,0,0,4,0,8,2,16,2,18,0,0,4,0,0,18,661,826,0,0,0,0,0,0,64
90,6/30/2020 0:00:00,49,0,0,0,0,0,0,0,0,0,0,0,0,1197950,0,1197950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197950,1197950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
98,6/30/2020 0:00:00,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,0,0,0,0,0,11
107,6/30/2020 0:00:00,57,0,0,0,0,0,0,29702,29702,0,0,0,0,4306147,0,4306147,0,0,0,0,0,0,0,0,0,0,0,0,179236,0,179236,0,0,0,5198085,5198085,0,683000,0,683000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,126,0,0,0,0,0,0,45
108,6/30/2020 0:00:00,58,0,0,0,0,0,0,0,0,0,0,0,0,425337,0,425337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37272,0,37272,462609,462609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,183
110,6/30/2020 0:00:00,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,11,0,0,11,0,0,11,52,2,0,0,0,0,0,0,22
112,6/30/2020 0:00:00,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,6/30/2020 0:00:00,62,0,0,0,0,0,0,0,0,0,0,0,0,552908,0,552908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552908,552908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,12
