"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_606A","ACCT_606B","ACCT_607","ACCT_608","ACCT_609","ACCT_620","ACCT_621","ACCT_622","ACCT_623","ACCT_624","ACCT_625","ACCT_626","ACCT_627","ACCT_628","ACCT_630A","ACCT_630B1","ACCT_630B2","ACCT_640","ACCT_652C","ACCT_653A","ACCT_653B1","ACCT_653B2","ACCT_653C","ACCT_655C","ACCT_656A","ACCT_656B1","ACCT_656B2","ACCT_657A","ACCT_657B1","ACCT_657B2","ACCT_659","ACCT_660","ACCT_661","ACCT_670A","ACCT_670B","ACCT_672C","ACCT_698","ACCT_709","ACCT_725","ACCT_726","ACCT_731","ACCT_732","ACCT_733","ACCT_734","ACCT_735","ACCT_736","ACCT_737","ACCT_741C","ACCT_742C","ACCT_746C","ACCT_747A","ACCT_747B1","ACCT_747B2","ACCT_747C","ACCT_750C","ACCT_752","ACCT_753","ACCT_754","ACCT_756","ACCT_757","ACCT_758","ACCT_760A","ACCT_760B1","ACCT_760B2","ACCT_761A","ACCT_761B1","ACCT_761B2","ACCT_770","ACCT_772","ACCT_773","ACCT_774","ACCT_776","ACCT_777","ACCT_778","ACCT_780","ACCT_781","ACCT_795","ACCT_799","ACCT_811","ACCT_812","ACCT_813","ACCT_814","ACCT_815","ACCT_816","ACCT_817","ACCT_818","ACCT_820","ACCT_821","ACCT_850","ACCT_860A","ACCT_860B1","ACCT_860B2","ACCT_865","ACCT_880A","ACCT_880B1","ACCT_880B2","ACCT_900","ACCT_902A","ACCT_902B1","ACCT_902B2","ACCT_906B1","ACCT_906B2","ACCT_906C","ACCT_908B1","ACCT_908B2","ACCT_911A","ACCT_911B1","ACCT_911B2","ACCT_913","ACCT_914","ACCT_955","ACCT_956","ACCT_957","ACCT_958","ACCT_961","ACCT_962","ACCT_963","ACCT_964","ACCT_965","ACCT_966","ACCT_970","ACCT_971","ACCT_972","ACCT_974","ACCT_977","ACCT_978","ACCT_982","ACCT_983","ACCT_984","ACCT_985","ACCT_986","ACCT_987","ACCT_988","ACCT_990","ACCT_992","ACCT_993","ACCT_994","ACCT_995","ACCT_603","ACCT_743C","ACCT_744A","ACCT_744B1","ACCT_744B2","ACCT_744C","ACCT_085","ACCT_086","ACCT_087","ACCT_782","ACCT_783","ACCT_784","ACCT_796A","ACCT_796B","ACCT_796C","ACCT_796D","ACCT_796E","ACCT_797A","ACCT_797B","ACCT_797C","ACCT_797D","ACCT_797E","ACCT_799B","ACCT_799C","ACCT_799D","ACCT_840","ACCT_875","ACCT_877","ACCT_945","ACCT_801","ACCT_614","ACCT_615","ACCT_745A","ACCT_745B","ACCT_745C","ACCT_745D","ACCT_745E","ACCT_819","ACCT_867A","ACCT_867B1","ACCT_867B2","ACCT_867C","ACCT_925","ACCT_841","ACCT_465","ACCT_466","ACCT_767","ACCT_768","ACCT_918","ACCT_919","Acct_026A","Acct_026B","Acct_027A","Acct_027B","Acct_028A","Acct_028B","Acct_045A","Acct_045B","Acct_585","Acct_680","Acct_681","Acct_682","Acct_769","Acct_785","Acct_786","Acct_787","Acct_892","Acct_895","Acct_896","Acct_899","ACCT_020I","ACCT_021I","ACCT_022I","ACCT_023I","ACCT_041I","ACCT_550I","ACCT_551I","ACCT_981","ACCT_981A","ACCT_981B","ACCT_065A1","ACCT_065A2","ACCT_065A3","ACCT_065A4","ACCT_065B1","ACCT_065C1","ACCT_065D1","ACCT_065E1","ACCT_067A1","ACCT_067A2","ACCT_067B1","ACCT_067C1","ACCT_068A","ACCT_069A","ACCT_033A","ACCT_033B","ACCT_033C","ACCT_033D","ACCT_033E","ACCT_034A","ACCT_034B","ACCT_034C","ACCT_034D","ACCT_034E","ACCT_035A","ACCT_035B","ACCT_035C","ACCT_035D","ACCT_035E"
1,6/30/2020 0:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5891385,0,0,20974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344045,0,0,0,0,0,0,0,0,0,0,0,0,0,299546,0,90,0,0,0,0,0,1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,18,32020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8033876,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5
6,6/30/2020 0:00:00,7,0,0,12523,0,0,0,0,0,0,0,0,0,0,0,299513,0,0,0,0,0,0,0,0,0,0,0,0,108215579,0,0,1285862,0,0,0,0,1093027,0,0,0,2630450,111627,0,0,0,0,738900,0,0,2136780,0,0,0,0,0,0,64704,0,0,19715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235000,3725000,0,36840621,0,0,604338,577353,7134784,3176185,2710354,5265988,0,0,0,0,0,1862453,0,800,0,0,0,0,0,46383,0,144809,0,119,0,378,0,0,8,0,11,0,27,0,0,5278,5497,55,92019,0,0,0,0,746000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5771586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,56161,0,0,0,0,12,56161,0,237093,38715,85952,0,497000,5234287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149122,0,0,3008803,0,0,0,2859681,0,0,0,0,3008803,178763413,0,0,0,0,0,0,0,0,0,0,39,54,4,0,58
12,6/30/2020 0:00:00,11,0,0,0,1178,0,0,0,0,0,0,0,0,0,0,26700,0,0,0,0,0,0,0,0,0,0,0,0,24348600,0,0,459405,0,0,0,0,747000,0,0,0,383779,24726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14387490,0,0,224898,247525,1113218,913341,306901,9034803,0,0,0,0,0,45283,0,281,0,0,0,0,0,16177,0,33693,0,34,0,138,0,0,1,0,16,0,24,0,0,3224,4414,10,32020,0,8964000,0,0,11205000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551443,0,0,0,0,0,0,248000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,63213,73,98173,3,3793,123,165179,1,117222,21918,23105,0,1245000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141399,0,0,0,141399,0,0,0,0,141399,51700154,0,0,0,0,0,0,0,0,0,0,39,78,135,4,217
13,6/30/2020 0:00:00,12,0,0,571,483,0,0,0,0,0,0,0,0,0,0,186185,0,0,0,0,0,0,0,0,0,0,0,0,153392430,0,0,2764107,0,0,0,0,0,0,0,0,48643047,95998,0,329235,0,0,19184912,0,0,1569030,0,0,0,0,0,0,0,0,180886,0,0,0,0,0,0,0,0,0,0,794987,0,397225,89804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,8500000,15500000,0,1936000,15009000,16041000,0,97075153,0,0,10532092,13564765,42379780,51653258,34646507,23357928,0,0,0,0,0,2847307,0,5778,0,0,0,0,0,84155,0,452378,0,0,0,1591,0,0,0,0,302,0,616,0,0,4745,3757,65,92019,0,100000,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,6,31533,2,791,0,0,8,32324,20,42427,39077,69852,0,0,1569030,0,0,0,1,0,59885,0,0,0,0,0,0,0,0,0,5080933,0,0,33939750,0,0,0,28858817,0,0,0,0,33939750,482804504,1,1,0,0,1,0,0,0,0,0,19,14,4,0,18
16,6/30/2020 0:00:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5319567,0,0,14055,0,0,0,0,0,0,0,0,291130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289339,0,0,0,0,239008,114128,0,0,0,0,0,0,0,541150,0,38,0,0,0,0,0,1793,0,15960,0,24,0,48,0,0,1,5,0,0,7,0,0,108,66,15,122019,0,350000,0,0,3667230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2180342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6597,22,0,0,1177230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7898749,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19,6/30/2020 0:00:00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493000,0,0,0,0,0,0,0,0,7003458,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6359536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2897,0,32,0,0,0,0,0,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1,62018,0,490000,0,0,490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588393,0,0,0,0,0,0,6359536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29665,0,0,0,29665,0,0,0,0,29665,6973793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6/30/2020 0:00:00,17,0,0,0,16561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77471054,0,0,486976,0,0,0,0,1245000,0,0,0,23520266,597707,0,851073,0,0,0,0,0,13422622,0,0,0,0,0,0,0,0,0,163054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29782436,0,0,5401969,781386,16512549,17953832,2047805,55245027,0,0,0,0,0,696145,0,821,0,0,0,0,0,35308,0,187572,0,867,0,1803,0,0,120,0,117,0,237,0,0,8784,1708,55,92019,0,13794000,0,0,14143200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2571662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,58745,5,58408,0,0,13,117153,0,138057,24059,113689,0,0,14427072,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53011,0,0,11020036,0,0,0,10967025,0,0,0,0,11020036,216838338,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10
26,6/30/2020 0:00:00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11624,0,0,0,0,0,0,0,0,0,0,0,0,9556023,0,0,0,0,0,0,0,5214000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3291469,0,0,0,0,0,1462860,0,0,0,0,0,0,0,396040,0,48,0,0,0,0,0,2144,0,14199,0,0,0,26,0,0,0,0,0,0,0,0,0,161,42,14,92018,0,2933000,0,0,4870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3538464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,696,0,0,0,10084000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831728,0,0,0,831728,0,0,0,0,831728,14676164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6/30/2020 0:00:00,21,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152898148,0,0,1247221,0,0,0,0,0,0,0,0,114385141,361442,0,2769200,0,0,72711935,0,0,5196968,0,0,0,0,0,0,496046,1397500,341248,107999,40304,30500,0,0,0,0,0,0,0,0,0,0,67229,0,14615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,0,40000000,0,0,0,0,0,180521572,0,0,15454397,6069795,46421439,69377736,6307071,197165240,0,0,0,0,0,513183,0,1363,0,0,0,0,0,168654,0,1702915,0,1307,0,4162,0,0,0,0,0,0,598,0,0,25,22035,14,62018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3137454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228045,100375,289371,0,0,5196968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1006888,0,0,29607656,0,0,0,28600768,0,0,0,0,29607656,708677744,3,2,0,1,3,0,0,0,0,0,66,162,14,13,189
42,6/30/2020 0:00:00,29,0,0,0,9905,0,0,0,0,0,0,0,0,0,0,92790,0,0,0,0,0,0,0,0,0,0,0,0,50914248,0,0,308805,0,0,0,0,2478000,0,0,0,4160100,104161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205555,0,0,43709,0,0,0,0,0,0,0,0,0,0,111342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16340497,0,0,1885935,271275,5323130,2304730,1568763,11594126,0,0,0,0,0,420615,0,1059,0,0,0,0,0,20350,0,240182,0,94,0,637,0,0,7,0,13,0,37,0,0,2693,893,14,92019,0,24175500,0,0,32088500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9152000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10517,1,1124,0,0,5,11641,14,53874,3519,70714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2695771,0,0,0,2695771,0,0,0,0,2695771,92597796,9,2,0,0,2,0,0,0,0,0,19,12,3,2,17
