"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003"
1729,6/30/2020 0:00:00,841,8151765,115623,203696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192000,4837765,2122000,0,0,8151765,44817,0,0,0,0,0,0,0,0,0,0,0,0,31632605,0,0,0,0,0,0,0,0,,0,34249661,0,0,0,0,0,0,0,0,0,0,0
1733,6/30/2020 0:00:00,843,63963743,35262421,2978487,0,0,0,0,1082073,0,0,465471,758369,2305913,0,0,0,0,0,0,146500,2684309,2540715,13988501,85245385,104605410,16125040,25140600,8081665,2533453,12082985,63963743,935712,3547561,-102517,0,0,0,0,0,0,0,0,0,0,594344303,0,0,0,0,0,0,0,0,,0,658162612,0,0,0,0,0,0,0,0,0,0,0
1739,6/30/2020 0:00:00,845,0,0,238167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11637,0,0,0,0,0,0,0,0,0,0,0,0,22917855,0,0,0,0,0,0,0,0,,0,26651333,0,0,0,0,0,0,0,0,0,0,0
1747,6/30/2020 0:00:00,848,0,343156820,35134191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56997721,51335515,51111805,88927974,139962241,388335256,0,0,0,0,0,0,1045881,1900189,0,0,0,0,0,0,2013099,0,0,0,0,1884627531,514,44271719,44271719,0,0,0,514,44271719,,0,2178232223,0,0,0,0,0,0,0,0,0,0,0
1748,6/30/2020 0:00:00,849,0,0,1692453,1742262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7659158,5794422,8178720,0,48839,21681139,0,0,0,0,0,0,129173,440074,0,0,0,0,0,0,0,0,0,0,0,143173649,0,0,0,0,0,0,0,0,,0,156873147,0,0,0,0,0,0,0,0,0,0,0
1750,6/30/2020 0:00:00,850,919097,0,821194,63874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,918742,0,0,919097,18477,0,0,0,0,0,0,0,0,-68,0,0,0,42143009,0,0,0,0,0,0,0,0,,0,47422851,0,0,0,0,0,0,0,0,0,0,0
1759,6/30/2020 0:00:00,851,0,0,2077942,587588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6182570,0,0,6182570,0,0,0,0,0,0,220892,16333,0,0,0,0,0,0,0,117223,0,0,0,203616389,43,2612980,2612980,0,0,0,43,2612980,,0,217728597,0,0,0,0,0,0,0,0,0,0,0
1784,6/30/2020 0:00:00,858,0,0,220021,0,0,0,0,149285,0,0,1023361,134966,1307612,0,0,0,0,0,0,4828622,7894855,2666841,927512,698891,17016721,0,0,0,0,0,0,533692,416983,-118003,0,0,0,0,0,-5839,0,0,0,0,91490723,0,0,0,0,0,0,0,0,,0,107837213,0,0,0,0,0,0,0,0,0,0,0
1785,6/30/2020 0:00:00,859,9322000,0,90219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2870000,3720000,2732000,0,0,9322000,0,0,0,0,0,0,0,0,0,0,0,0,0,58022616,0,0,0,0,0,0,0,0,,0,66387421,0,0,0,0,0,0,0,0,0,0,0
1787,6/30/2020 0:00:00,860,10143846,0,700055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11368717,26037646,18212267,950920,0,56569550,0,0,2146251,7997595,0,10143846,11304291,739238,0,0,0,0,0,0,0,461526,0,0,0,255699517,6,439751,439751,0,0,0,6,439751,,0,278398041,0,0,0,0,0,0,0,0,0,0,0
1788,6/30/2020 0:00:00,861,14752766,0,53337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41361,560684,122306,19523,0,743874,4627856,6780977,1753679,115131,1475123,14752766,0,13183,0,0,0,0,0,0,0,0,0,0,0,55387392,0,0,0,0,0,0,0,0,,0,60159044,0,0,0,0,0,0,0,0,0,0,0
1792,6/30/2020 0:00:00,863,0,31295418,1655142,0,0,0,0,1651519,0,0,0,0,1651519,5190189,23235978,26911054,301974,0,55639195,5146464,0,0,0,0,5146464,0,0,0,0,0,0,0,1122940,-311650,0,0,0,0,0,65672,0,0,0,0,307038833,0,0,0,0,0,0,0,0,,0,338790623,0,0,0,0,0,0,0,0,0,0,0
1810,6/30/2020 0:00:00,868,100000,0,348985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,20995063,8,72298,72298,0,0,0,8,72298,,0,23090230,0,0,0,0,0,0,0,0,0,0,0
1815,6/30/2020 0:00:00,872,120505309,199012360,4811759,0,0,0,0,0,0,0,2040359,3197289,5237648,0,0,0,0,0,0,141931270,107100474,93894979,202134058,6889898,551950679,29929274,72175103,8052122,10348810,0,120505309,2778153,17257160,-957579,0,0,0,0,0,-14667,328678,0,0,0,1739724129,246,3150343,2868409,0,0,0,188,2543407,,0,1965067416,0,0,0,0,0,0,0,0,0,0,0
1817,6/30/2020 0:00:00,873,0,0,35440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205053,1077496,3140843,1356225,1642937,7422554,0,0,0,0,0,0,0,308301,0,0,0,0,0,0,0,0,0,0,0,27503833,0,0,0,0,0,0,0,0,,0,33177126,0,0,0,0,0,0,0,0,0,0,0
1821,6/30/2020 0:00:00,874,0,566920,379582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9216074,3283908,9183577,2045073,0,23728632,0,0,0,0,0,0,244583,133463,0,0,0,0,0,0,0,-27125,0,0,0,42714992,0,0,0,0,0,0,0,0,,0,47542544,0,0,0,0,0,0,0,0,0,0,0
1827,6/30/2020 0:00:00,876,0,0,480082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18674054,0,0,0,0,0,0,0,0,,0,21740098,0,0,0,0,0,0,0,0,0,0,0
1829,6/30/2020 0:00:00,877,249842372,151955093,2624876,0,0,0,0,0,0,0,0,4931385,4931385,0,0,0,0,0,0,0,0,0,0,0,0,15585804,77682117,85249408,71325043,0,249842372,30670270,0,-288127,0,0,0,0,0,0,0,0,0,0,603465223,2,41521,37369,0,0,0,0,0,,0,664521748,0,0,0,0,0,0,0,0,0,0,0
1830,6/30/2020 0:00:00,878,10130133,33000000,1211200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8721291,914801,6728220,4484346,0,20848658,651260,4996425,4482448,0,0,10130133,692795,796415,0,0,0,0,0,0,0,0,0,0,0,255387229,0,0,0,0,0,0,0,0,,0,289178550,0,0,0,0,0,0,0,0,0,0,0
1838,6/30/2020 0:00:00,881,0,0,97975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4217301,0,0,0,0,0,0,0,0,,0,5031110,0,0,0,0,0,0,0,0,0,0,0
1842,6/30/2020 0:00:00,882,0,27015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3437988,0,0,0,0,0,0,0,0,,0,3743389,0,0,0,0,0,0,0,0,0,0,0
1845,6/30/2020 0:00:00,883,0,5111987,5489648,2185002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15131416,62804325,100308272,103821895,8278855,290344763,0,0,0,0,0,0,954394,9139010,0,0,0,0,0,0,0,1167150,0,0,0,953722993,0,0,0,0,0,0,0,0,,0,1068531856,0,0,0,0,0,0,0,0,0,0,0
1851,6/30/2020 0:00:00,885,0,0,7663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3037361,0,0,0,0,0,0,0,0,,0,3576101,0,0,0,0,0,0,0,0,0,0,0
1862,6/30/2020 0:00:00,890,0,2813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8089667,4581045,1613064,541179,0,14824955,0,0,0,0,0,0,0,185511,0,0,0,0,0,0,0,0,0,0,0,18318513,0,0,0,0,0,0,0,0,,0,21095465,0,0,0,0,0,0,0,0,0,0,0
1863,6/30/2020 0:00:00,891,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,1153875,0,0,0,0,0,0,0,0,,0,1215679,0,0,0,0,0,0,0,0,0,0,0
1866,6/30/2020 0:00:00,892,103375689,0,1655324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241156,2309198,509117,3059471,6492120,17424579,21111032,56632640,1715318,103375689,1827524,136624,0,0,0,0,0,0,0,0,0,0,0,301455391,0,0,0,0,0,0,0,0,,0,354451634,0,0,0,0,0,0,0,0,0,0,0
1869,6/30/2020 0:00:00,895,0,0,91988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29380599,0,0,0,0,0,0,0,0,,0,35084696,0,0,0,0,0,0,0,0,0,0,0
1870,6/30/2020 0:00:00,896,0,13747327,829729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5228701,13104668,13854816,3160965,0,35349150,0,0,0,0,0,0,29833,1127819,0,0,0,0,0,0,0,0,0,0,0,167071411,0,0,0,0,0,0,0,0,,0,189840667,0,0,0,0,0,0,0,0,0,0,0
1879,6/30/2020 0:00:00,902,0,0,564724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18388742,0,0,0,0,0,0,0,0,,0,20787966,0,0,0,0,0,0,0,0,0,0,0
1880,6/30/2020 0:00:00,903,0,0,142262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064977,318130,1128220,0,0,3511327,0,0,0,0,0,0,0,42498,0,0,0,0,0,0,0,0,0,0,0,65700219,0,0,0,0,0,0,0,0,,0,73775566,0,0,0,0,0,0,0,0,0,0,0
1882,6/30/2020 0:00:00,904,18211000,0,388931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6183000,9443000,2585000,0,0,18211000,20917,0,0,0,0,0,0,0,0,0,0,0,0,48404924,0,0,0,0,0,0,0,0,,0,55299276,0,0,0,0,0,0,0,0,0,0,0
1888,6/30/2020 0:00:00,906,0,0,586343,170647,0,0,0,0,0,0,0,0,0,1611350,0,0,0,0,1611350,0,0,0,0,0,0,0,0,0,0,0,0,37741,0,-102509,0,0,0,0,0,0,0,0,0,0,119941488,19,378600,378600,0,0,0,19,378600,,0,137050135,0,0,0,0,0,0,0,0,0,0,0
1904,6/30/2020 0:00:00,909,0,3861054,219137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34152538,0,0,0,0,0,0,0,0,,0,38590321,0,0,0,0,0,0,0,0,0,0,0
1909,6/30/2020 0:00:00,911,0,44956300,743634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112188354,0,0,0,0,112188354,0,0,0,0,0,0,0,161991,0,0,0,0,0,0,0,0,0,0,0,225849240,0,0,0,0,0,0,0,0,,0,254490256,0,0,0,0,0,0,0,0,0,0,0
1911,6/30/2020 0:00:00,912,13144000,2155420,739159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3014942,3353004,1034091,4733,7406770,10168000,2976000,0,0,0,13144000,513656,80251,0,0,0,0,0,0,0,170,0,0,0,126759143,0,0,0,0,0,0,0,0,,0,166388248,0,0,0,0,0,0,0,0,0,0,0
1941,6/30/2020 0:00:00,927,0,188582479,7081930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939068,17386522,2743061,0,0,22068651,0,0,0,0,0,0,2941893,200504,0,0,0,0,0,0,0,0,0,0,0,1244011003,0,0,0,108,299591,299591,0,0,,0,1364222314,0,0,0,0,0,0,0,0,0,0,0
1956,6/30/2020 0:00:00,933,0,0,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3762869,0,0,0,0,0,0,0,0,,0,4164534,0,0,0,0,0,0,0,0,0,0,0
1961,6/30/2020 0:00:00,936,2477000,0,1452139,0,0,0,0,72121,0,0,1123957,0,1196078,0,0,0,0,0,0,29007518,59860218,29790547,39303949,10807098,168769330,741000,1736000,0,0,0,2477000,766025,5019169,4931,0,0,0,0,0,0,2220,0,0,0,360407016,0,0,0,0,0,0,0,0,,0,405422482,0,0,0,0,0,0,0,0,0,0,0
1969,6/30/2020 0:00:00,938,0,0,1379141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4908022,11620706,5161535,484738,0,22175001,0,0,0,0,0,0,82480,615001,0,0,0,0,0,0,0,0,0,0,0,55914875,0,0,0,0,0,0,0,0,,0,63809972,0,0,0,0,0,0,0,0,0,0,0
1982,6/30/2020 0:00:00,945,0,44607611,3507210,938839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54097,495369,0,0,0,549466,0,0,0,0,0,0,1208333,11295,0,0,0,0,0,0,0,0,0,0,0,220204699,102,4558241,4523519,0,0,0,98,4484745,,0,240726372,0,0,0,0,0,0,0,0,0,0,0
1987,6/30/2020 0:00:00,946,0,0,47097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11709782,0,0,0,0,0,0,0,0,,0,14792866,0,0,0,0,0,0,0,0,0,0,0
1992,6/30/2020 0:00:00,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306644,0,0,0,0,0,0,0,0,,0,343259,0,0,0,0,0,0,0,0,0,0,0
1999,6/30/2020 0:00:00,949,0,694908118,22273019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292047043,322807542,25516319,0,0,640370904,0,0,0,0,0,0,4269463,10586711,0,0,0,0,0,0,0,3116912,0,0,0,6172687461,0,0,0,0,0,0,0,0,,0,7193030262,0,0,0,0,0,0,0,0,0,0,0
2003,6/30/2020 0:00:00,950,0,210196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4861,0,0,0,0,0,0,0,0,0,0,0,0,2599413,0,0,0,0,0,0,0,0,,0,3353002,0,0,0,0,0,0,0,0,0,0,0
2008,6/30/2020 0:00:00,954,10392000,0,554608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3920000,4022000,2450000,0,0,10392000,30247,0,0,0,0,0,0,0,0,0,0,0,0,39457692,0,0,0,0,0,0,0,0,,0,45437820,0,0,0,0,0,0,0,0,0,0,0
2021,6/30/2020 0:00:00,961,0,0,13795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43576,0,0,0,0,0,0,0,0,0,0,0,0,11564820,0,0,0,0,0,0,0,0,,0,13551780,0,0,0,0,0,0,0,0,0,0,0
2024,6/30/2020 0:00:00,962,0,16482988,2383059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6685436,24055157,5549614,4345959,0,40636166,0,0,0,0,0,0,539544,778668,0,0,0,0,0,0,0,88125,0,0,0,411606129,0,0,0,0,0,0,0,0,,0,454100160,0,0,0,0,0,0,0,0,0,0,0
2037,6/30/2020 0:00:00,965,0,0,682617,4168,0,0,0,0,0,0,0,0,0,389710,261703,363542,1460652,0,2475607,0,0,0,0,0,0,0,0,0,0,0,0,334288,0,17902,0,0,0,0,0,0,0,0,0,0,76419617,0,0,0,0,0,0,0,0,,0,86651546,0,0,0,0,0,0,0,0,0,0,0
2041,6/30/2020 0:00:00,966,9672574,0,3168111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508769,5163805,0,0,0,9672574,373911,0,0,0,0,0,0,0,0,0,0,0,0,111295482,0,0,0,0,0,0,0,0,,0,124851158,0,0,0,0,0,0,0,0,0,0,0
2046,6/30/2020 0:00:00,969,0,0,39889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,0,0,0,0,0,0,0,0,0,0,0,0,14405112,0,0,0,0,0,0,0,0,,0,15777234,0,0,0,0,0,0,0,0,0,0,0
2049,6/30/2020 0:00:00,970,0,1229841,164276,0,0,0,0,0,0,2022055,0,0,2022055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208808,0,0,0,0,0,0,0,0,0,0,0,0,43980403,0,0,0,0,0,0,0,0,,0,51146567,0,0,0,0,0,0,0,0,0,0,0
2051,6/30/2020 0:00:00,972,1844000,0,1227495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649000,1195000,0,0,0,1844000,237783,0,0,0,0,0,0,0,0,0,0,0,0,42932512,0,0,0,0,0,0,0,0,,0,48682598,0,0,0,0,0,0,0,0,0,0,0
2056,6/30/2020 0:00:00,975,0,0,143752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23995,0,0,0,0,0,0,0,0,0,0,0,0,7475822,0,0,0,0,0,0,0,0,,0,8140891,0,0,0,0,0,0,0,0,0,0,0
2065,6/30/2020 0:00:00,982,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17196,0,0,0,0,0,0,0,0,0,0,0,0,5991219,0,0,0,0,0,0,0,0,,0,6510408,0,0,0,0,0,0,0,0,0,0,0
2068,6/30/2020 0:00:00,983,0,0,395874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4125633,2793706,779381,0,0,7698720,0,0,0,0,0,0,18512,149720,0,0,0,0,0,0,0,0,0,0,0,27973980,32,474966,474966,0,0,0,32,474966,,0,30337761,0,0,0,0,0,0,0,0,0,0,0
2073,6/30/2020 0:00:00,985,465829,376366,856314,626717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8350,0,0,0,0,8350,234815,231014,0,0,0,465829,233652,438,0,0,0,0,0,0,0,14201,0,0,0,129959238,27,694218,694218,0,0,0,27,694218,,0,140454884,0,0,0,0,0,0,0,0,0,0,0
2077,6/30/2020 0:00:00,986,0,0,267554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4194,0,0,0,0,0,0,0,0,0,0,0,0,3357708,0,0,0,0,0,0,0,0,,0,3666989,0,0,0,0,0,0,0,0,0,0,0
2098,6/30/2020 0:00:00,994,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116941,0,0,0,0,0,0,0,0,,0,161375,0,0,0,0,0,0,0,0,0,0,0
2099,6/30/2020 0:00:00,995,0,377292676,20777281,5753651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26653902,6976773,2701114,13220921,0,49552710,0,0,0,0,0,0,2491377,1445811,0,0,0,0,0,0,0,0,0,0,0,3884785094,0,0,0,0,0,0,0,0,,0,4258338214,0,0,0,0,0,0,0,0,0,0,0
2107,6/30/2020 0:00:00,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6271683,0,0,0,0,0,0,0,0,,0,6859724,0,0,0,0,0,0,0,0,0,0,0
2112,6/30/2020 0:00:00,1000,0,0,595625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096585,8483898,18297525,2143995,0,30022003,0,0,0,0,0,0,208270,624491,0,0,0,0,0,0,0,-161,0,0,0,74930189,0,0,0,0,0,0,0,0,,0,86059637,0,0,0,0,0,0,0,0,0,0,0
2115,6/30/2020 0:00:00,1002,0,2469529,1544919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5299049,0,0,0,0,5299049,0,0,0,0,0,0,0,121975,0,0,0,0,0,0,0,0,0,0,0,98114100,0,0,0,0,0,0,0,0,,0,109524816,0,0,0,0,0,0,0,0,0,0,0
2127,6/30/2020 0:00:00,1010,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6170203,0,0,0,0,0,0,0,0,,0,6889483,0,0,0,0,0,0,0,0,0,0,0
2131,6/30/2020 0:00:00,1012,8462485,31942474,12134826,0,0,0,0,0,0,0,0,0,0,144149,0,0,1918532,1303913,3366594,2896048,14099624,7893419,1493755,2496883,28879729,3666531,1579507,1748382,297885,1170180,8462485,332883,929649,-89157,0,0,0,0,0,0,0,0,0,0,547013801,134,10757490,10722645,0,0,0,129,10687800,,0,585624534,0,0,0,0,0,0,0,0,0,0,0
2141,6/30/2020 0:00:00,1015,35468000,18315041,897382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6499585,10783431,0,0,17283016,13043000,14220000,8155000,50000,0,35468000,170740,23016,0,0,0,0,0,0,0,0,0,0,0,131564701,0,0,0,0,0,0,0,0,,0,149013086,0,0,0,0,0,0,0,0,0,0,0
2155,6/30/2020 0:00:00,1019,0,0,42779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437004,0,0,0,0,0,0,0,0,0,0,0,0,47224205,0,0,0,0,0,0,0,0,,0,61657923,0,0,0,0,0,0,0,0,0,0,0
2157,6/30/2020 0:00:00,1021,5534882,36133396,10610888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37204064,16603365,2190551,5527867,2078200,63604047,393437,2443180,1952432,745833,0,5534882,632637,1233183,0,0,0,0,0,0,0,2733,0,0,0,488552633,2,14385,10919,0,0,0,0,0,,0,534874403,0,0,0,0,0,0,0,0,0,0,0
2158,6/30/2020 0:00:00,1022,0,0,71178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4066,0,0,0,0,0,0,0,0,0,0,0,0,8273966,0,0,0,0,0,0,0,0,,0,9543209,0,0,0,0,0,0,0,0,0,0,0
2168,6/30/2020 0:00:00,1024,0,0,268021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25272490,0,0,0,0,0,0,0,0,,0,28431568,0,0,0,0,0,0,0,0,0,0,0
2181,6/30/2020 0:00:00,1027,1800000,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,1050000,0,0,0,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,3221580,0,0,0,0,0,0,0,0,,0,4046977,0,0,0,0,0,0,0,0,0,0,0
2182,6/30/2020 0:00:00,1028,10584000,1499684,2845423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6864000,2973000,747000,0,0,10584000,1883564,0,0,0,0,0,0,0,0,0,0,0,0,205268436,0,0,0,0,0,0,0,0,,0,221785821,0,0,0,0,0,0,0,0,0,0,0
2187,6/30/2020 0:00:00,1032,0,2283587,1992116,717372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21243753,15642320,4662617,18004616,0,59553306,0,0,0,0,0,0,402336,445035,0,0,0,0,0,0,0,516709,0,0,0,328701609,0,0,0,0,0,0,0,0,,0,359339859,0,0,0,0,0,0,0,0,0,0,0
2191,6/30/2020 0:00:00,1034,0,232287837,20043995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65283386,66866435,18912841,0,0,151062662,0,0,0,0,0,0,832488,2400522,0,0,0,0,0,0,0,0,0,0,0,1143971999,0,0,0,0,0,0,303,15440522,,0,1303831301,0,0,0,0,0,0,0,0,0,0,0
2208,6/30/2020 0:00:00,1041,1939000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975000,621000,343000,0,0,1939000,0,0,0,0,0,0,0,0,0,0,0,0,0,5458503,0,0,0,0,0,0,0,0,,0,6918638,0,0,0,0,0,0,0,0,0,0,0
2209,6/30/2020 0:00:00,1042,0,0,1494327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116229959,0,0,0,218,1345087,1304734,0,0,,0,126775482,0,0,0,0,0,0,0,0,0,0,0
2211,6/30/2020 0:00:00,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368775,0,0,0,0,0,0,0,0,,0,1501164,0,0,0,0,0,0,0,0,0,0,0
2226,6/30/2020 0:00:00,1052,66792889,0,3591638,1036809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8754928,38516616,19521345,0,0,66792889,642843,0,0,0,0,0,0,0,0,0,0,0,0,397721861,54,1080679,0,0,0,0,54,1080679,,0,439580180,0,0,0,0,0,0,0,0,0,0,0
2227,6/30/2020 0:00:00,1053,1100000,0,1584304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922973,0,0,0,0,1922973,300000,500000,300000,0,0,1100000,0,321095,0,0,0,0,0,0,0,0,0,0,0,96691578,0,0,0,0,0,0,0,0,,0,106970557,0,0,0,0,0,0,0,0,0,0,0
2237,6/30/2020 0:00:00,1058,0,8828940,640891,-163336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91127,0,0,0,0,0,0,0,0,0,751957,0,0,32984952,0,0,0,0,0,0,21,751957,,0,34727779,0,0,0,0,0,0,0,0,0,0,0
