"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
1,6/30/2021 0:00:00,2,0,0,0,0,7145173,1724167,0,10000520,0,7145173,1724167,0,8,0,3,11,0,0,0,0,92019,2,0,0,0,0,0,0,0,188737,0,1256,0,0,0,0,0,0,0,0,0,0,0,14414,0,0,0,0,0,0,0,0,89556,107,6382,76035,311,4573,1584,0,0,0,0,5088,3167,3001461,0,0,2282438,0,0,0,0,0,827158,0,0,0,0,85,323,0,1317,0,0,1725,0,0,0,0,0,60,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,189993,159270,51253,30442,0,23720,0,2698,0,0,0,0,0,0,0,0,67326,1259965,0,752698,0,0,0,0,595,0,0,0,1123641,1123.5826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,10629,1582,6779,4279,0,0,4279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6/30/2021 0:00:00,7,0,0,0,0,192736518,3885228,2967791,226268659,0,192736518,6862228,4950791,75,8,3,86,0,0,0,0,122020,2,0,0,0,8,12,0,0,4646442,0,138571,0,0,0,0,0,0,0,0,0,0,0,730436,0,0,0,0,0,0,0,0,3026338,46974,228579,2075439,125414,304209,133137,0,0,0,0,20837,33677,51488884,0,0,24423774,0,0,0,0,13019135,18699832,0,0,0,230333,515,13345,427,32795,199,151,52392,0,0,0,0,5,99,0,0,5,49,0,0,0,85,7,0,0,0,0,196,0,4785013,4507569,2791887,214823,0,1304852,0,381008,50263,0,0,0,0,0,0,0,6819490,38149570,0,22772280,0,0,0,0,17491,0,0,0,17003733,751.4842,0,0,0,5700,13915,0,0,0,0,0,0,0,0,0,0,0,76,106,9,11,0,0,0,0,13,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9560000,0,0,12878885,1715,302104,98259,24276,4247,126782,0,0,0,0,0,0,0,2510,0,0,0,0,0,0,3492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12,6/30/2021 0:00:00,11,0,0,0,0,57665946,1265977,243010,61586661,0,57665946,1265977,243010,73,5,0,78,0,0,0,0,32021,2,0,0,0,0,0,0,0,1044449,0,48544,0,0,0,0,0,0,0,0,0,0,0,516695,0,0,0,0,0,0,0,0,764875,18018,221963,309662,21406,141786,321385,0,0,0,0,5225,34362,4166174,0,0,3741184,0,0,0,0,3700916,4616931,0,0,0,0,184,6321,183,13671,2628,401,23388,0,0,0,0,10,15,0,0,0,15,0,0,0,25,2,0,0,0,0,0,0,1092993,1022966,1077763,25027,0,262047,0,41743,1009,0,0,0,0,0,0,0,882932,5310253,4233000,20972486,0,0,0,0,5816,0,-2364474,0,4594325,745.9935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,74,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6163381,1801,37352,46991,3250,0,50241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,6/30/2021 0:00:00,12,0,6000000,13000000,0,486324006,56236407,27814250,687533643,0,501333006,72277407,27814250,35,5,0,40,0,0,0,0,122020,2,0,0,0,4,4,0,0,10593392,0,31368,0,0,0,0,0,0,0,0,0,0,0,1859837,0,0,0,0,0,0,0,0,4254841,35852,349321,2696405,142636,597065,199922,0,0,0,0,70457,33400,185064153,0,0,192708483,0,0,0,0,8378739,15268575,0,0,-76138,0,4457,27963,1594,59172,44,511,93748,0,0,0,0,25,90,87421,0,0,25,0,0,0,108,0,0,0,0,0,355,0,10624760,7288485,5592996,3324179,0,4501582,0,0,0,0,5000000,0,5000000,0,0,0,4619775,101195878,0,3345981,0,0,0,0,24001,0,-1468351,0,64035708,931.3829,0,48186447,0,464567,0,0,0,0,0,0,0,0,0,0,0,0,184,545,0,60,0,344,0,0,92,144,0,1,0,106,0,0,13897,336821651,0,13897,0,336821651,0,0,0,0,0,50000000,0,0,205304,1640,369473,30693,19110,0,49803,0,0,0,0,0,155265,144203,0,0,1668361,127522,8505,0,136027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
16,6/30/2021 0:00:00,14,0,0,0,0,8569933,210472,0,10047513,0,8569933,210472,0,2,1,0,3,0,0,0,0,22021,2,0,0,0,0,1,0,0,85118,0,43341,0,0,0,0,0,0,0,0,0,0,0,14377,0,0,0,0,0,0,0,0,97276,0,1800,25111,515,32967,8118,0,0,0,0,691,513,860067,0,0,641544,0,0,0,0,137493,183602,0,0,0,0,88,356,17,1272,0,0,1733,0,0,0,0,0,35,0,0,1,35,0,0,0,3,1,0,0,0,0,0,0,128459,122067,28090,6392,0,-16834,0,40342,6075,0,0,0,0,0,0,0,110642,2449439,0,3764637,0,0,0,0,325,0,0,0,1274047,1268.0222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,6815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,6/30/2021 0:00:00,16,0,0,0,0,7475998,0,0,10300248,0,7475998,0,0,0,0,0,0,0,0,0,0,62020,3,0,0,0,0,0,0,0,34152,0,41666,0,0,0,0,0,0,0,0,0,0,0,2105,0,0,0,0,0,0,0,0,31656,0,7038,6062,1855,246,11872,0,0,0,0,700,799,217923,0,0,355449,0,0,0,0,0,370783,0,0,0,0,0,0,0,1965,0,0,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,75818,71966,3086,2262,0,14824,2857,0,0,0,0,0,0,0,0,0,30,1200312,0,8069281,0,0,0,0,0,0,0,0,2810214,2728.2974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6/30/2021 0:00:00,17,0,0,0,0,244274595,14040302,4612789,302932316,0,244274595,14040302,4612789,2,2,4,8,0,0,0,0,92020,2,0,0,0,1,6,0,0,4040361,0,160005,0,0,0,0,0,0,0,0,0,0,0,93399,0,0,0,0,0,0,0,0,1329039,9589,192474,772686,110260,519000,219985,0,200837,0,0,30796,25717,41862912,0,0,12483379,0,0,0,0,14522253,15462893,0,0,-53032,0,2030,9305,1484,21384,0,1579,35782,0,0,0,0,25,25,0,0,105,25,0,0,0,30,0,0,0,0,0,0,0,4200366,3291162,871527,692537,0,752306,0,0,141724,0,0,0,0,0,0,0,1044248,32862034,5000000,57993874,0,0,0,0,8845,0,-458797,0,38173161,1260.1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37,0,0,0,0,7,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14516826,0,0,263895,1638.97,16127,0,0,18127,18127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6/30/2021 0:00:00,19,0,0,0,0,16377482,1338907,0,19838054,0,16377482,1338907,0,2,0,0,2,0,0,0,0,122020,3,0,0,0,0,1,0,0,134347,0,64670,0,0,0,0,0,0,0,0,0,0,0,48653,0,0,0,0,0,0,0,0,105812,151,18186,36971,3736,-1871,69437,0,0,0,0,1706,8930,1141625,0,0,1575242,0,0,0,0,251386,118101,0,0,0,0,173,663,0,1318,25,0,2179,0,0,0,0,0,90,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,199017,183024,48653,15993,0,-11381,0,111464,0,0,0,0,0,0,0,0,336044,592498,0,13116464,0,0,0,0,525,0,0,0,1974266,995.1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000,0,60686,1699,0,0,0,0,0,0,0,0,0,0,62201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6/30/2021 0:00:00,21,0,0,0,0,808222002,29864241,9400467,989657707,0,808222002,29864241,9400467,227,42,47,316,0,0,0,0,62020,2,0,0,0,38,17,0,0,19730957,0,244560,0,0,0,0,0,0,0,0,0,0,0,6802256,0,0,0,0,0,0,0,0,12294325,63013,1476919,2600013,532638,917305,1737186,0,0,0,0,89818,102411,270298495,0,0,30661168,0,0,0,0,51200,59820264,0,0,-22771,22278,7684,52181,2997,104349,0,9294,176505,0,0,0,0,20,20,0,4581,0,20,0,0,0,269,13,0,0,0,0,0,0,19975517,16499476,10064593,2498226,0,6750441,0,5354,259,0,0,0,0,0,0,944251575,7841951,15956111,0,85877241,0,0,0,0,55007,0,-6326173,0,80480932,852.3251,0,434932014,0,570462,20802284,0,0,0,0,0,0,0,0,0,0,0,715,1171,12,0,0,198,0,0,381,175,0,0,0,28,0,0,13152,205871985,0,13152,0,205871985,0,0,0,44528791,44528791,305801705,0,0,11338894,1665,901751,453521,52631,169465,675617,0,0,0,0,0,461605,114618,212110,23261,2962595,1360407,385073,97480,1842960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,5,0,0,0,1,1,8,4,1,3,8,0,0,0,0,0,0,0,0
42,6/30/2021 0:00:00,29,0,0,0,0,103525560,3040587,1290075,118288093,0,103525560,3040587,1290075,17,1,2,20,0,0,0,0,92020,2,0,0,0,5,0,0,0,1338792,0,149158,0,0,0,0,0,0,0,0,0,0,0,301959,0,0,0,0,0,0,0,0,692587,4252,66270,253647,49535,112149,474364,0,0,0,0,11095,11649,2694903,0,0,14322220,0,0,0,0,2660103,4100527,0,0,-14753,-28829,458,7214,385,12670,36,234,20997,0,0,0,0,23,122,0,0,4,96,0,0,0,15,8,0,0,0,0,0,0,1487950,1413011,668147,123647,0,405610,0,0,0,0,0,0,0,0,0,0,1229432,16317775,0,37454000,0,0,0,0,5770,0,0,0,9998749,845.2879,0,0,0,0,18143,0,0,0,0,0,0,0,0,0,0,0,51,147,0,0,0,0,3,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,851019,1624,378229,105776,0,43709,149485,0,0,0,0,0,238478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
