"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
135,6/30/2021 0:00:00,70,0,0,0,0,0,0,957011,957011,0,0,0,0,3036680,0,3036680,0,0,0,0,0,0,0,0,0,0,0,0,27462,0,27462,120327,0,120327,5093869,5093869,0,952389,0,952389,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,2,165,178,0,0,0,0,0,0,398
138,6/30/2021 0:00:00,72,0,0,0,0,0,0,725399,725399,0,0,0,0,2153812,0,2153812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2922005,2922005,0,42794,0,42794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,31,0,0,0,0,0,0,76
146,6/30/2021 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
147,6/30/2021 0:00:00,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
150,6/30/2021 0:00:00,77,0,0,0,0,0,0,15300524,15300524,0,0,0,0,65838337,0,65838337,0,0,0,0,0,0,0,0,0,0,0,0,15733622,0,15733622,0,5830177,5830177,110818920,104988743,5830177,8116260,0,8116260,0,48,0,0,0,0,0,0,0,25,0,27,27,0,21,0,2,21,48,273,660,9,0,0,0,0,0,59
151,6/30/2021 0:00:00,78,0,0,0,0,0,0,29505404,29505404,0,0,0,0,112054960,0,112054960,0,0,0,0,0,0,0,0,0,0,0,0,26350523,0,26350523,0,0,0,169237595,169237595,0,1326708,0,1326708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306,1524,0,0,0,0,0,0,189
153,6/30/2021 0:00:00,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,6/30/2021 0:00:00,83,0,0,0,0,0,0,66759186,66759186,0,45189360,45189360,0,82541186,0,82541186,0,175000,175000,3043529,0,3043529,0,0,0,41273058,41273058,0,8437288,0,8437288,9105032,0,9105032,218591414,218591414,0,6559362,0,6559362,2025,5,6,1312,0,0,212,0,65,5,312,5,318,395,0,30,0,435,2030,4260,1099,2272,4,0,0,0,4,3296
162,6/30/2021 0:00:00,85,0,0,0,0,0,0,9050536,9050536,0,0,0,0,11970373,0,11970373,0,0,0,0,0,0,0,0,0,0,0,0,2560162,0,2560162,0,0,0,25354309,25354309,0,1773238,0,1773238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,162,0,0,0,0,0,0,76
167,6/30/2021 0:00:00,87,0,0,0,0,0,0,4308815,4206940,101875,5364364,5364364,0,6802140,0,6802140,0,0,0,0,0,0,143822,0,143822,7233044,7233044,0,1497153,0,1497153,1491180,0,1491180,19463652,19361777,101875,0,0,0,599,1,2,14,0,0,118,0,0,0,345,1,346,238,0,193,0,254,600,1219,513,0,34,0,0,0,34,2502
168,6/30/2021 0:00:00,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435000,435000,0,435000,0,435000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4,0,0,0,0,0,0,231
169,6/30/2021 0:00:00,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,6/30/2021 0:00:00,91,0,0,0,0,0,0,197070,197070,0,580674,580674,0,27291159,0,27291159,0,0,0,279793,0,279793,0,0,0,0,0,0,79687,0,79687,4202721,0,4202721,32984072,32984072,0,632761,0,632761,56,11,15,3,0,0,8,1,17,4,30,7,37,8,4,4,1,26,67,649,69,4,0,0,0,0,0,1183
176,6/30/2021 0:00:00,92,0,0,0,0,0,0,9847000,9847000,0,0,0,0,67686000,0,67686000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40486000,0,40486000,163213000,163213000,0,45194000,0,45194000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759,404,0,0,0,0,0,0,1894
177,6/30/2021 0:00:00,93,0,0,0,0,0,0,407537,407537,0,0,0,0,42858167,0,42858167,0,0,0,0,0,0,0,0,0,0,0,0,23058663,0,23058663,0,0,0,78605267,78605267,0,12280900,0,12280900,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,364,27,0,0,0,0,0,0,77
181,6/30/2021 0:00:00,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,6/30/2021 0:00:00,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17522,17522,0,454963,0,454963,100640,0,100640,562238,562238,0,6635,0,6635,7,0,0,0,0,0,2,0,4,0,7,0,7,0,0,1,0,0,7,41,1,6,0,0,0,0,0,36
195,6/30/2021 0:00:00,104,0,0,0,0,0,0,0,0,0,0,0,0,410004,0,410004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615827,615827,0,205823,0,205823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,130
196,6/30/2021 0:00:00,105,0,64011,64011,0,0,0,50041906,50041906,0,1128198,1128198,0,411160945,0,411160945,0,0,0,217334,0,217334,0,0,0,5019221,5019221,0,0,0,0,15472137,0,15472137,559402825,559338814,64011,81535628,0,81535628,428,3,3,3,0,0,97,3,147,0,275,3,278,147,0,26,0,153,431,2855,5635,13,0,0,0,0,0,3973
198,6/30/2021 0:00:00,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,33
199,6/30/2021 0:00:00,108,0,0,0,0,0,0,0,0,0,733335,733335,0,16957,0,16957,0,0,0,0,0,0,0,0,0,0,0,0,160018,0,160018,1581179,0,1581179,6217437,6217437,0,3725948,0,3725948,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,630,4,0,0,0,0,0,0,366
200,6/30/2021 0:00:00,109,0,0,0,0,0,0,407475,407475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407475,407475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,10
205,6/30/2021 0:00:00,112,0,0,0,0,0,0,4426906,4426906,0,0,0,0,21952113,0,21952113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16888,0,16888,32362650,32362650,0,5966743,0,5966743,0,4,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,4,1036,336,0,0,0,0,0,0,124
216,6/30/2021 0:00:00,116,0,0,0,0,0,0,2873938,2873938,0,0,0,0,8735891,0,8735891,0,0,0,0,0,0,0,0,0,0,0,0,780537,0,780537,750801,0,750801,14609751,14609751,0,1468584,0,1468584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,114,0,0,0,0,0,0,3
220,6/30/2021 0:00:00,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
224,6/30/2021 0:00:00,119,0,0,0,0,0,0,1055037,1055037,0,0,0,0,4507973,0,4507973,0,0,0,0,0,0,0,0,0,0,0,0,99633,0,99633,0,0,0,7958283,7958283,0,2295640,0,2295640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,134,0,0,0,0,0,0,316
227,6/30/2021 0:00:00,121,0,173173,173173,0,0,0,1756706540,1595975224,160731316,0,0,0,7906661403,0,7906661403,0,0,0,277221214,0,277221214,0,0,0,446870945,446870945,0,157270204,0,157270204,317467000,0,317467000,10138278320,9977373831,160904489,0,0,0,880,17,0,0,0,0,0,0,70,15,80,15,95,800,2,0,0,802,897,25641,40614,2,0,0,0,0,0,38097
233,6/30/2021 0:00:00,124,0,0,0,0,0,0,2428207,2428207,0,0,0,0,19539172,0,19539172,0,0,0,0,0,0,0,0,0,0,0,0,1707233,0,1707233,0,0,0,25073612,25073612,0,1399000,0,1399000,0,12,0,0,0,0,0,0,0,0,0,11,11,0,1,0,11,1,12,475,519,0,0,0,0,0,0,323
234,6/30/2021 0:00:00,125,0,0,0,0,0,0,0,0,0,0,0,0,8356563,0,8356563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8356563,8356563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,18,0,0,0,0,0,0,101
240,6/30/2021 0:00:00,128,0,0,0,0,0,0,0,0,0,0,0,0,6002757,0,6002757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6002757,6002757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,169,0,0,0,0,0,0,51
242,6/30/2021 0:00:00,129,0,0,0,0,0,0,1456421,1456421,0,2046048,2046048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5996736,5996736,0,2494267,0,2494267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,59,0,0,0,0,0,0,1012
256,6/30/2021 0:00:00,136,0,0,0,0,0,0,12236316,12236316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148823,148823,0,4839101,0,4839101,0,0,0,17075417,17075417,0,0,0,0,14,1,0,0,0,0,0,0,12,1,12,1,13,2,0,0,0,2,15,391,428,0,0,0,0,0,0,194
258,6/30/2021 0:00:00,137,0,0,0,0,0,0,454948,454948,0,0,0,0,37115112,0,37115112,0,0,0,0,0,0,0,0,0,0,0,0,118268,0,118268,2014032,0,2014032,39731827,39731827,0,29467,0,29467,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,298,53,2,0,0,0,0,0,610
262,6/30/2021 0:00:00,139,0,0,0,0,0,0,3802829,3802829,0,0,0,0,810641,0,810641,0,0,0,0,0,0,0,0,0,0,0,0,1317595,0,1317595,0,0,0,6808986,6808986,0,877921,0,877921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,73,0,0,0,0,0,0,55
264,6/30/2021 0:00:00,141,0,0,0,0,0,0,6569676,6569676,0,0,0,0,7365101,0,7365101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473438,0,473438,16471759,16471759,0,2063544,0,2063544,0,6,0,0,0,0,0,0,0,6,0,6,6,0,0,0,0,0,6,152,294,0,0,0,0,0,0,76
266,6/30/2021 0:00:00,143,0,0,0,0,0,0,9303119,9303119,0,0,0,0,12754366,0,12754366,0,0,0,0,0,0,0,0,0,0,0,0,4050244,0,4050244,0,0,0,26557640,26557640,0,449911,0,449911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,296,0,0,0,0,0,0,14
274,6/30/2021 0:00:00,149,0,0,0,0,0,0,3841581,3841581,0,826870,826870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673451,0,673451,5341902,5341902,0,0,0,0,17,0,0,0,0,0,0,0,7,0,7,0,8,9,0,0,0,10,17,78,290,0,0,1,0,0,1,857
275,6/30/2021 0:00:00,150,0,0,0,0,0,0,0,0,0,0,0,0,530308,0,530308,93143,93143,0,0,0,0,0,0,0,93143,93143,0,58357,0,58357,0,0,0,588665,588665,0,0,0,0,122,0,0,0,0,0,2,0,0,0,3,0,3,119,0,0,0,119,122,23,1,0,1,0,0,0,1,120
276,6/30/2021 0:00:00,151,0,0,0,0,0,0,0,0,0,0,0,0,625761,0,625761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625761,625761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,16
277,6/30/2021 0:00:00,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
287,6/30/2021 0:00:00,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
288,6/30/2021 0:00:00,155,0,0,0,0,0,0,283120,283120,0,0,0,0,488108,0,488108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771228,771228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,83
294,6/30/2021 0:00:00,160,0,0,0,0,0,0,21114237,21114237,0,0,0,0,52206478,0,52206478,0,0,0,1451980,0,1451980,0,0,0,1585980,1585980,0,72326,0,72326,8950309,0,8950309,82475074,82475074,0,131724,0,131724,29,67,0,0,0,0,0,0,0,62,7,67,74,22,0,7,0,22,96,879,963,0,0,0,0,0,0,668
303,6/30/2021 0:00:00,166,0,0,0,0,0,0,2378795,2378795,0,0,0,0,20380800,0,20380800,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,10000,1263791,0,1263791,24135622,24135622,0,102236,0,102236,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,153,225,0,0,0,0,0,0,14
306,6/30/2021 0:00:00,168,0,0,0,0,0,0,3441703,3441703,0,0,0,0,5630906,0,5630906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11996609,11996609,0,2924000,0,2924000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,256,0,0,0,0,0,0,159
319,6/30/2021 0:00:00,173,0,0,0,0,0,0,19096613,18638441,458172,0,0,0,36453266,0,36453266,0,0,0,0,0,0,0,0,0,0,0,0,6893304,0,6893304,0,0,0,66995541,66537369,458172,4552358,0,4552358,0,30,0,0,0,0,0,3,0,18,0,30,30,0,0,0,9,0,30,365,913,0,0,0,0,0,0,16
320,6/30/2021 0:00:00,174,0,0,0,0,0,0,4881825,4881825,0,0,0,0,4289510,0,4289510,0,0,0,0,0,0,0,0,0,0,0,0,2029210,0,2029210,0,0,0,11200545,11200545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,112,0,0,0,0,0,0,2
339,6/30/2021 0:00:00,182,0,0,0,0,0,0,236439,236439,0,0,0,0,993589,0,993589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230028,1230028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,13,0,0,0,0,0,0,14
