"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047"
4374,6/30/2021 0:00:00,1939,0,0,616343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66247476,0,0,0,0,0,0,0,0,,0,73538692,0,0,0,0,0,0,0,0,0,0,0,234933,0,0,0
4393,6/30/2021 0:00:00,1942,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,0,0,0,0,0,0,0,0,0,0,0,0,4215253,0,0,0,0,0,0,0,0,,0,5333112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4395,6/30/2021 0:00:00,1943,0,0,713005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501999,3956934,10221155,25348256,4787640,44815984,0,0,0,0,0,0,0,-444907,0,0,0,0,0,0,0,0,0,0,0,89272451,0,0,0,0,0,0,0,0,,0,99555469,0,0,0,0,0,0,0,0,0,0,0,84618,0,0,89892
4400,6/30/2021 0:00:00,1946,0,0,2484774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144407,0,0,0,0,0,0,0,0,0,0,0,0,127809624,0,0,0,0,0,0,0,0,,0,145743394,0,0,0,0,0,0,0,0,0,0,0,511780,0,0,0
4401,6/30/2021 0:00:00,1947,0,0,1599736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1813735,9938685,5266972,14722983,10278044,42020419,0,0,0,0,0,0,245289,911063,0,0,0,0,0,0,0,0,0,0,0,132363852,0,0,0,0,0,0,0,0,,0,149174591,0,0,0,0,0,0,0,0,0,0,0,15838,0,0,0
4416,6/30/2021 0:00:00,1950,0,0,172866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5607,0,0,0,0,0,0,0,0,0,0,0,0,161389,0,0,0,0,0,0,0,0,,0,298987,0,0,0,0,0,0,0,0,0,0,0,1890,0,0,0
4427,6/30/2021 0:00:00,1954,5585468,0,216409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3121548,2331251,132669,5585468,0,0,0,0,0,0,0,0,0,0,0,0,0,33925827,0,0,0,0,0,0,0,0,,0,38261258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4441,6/30/2021 0:00:00,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10195256,0,0,0,0,0,0,0,0,,0,12057458,0,0,0,0,0,0,0,0,0,0,0,15344,0,0,0
4461,6/30/2021 0:00:00,1967,0,0,423524,0,1,0,106512,101974,162570,0,871071,606642,1742257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24539,0,0,0,0,0,0,0,0,0,0,0,0,35427904,0,0,0,0,0,0,0,0,Fiscal Year 2021,0,41888937,0,0,0,0,0,0,0,0,0,0,0,5998,0,25698,0
4472,6/30/2021 0:00:00,1971,0,0,53472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22701970,0,0,0,0,0,0,0,0,,0,27148012,0,0,0,0,0,0,0,0,0,0,0,1973,0,0,0
4480,6/30/2021 0:00:00,1973,0,3196530,730777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614729,12466878,11490127,17661821,1988360,45221915,0,0,0,0,0,0,2000807,-259607,0,0,0,0,0,0,0,0,0,0,0,184150660,0,0,0,0,0,0,0,0,,0,199980254,0,0,0,0,0,0,0,0,0,0,0,971056,0,25135,0
4487,6/30/2021 0:00:00,1976,0,0,50803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3913240,0,0,0,0,0,0,0,0,,0,4882248,0,0,0,0,0,0,0,0,0,0,0,6641,0,0,0
4488,6/30/2021 0:00:00,1977,0,0,46447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3619524,0,0,0,0,0,0,0,0,,0,4552282,0,0,0,0,0,0,0,0,0,0,0,23302,0,0,0
4509,6/30/2021 0:00:00,1984,0,0,12421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8291014,0,0,0,0,0,0,0,0,,0,9633530,0,0,0,0,0,0,0,0,0,0,0,11815,0,0,0
4517,6/30/2021 0:00:00,1985,1788000,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992000,796000,0,0,0,1788000,0,0,0,0,0,0,0,0,0,0,0,0,0,8357763,0,0,0,0,0,0,0,0,,0,9592293,0,0,0,0,0,0,0,0,0,0,0,10123,0,0,0
4524,6/30/2021 0:00:00,1987,0,0,437795,22355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40880042,0,0,0,0,0,0,0,0,,0,47829756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4531,6/30/2021 0:00:00,1991,0,0,27629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5767683,0,0,0,0,0,0,0,0,,0,6146405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4566,6/30/2021 0:00:00,2006,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12356978,0,0,0,0,0,0,0,0,,0,14793214,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0
4580,6/30/2021 0:00:00,2010,0,2835,3452136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12490732,101603848,47203188,65131,0,161362899,0,0,0,0,0,0,671415,-716644,0,0,0,0,0,0,0,0,0,0,0,1098862602,0,0,0,0,0,0,0,0,,0,1196398282,0,0,0,0,0,0,0,0,0,0,0,5221870,0,0,131060
4584,6/30/2021 0:00:00,2013,0,80272027,12501886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25192868,295606976,151969682,181272545,0,654042071,0,0,0,0,0,0,1291079,52202,0,0,0,0,0,0,0,0,0,0,0,2028822113,0,0,0,0,0,0,0,0,,0,2285045673,0,0,0,0,0,0,0,0,0,0,0,1097053,0,0,19303
4611,6/30/2021 0:00:00,2024,0,0,50,0,0,0,0,1100000,1240000,0,0,0,2340000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4986797,0,0,0,0,0,0,0,0,,0,6505625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,6/30/2021 0:00:00,2025,0,2961516,2468917,491,0,0,0,1391492,3003646,0,0,0,4395138,0,0,0,0,0,0,0,1716,0,0,0,1716,0,0,0,0,0,0,191594,538,0,0,0,0,0,0,0,0,0,0,0,209870765,0,0,0,0,0,0,0,0,,0,228038691,0,0,0,0,0,0,0,0,0,0,0,973965,0,-25997,0
4633,6/30/2021 0:00:00,2030,3923773,2448700,1056603,232608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974918,1644393,999000,16499845,0,21118156,1440009,745764,1738000,0,0,3923773,143522,-186730,0,0,0,0,0,0,0,0,0,0,0,164117003,0,0,0,0,0,0,0,0,,0,180635536,0,0,0,0,0,0,0,0,0,0,0,492550,0,0,0
4684,6/30/2021 0:00:00,2044,248000,9698117,1738399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6229723,16439681,7269152,1960696,1974468,33873720,248000,0,0,0,0,248000,53439,-203820,0,0,0,0,0,0,0,0,0,0,0,90470544,0,0,0,0,0,0,0,0,,0,99090337,0,0,0,0,0,0,0,0,0,0,0,419741,0,0,63169
4686,6/30/2021 0:00:00,2045,0,6609825,3546004,554693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4068026,15914190,16367807,47015941,6555359,89921323,0,0,0,0,0,0,86787,-165556,0,0,0,0,0,0,0,0,0,0,0,181408487,0,0,0,0,0,0,0,0,,0,194143456,0,0,0,0,0,0,0,0,0,0,0,39984,0,0,0
4708,6/30/2021 0:00:00,2054,0,0,906173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200807,0,0,0,0,0,0,0,0,0,0,0,0,44295544,0,0,0,0,0,0,0,0,,0,50326133,0,0,0,0,0,0,0,0,0,0,0,179731,0,0,0
4714,6/30/2021 0:00:00,2057,0,0,3242821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002060,998540,20404550,3953270,0,26358420,0,0,0,0,0,0,0,-139890,0,0,0,0,0,0,0,0,0,0,0,179140239,0,0,0,0,0,0,0,0,,0,201633206,0,0,0,0,0,0,0,0,0,0,0,712455,0,0,0
4726,6/30/2021 0:00:00,2062,32594308,285316,674549,361542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6504424,11850997,7510192,540894,26406507,11899494,16693107,3507707,494000,0,32594308,358329,-144908,0,0,0,0,0,0,0,0,0,0,0,104858458,0,0,0,0,0,0,0,0,,0,111672945,0,0,0,0,0,0,0,0,0,0,0,230408,0,0,0
4731,6/30/2021 0:00:00,2065,4868872,7530464,725118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95503,3348112,3485495,1994171,0,8923281,0,1998872,2870000,0,0,4868872,24789,51679,0,0,0,0,0,0,0,0,0,0,0,117222865,0,0,0,0,0,0,0,0,,0,127458277,0,0,0,0,0,0,0,0,0,0,0,79358,0,0,0
4735,6/30/2021 0:00:00,2066,0,11777060,31273223,28424176,0,0,0,400003790,0,0,0,0,400003790,0,0,0,0,0,0,725620311,514253371,1317831989,1364703204,0,3922408875,0,0,0,0,0,0,76569068,49210119,0,0,0,0,0,0,0,0,0,0,0,10229338970,1,20268,10134,0,0,0,0,0,,0,11175381461,26212324,11084262,0,0,0,0,0,0,0,0,0,64933472,0,0,381796
4738,6/30/2021 0:00:00,2067,1548000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248000,300000,0,0,0,1548000,0,0,0,0,0,0,0,0,0,0,0,0,0,1823251,0,0,0,0,0,0,0,0,,0,2426802,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0
4745,6/30/2021 0:00:00,2071,0,0,254880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494921,1737000,0,0,0,2231921,0,0,0,0,0,0,1181043,1921,0,0,0,0,0,0,0,0,0,0,0,142011314,3,68575,68575,0,0,0,3,68575,,0,168720068,0,0,0,0,0,0,0,0,0,0,0,127419,0,0,0
4746,6/30/2021 0:00:00,2072,0,1061620,712226,370405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35390009,46556411,61737015,0,0,143683435,0,0,0,0,0,0,0,668669,0,0,0,0,0,0,0,0,0,0,0,283126221,0,0,0,0,0,0,0,0,,0,322386597,0,0,0,0,0,0,0,0,0,0,0,404560,0,0,0
4756,6/30/2021 0:00:00,2075,0,0,56042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3753,0,0,0,0,0,0,0,0,0,0,0,0,8901707,0,0,0,0,0,0,0,0,,0,12327152,0,0,0,0,0,0,0,0,0,0,0,4847,0,0,0
4787,6/30/2021 0:00:00,2080,0,0,699799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768937,3439360,6304655,4387247,3821,15904020,0,0,0,0,0,0,0,167399,0,0,0,0,0,0,0,0,0,0,0,22184138,0,0,0,0,0,0,0,0,,0,26434649,0,0,0,0,0,0,0,0,0,0,0,52217,0,0,0
4792,6/30/2021 0:00:00,2083,3982751,3000000,2997198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10962188,32455603,26119787,33509808,0,103047386,448000,0,994000,2540751,0,3982751,345368,353908,0,0,0,0,0,0,0,0,0,0,0,218128432,0,0,0,0,0,0,0,0,,0,247861986,0,0,0,0,0,0,0,0,0,0,0,771983,0,222157,0
4794,6/30/2021 0:00:00,2085,0,58692988,1433869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86743573,0,0,0,0,0,0,0,0,,0,98845388,0,0,0,0,0,0,0,0,0,0,0,396057,0,0,0
4799,6/30/2021 0:00:00,2087,0,0,134049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9060856,0,0,0,0,0,0,0,0,,0,12787884,0,0,0,0,0,0,0,0,0,0,0,7784,0,0,0
4805,6/30/2021 0:00:00,2089,0,0,271249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15255,0,0,0,0,0,0,0,0,0,0,0,0,29804293,0,0,0,0,0,0,0,0,,0,31643018,0,0,0,0,0,0,0,0,0,0,0,101026,0,0,0
4809,6/30/2021 0:00:00,2091,0,0,134127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15045855,0,0,0,0,0,0,0,0,,0,17735635,0,0,0,0,0,0,0,0,0,0,0,23431,0,0,0
4828,6/30/2021 0:00:00,2094,11700000,0,321924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300000,5650000,3750000,0,0,11700000,0,0,0,0,0,0,0,0,0,0,0,0,0,21810316,0,0,0,0,0,0,0,0,,0,28168928,0,0,0,0,0,0,0,0,0,0,0,46612,0,0,0
4833,6/30/2021 0:00:00,2096,0,0,38528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37327,0,0,0,0,0,0,0,0,0,0,0,0,2501668,0,0,0,0,0,0,0,0,,0,2537365,0,0,0,0,0,0,0,0,0,0,0,9487,0,0,0
4845,6/30/2021 0:00:00,2099,4377074,0,126934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187074,950000,1395000,845000,0,4377074,3310,0,0,0,0,0,0,0,0,0,0,0,0,37727452,0,0,0,0,0,0,0,0,,0,43535411,0,0,0,0,0,0,0,0,0,0,0,13336,0,0,0
4847,6/30/2021 0:00:00,2100,0,0,224130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11344529,0,0,0,0,0,0,0,0,,0,12217826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4853,6/30/2021 0:00:00,2102,0,0,3135212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22905308,32627923,11709872,33038850,983525,101265478,0,0,0,0,0,0,144229,-996167,0,0,0,0,0,0,0,0,0,0,0,194239778,0,0,0,0,0,0,0,0,,0,208618430,0,0,0,0,0,0,0,0,0,0,0,643417,0,0,117336
4871,6/30/2021 0:00:00,2109,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341603,0,0,0,0,0,0,0,0,,0,1488847,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0
4878,6/30/2021 0:00:00,2110,93236593,26672362,2155203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995652,28179867,56883373,6177701,0,93236593,55048,0,0,0,0,0,0,0,0,0,0,0,0,250866660,61,2575293,2575293,0,0,0,61,2575293,,0,274325883,0,0,0,0,0,0,0,0,0,0,0,2633181,0,0,0
4884,6/30/2021 0:00:00,2114,6657000,0,565547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739000,1480000,3438000,1000000,6657000,0,0,0,0,0,0,0,0,0,0,0,0,0,61550576,0,0,0,0,0,0,0,0,,0,66335420,0,0,0,0,0,0,0,0,0,0,0,190843,0,0,0
4894,6/30/2021 0:00:00,2119,0,0,64922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12850521,0,0,0,0,0,0,0,0,,0,15701893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900,6/30/2021 0:00:00,2121,27869508,1031482,851500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4783618,8324569,1720323,12787595,253403,27869508,375672,0,0,0,0,0,0,0,0,0,0,0,0,132641546,0,0,0,0,0,0,0,0,,0,140712166,0,0,0,0,0,0,0,0,0,0,0,190795,0,0,0
4906,6/30/2021 0:00:00,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3628705,0,0,0,0,0,0,0,0,,0,4314470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4915,6/30/2021 0:00:00,2123,0,64403641,5074069,691187,0,0,0,3009579,1992586,1252404,0,0,6254569,0,0,0,0,0,0,32000390,820449,16576601,8581574,0,57979014,0,0,0,0,0,0,327947,-67632,0,0,0,0,0,0,0,0,0,0,0,306192027,50,1473015,1473015,0,0,0,50,1473015,,0,325458325,0,0,0,0,0,0,0,0,0,0,0,1611432,0,-15039,25932
4936,6/30/2021 0:00:00,2130,8000000,710358,585585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,0,677,0,0,0,8000000,0,8000000,225071,0,0,0,0,0,0,0,0,0,0,0,0,41947232,0,0,0,0,0,0,0,0,,0,44804468,0,0,0,0,0,0,0,0,0,0,0,24510,0,0,0
4951,6/30/2021 0:00:00,2137,0,0,508725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47774757,92,1592005,1592005,0,0,0,92,1592005,,0,55768483,0,0,0,0,0,0,0,0,0,0,0,499448,0,0,0
4960,6/30/2021 0:00:00,2139,1099302,0,1318380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520076,579226,1099302,1227199,0,0,0,0,0,0,0,0,0,0,0,0,118718868,246,3931538,3931538,0,0,0,246,3931538,,0,141645892,0,0,0,0,0,0,0,0,0,0,0,832128,0,0,0
4963,6/30/2021 0:00:00,2141,1494000,0,294510,98578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546658,9639465,2508148,2540490,76910,16311671,249000,996000,249000,0,0,1494000,0,49104,0,0,0,0,0,0,0,0,0,0,0,97863349,0,0,0,0,0,0,0,0,,0,111346921,0,0,0,0,0,0,0,0,0,0,0,678214,0,0,0
4966,6/30/2021 0:00:00,2143,1488000,0,637533,155928,0,0,0,0,0,0,1226941,652091,1879032,0,0,0,0,0,0,4351430,4387087,7488788,2862165,0,19089470,496000,496000,496000,0,0,1488000,91724,91470,0,0,0,0,0,0,0,0,0,0,0,80742268,0,0,0,0,0,0,0,0,,0,88884485,0,0,0,0,0,0,0,0,0,0,0,176572,0,46882,0
4968,6/30/2021 0:00:00,2144,0,12217058,2379016,0,0,0,0,0,355015,0,0,0,355015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395116,0,0,0,0,0,0,0,0,0,0,0,0,499613203,0,0,0,0,0,0,0,0,,0,543564050,0,0,0,0,0,0,0,0,0,0,0,2104713,0,-8959,0
4969,6/30/2021 0:00:00,2145,0,753463,844354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76186829,46,929422,929422,0,0,0,46,929422,,0,93604019,0,0,0,0,0,0,0,0,0,0,0,13812,0,0,0
4980,6/30/2021 0:00:00,2151,0,165797295,8303497,4333814,0,0,0,0,0,0,1255245,0,1255245,0,0,0,0,0,0,57583132,56755152,108030187,6987300,0,229355771,0,0,0,0,0,0,2519020,926092,0,0,0,0,0,0,0,0,0,0,0,1038013575,76,3461143,3461143,0,0,0,76,3461143,,0,1130609568,0,0,0,0,0,0,0,0,0,0,0,2432145,0,-617,0
4982,6/30/2021 0:00:00,2152,0,0,628100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55313,0,500000,0,0,555313,0,0,0,0,0,0,14235,0,0,0,0,0,0,0,0,0,0,0,0,37795526,0,0,0,0,0,0,0,0,,0,43208629,0,0,0,0,0,0,0,0,0,0,0,71394,0,0,0
5028,6/30/2021 0:00:00,2165,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82150,0,0,0,0,0,0,0,0,0,0,0,0,42101703,0,0,0,0,0,0,0,0,,0,46817479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5029,6/30/2021 0:00:00,2166,84657558,111422980,17917639,3251178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51438422,12648293,3476047,0,0,67562762,4928646,32541166,22217599,14907597,10062550,84657558,3482034,1031118,0,0,0,0,0,0,0,0,0,0,0,1094414922,348,5404819,5404819,0,0,0,348,5404819,,0,1224560616,0,0,0,0,0,0,0,0,0,0,0,8304407,0,0,0
5045,6/30/2021 0:00:00,2172,0,0,249860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8509154,0,0,0,0,0,0,0,0,,0,10633769,0,0,0,0,0,0,0,0,0,0,0,44453,0,0,0
5062,6/30/2021 0:00:00,2179,1013546,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974958,38588,0,0,0,1013546,46203,0,0,0,0,0,0,0,0,0,0,0,0,9802590,0,0,0,0,0,0,0,0,,0,11184425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5063,6/30/2021 0:00:00,2180,2108085,0,563901,-195354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408085,700000,0,0,0,2108085,5000,0,0,0,0,0,0,0,0,0,0,0,0,58054489,45,583551,583551,0,0,0,45,583551,,0,67376111,0,0,0,0,0,0,0,0,0,0,0,9271,0,0,0
5086,6/30/2021 0:00:00,2184,0,156195730,8344991,2575755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557370,8863806,14816897,3000172,0,27238245,0,0,0,0,0,0,529227,40038,0,0,0,0,0,0,0,0,0,0,0,445181286,22,867589,867589,0,0,0,22,867589,,0,491300330,0,0,0,0,0,0,0,0,0,0,0,2764469,0,0,70266
5089,6/30/2021 0:00:00,2186,4413000,115224,149843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169000,2264000,980000,0,0,4413000,1,0,0,0,0,0,0,0,0,0,0,0,0,13185261,0,0,0,0,0,0,0,0,,0,14554276,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
5116,6/30/2021 0:00:00,2194,0,0,487706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34188248,0,0,0,0,0,0,0,0,,0,38396441,0,0,0,0,0,0,0,0,0,0,0,79708,0,0,0
5123,6/30/2021 0:00:00,2197,0,0,380407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,22729814,0,0,0,0,0,0,0,0,,0,25401897,0,0,0,0,0,0,0,0,0,0,0,10544,0,0,0
5127,6/30/2021 0:00:00,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705116,0,0,0,0,0,0,0,0,,0,835256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5134,6/30/2021 0:00:00,2201,65234182,52742991,1824444,299506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7294416,16956813,8558954,16288133,0,49098316,4320570,5724000,36741587,18448025,0,65234182,1215929,284267,0,0,0,0,0,0,0,0,0,0,0,431465732,0,0,0,0,0,0,0,0,,0,477954841,0,0,0,0,0,0,0,0,0,0,0,1070102,0,0,120000
5144,6/30/2021 0:00:00,2202,0,3379564,264963,40013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27027225,0,0,0,0,0,0,0,0,,0,30106584,0,0,0,0,0,0,0,0,0,0,0,58372,0,0,0
5163,6/30/2021 0:00:00,2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2505102,0,0,0,0,0,0,0,0,,0,3569415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5168,6/30/2021 0:00:00,2214,116,372011,3112529,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521229,18780749,32132560,0,0,51434538,0,116,0,0,0,116,144372,218660,0,0,0,0,0,0,0,0,0,0,0,266213079,0,0,0,0,0,0,0,0,,0,289828421,0,0,0,0,0,0,0,0,0,0,0,1138533,0,0,0
