"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047"
18474,6/30/2021 0:00:00,9731,0,0,394767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35282,0,0,0,0,0,0,0,0,0,0,0,0,7175246,0,0,0,0,0,0,0,0,,0,8091614,0,0,0,0,0,0,0,0,0,0,0,32909,0,0,0
18515,6/30/2021 0:00:00,9752,0,1618656,3275239,215036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2996321,2934430,10158805,2763230,15852,18868638,0,0,0,0,0,0,0,78457,0,0,0,0,0,0,0,0,0,0,0,85135656,0,0,0,0,0,0,0,0,,0,94925130,0,0,0,0,0,0,0,0,0,0,0,409962,0,0,0
18528,6/30/2021 0:00:00,9756,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186057,0,0,0,0,0,0,0,0,,0,209713,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0
18550,6/30/2021 0:00:00,9771,0,130700,566032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6435221,13024715,2899779,0,0,22359715,0,0,0,0,0,0,0,-208415,0,0,0,0,0,0,0,0,0,0,0,131790669,0,0,0,0,0,0,0,0,,0,142532208,0,0,0,0,0,0,0,0,0,0,0,335674,0,0,0
18559,6/30/2021 0:00:00,9776,0,0,616175,-171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37574043,0,0,0,0,0,0,0,0,,0,42857816,0,0,0,0,0,0,0,0,0,0,0,68314,0,0,0
18562,6/30/2021 0:00:00,9778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103458,0,0,0,0,0,0,0,0,,0,113907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18574,6/30/2021 0:00:00,9786,188275,20763618,463456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80635,0,0,0,0,80635,0,0,0,188275,0,188275,13190,-19802,0,0,0,0,0,0,0,0,0,0,0,105404859,0,0,0,0,0,0,0,0,,0,125908375,0,0,0,0,0,0,0,0,0,0,0,210366,0,0,0
18582,6/30/2021 0:00:00,9790,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,2949955,0,0,0,0,0,0,0,0,,0,3326530,0,0,0,0,0,0,0,0,0,0,0,1348,0,0,0
18616,6/30/2021 0:00:00,9811,0,50057281,2468954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16957380,6991480,0,23948860,0,0,0,0,0,0,442064,-51140,0,0,0,0,0,0,0,0,0,0,0,179048446,0,0,0,0,0,0,0,0,,0,193018238,0,0,0,0,0,0,0,0,0,0,0,726831,0,0,0
18620,6/30/2021 0:00:00,9814,0,0,252900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9523808,0,0,0,0,0,0,0,0,,0,10561835,0,0,0,0,0,0,0,0,0,0,0,16337,0,0,0
18623,6/30/2021 0:00:00,9817,0,244983,823701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249929,744000,248890,750180,0,1992999,0,0,0,0,0,0,12901,2000,0,0,0,0,0,0,0,0,0,0,0,67795401,0,0,0,0,0,0,0,0,,0,78134574,0,0,0,0,0,0,0,0,0,0,0,207371,0,0,0
18628,6/30/2021 0:00:00,9819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17445,0,0,0,0,0,0,0,0,0,0,0,0,8785751,0,0,0,0,0,0,0,0,,0,10174829,0,0,0,0,0,0,0,0,0,0,0,21207,0,0,0
18635,6/30/2021 0:00:00,9822,7943000,0,425676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290000,5653000,0,0,0,7943000,0,0,0,0,0,0,0,0,0,0,0,0,0,45209929,0,0,0,0,0,0,0,0,,0,52480969,0,0,0,0,0,0,0,0,0,0,0,13514,0,0,0
18649,6/30/2021 0:00:00,9830,21922020,0,128794,60042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746000,2772594,8132486,10270940,0,21922020,0,0,0,0,0,0,0,0,0,0,0,0,0,39626109,0,0,0,0,0,0,0,0,,0,43450703,0,0,0,0,0,0,0,0,0,0,0,101504,0,0,62578
18651,6/30/2021 0:00:00,9832,7487000,0,51685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995000,1200000,3444000,848000,0,7487000,11322,0,0,0,0,0,0,0,0,0,0,0,0,13507737,0,0,0,0,0,0,0,0,,0,15938262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18708,6/30/2021 0:00:00,9854,0,757882626,12345599,2562773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148054,7525579,48483803,86118,0,56243554,0,0,0,0,0,0,4474536,586033,0,0,0,0,0,0,0,0,0,0,0,2140381884,0,0,0,0,0,0,0,0,,0,2375867796,0,0,0,0,0,0,0,0,0,0,0,15360124,0,0,0
18710,6/30/2021 0:00:00,9856,9109,26438083,4745108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3255017,17805843,26587326,31494623,7752109,86894918,0,0,0,9109,0,9109,2252071,152717,0,0,0,0,0,0,0,0,0,0,0,392819992,0,0,0,0,0,0,0,0,,0,426195749,0,0,0,0,0,0,0,0,0,0,0,1126802,0,0,0
18716,6/30/2021 0:00:00,9859,0,13368296,1674543,771121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5385424,696731,5558658,0,0,11640813,0,0,0,0,0,0,584652,334099,0,0,0,0,0,0,0,0,0,0,0,377049930,101,6489726,6458527,0,0,0,100,6458527,,0,403826025,0,0,0,0,0,0,0,0,0,0,0,949307,0,0,0
18749,6/30/2021 0:00:00,9875,3694000,0,331569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348000,0,496000,2351000,499000,3694000,97073,0,0,0,0,0,0,0,0,0,0,0,0,36232321,0,0,0,0,0,0,0,0,,0,39958311,0,0,0,0,0,0,0,0,0,0,0,127822,0,0,0
18759,6/30/2021 0:00:00,9880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1579677,0,0,0,0,0,0,0,0,,0,1823011,0,0,0,0,0,0,0,0,0,0,0,4301,0,0,0
18765,6/30/2021 0:00:00,9883,0,0,1242202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50042222,68373251,28741665,59876535,14412349,221446022,0,0,0,0,0,0,47461,224181,0,0,0,0,0,0,0,0,0,0,0,266112842,0,0,0,0,0,0,0,0,,0,300832884,0,0,0,0,0,0,0,0,0,0,0,105417,0,0,167403
18775,6/30/2021 0:00:00,9889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2144469,0,0,0,0,0,0,0,0,,0,2452553,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0
18800,6/30/2021 0:00:00,9899,0,39992177,1251129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155352,0,0,0,0,0,0,0,0,0,0,0,0,117641376,0,0,0,0,0,0,0,0,,0,146111685,0,0,0,0,0,0,0,0,0,0,0,112075,0,0,0
18814,6/30/2021 0:00:00,9905,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18917,0,0,0,0,0,0,0,0,0,0,0,0,4755385,0,0,0,0,0,0,0,0,,0,5236451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18816,6/30/2021 0:00:00,9906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5405551,0,0,0,0,0,0,0,0,,0,6867374,0,0,0,0,0,0,0,0,0,0,0,16108,0,0,0
18823,6/30/2021 0:00:00,9909,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974844,0,0,0,0,0,0,0,0,,0,1273234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18857,6/30/2021 0:00:00,9923,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3216860,0,0,0,0,0,0,0,0,,0,3635744,0,0,0,0,0,0,0,0,0,0,0,2979,0,0,0
18858,6/30/2021 0:00:00,9924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338327,0,0,0,0,0,0,0,0,,0,382017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18861,6/30/2021 0:00:00,9926,0,0,4027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1816149,0,0,0,0,0,0,0,0,,0,2069375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18868,6/30/2021 0:00:00,9928,0,0,7182544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23582344,9340388,13571210,74732252,10924246,132150440,0,0,0,0,0,0,180052,-258527,0,0,0,0,0,0,0,0,0,0,0,215158900,0,0,0,0,0,0,0,0,,0,232277201,0,0,0,0,0,0,0,0,0,0,0,333050,0,0,38278
18882,6/30/2021 0:00:00,9936,0,0,10415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720839,0,0,0,0,0,0,0,0,,0,857045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18917,6/30/2021 0:00:00,9950,8949,418049,1075494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6590380,1626818,10551312,6400788,0,25169298,8949,0,0,0,0,8949,621883,-13505,0,0,0,0,0,0,0,0,0,0,0,174389133,0,0,0,0,0,0,0,0,,0,190053461,0,0,0,0,0,0,0,0,0,0,0,968050,0,0,0
18935,6/30/2021 0:00:00,9961,0,0,3192705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169856617,0,0,0,0,0,0,0,0,,0,185343192,0,0,0,0,0,0,0,0,0,0,0,1152591,0,0,0
18948,6/30/2021 0:00:00,9967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72420,0,0,0,0,0,0,0,0,0,0,0,0,13152267,0,0,0,0,0,0,0,0,,0,15110855,0,0,0,0,0,0,0,0,0,0,0,6286,0,0,0
18950,6/30/2021 0:00:00,9969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74534,0,0,0,0,0,0,0,0,,0,89762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18962,6/30/2021 0:00:00,9973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30256,0,0,0,0,0,0,0,0,0,0,0,0,13594131,0,0,0,0,0,0,0,0,,0,15990437,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
18964,6/30/2021 0:00:00,9974,4685000,0,545611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195000,1304000,2086000,100000,0,4685000,10295,0,0,0,0,0,0,0,0,0,0,0,0,15611428,0,0,0,0,0,0,0,0,,0,16629241,0,0,0,0,0,0,0,0,0,0,0,1683,0,0,0
18965,6/30/2021 0:00:00,9975,0,0,1265457,2413582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2692484,5107421,2742639,2381675,1059443,13983662,0,0,0,0,0,0,54305,26736,0,0,0,0,0,0,0,0,0,0,0,148083584,0,0,0,0,0,0,0,0,,0,166325019,0,0,0,0,0,0,0,0,0,0,0,764423,0,0,0
19017,6/30/2021 0:00:00,10002,0,0,73828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6321,0,0,0,0,0,0,0,0,0,0,0,0,4641543,0,0,0,0,0,0,0,0,,0,5185458,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0
19027,6/30/2021 0:00:00,10007,3720000,0,436359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,1525000,1695000,0,0,3720000,0,0,0,0,0,0,0,0,0,0,0,0,0,14280733,0,0,0,0,0,0,0,0,,0,15620250,0,0,0,0,0,0,0,0,0,0,0,56752,0,0,0
19045,6/30/2021 0:00:00,10017,0,0,64091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6377344,0,0,0,0,0,0,0,0,,0,6989893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19046,6/30/2021 0:00:00,10018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104065,0,0,0,0,0,0,0,0,,0,125987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19047,6/30/2021 0:00:00,10019,0,0,460707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8203612,0,0,0,0,0,0,0,0,,0,8840653,0,0,0,0,0,0,0,0,0,0,0,43769,0,0,0
19085,6/30/2021 0:00:00,10040,65716306,28822768,331842,2103267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9745242,24595585,31375479,0,0,65716306,366734,0,0,0,0,0,0,0,0,0,0,0,0,459877947,0,0,0,0,0,0,0,0,,0,511896770,0,0,0,0,0,0,0,0,0,0,0,617786,0,0,0
19116,6/30/2021 0:00:00,10057,22971192,208684,3442585,0,0,0,0,0,0,0,0,0,0,1407190,0,0,0,0,1407190,0,0,0,0,0,0,1000665,0,11973113,9997414,0,22971192,1026514,0,0,0,0,0,0,0,0,0,0,0,0,329050482,85,1967669,0,0,0,0,85,1967669,,0,361749695,0,0,0,0,0,0,0,0,0,0,0,1991153,0,10925,0
19131,6/30/2021 0:00:00,10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6251465,0,0,0,0,0,0,0,0,,0,8071544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19158,6/30/2021 0:00:00,10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037116,0,0,0,0,0,0,0,0,,0,1323574,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0
19171,6/30/2021 0:00:00,10091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19469405,0,0,0,0,0,0,0,0,,0,23091732,0,0,0,0,0,0,0,0,0,0,0,38890,0,0,0
19185,6/30/2021 0:00:00,10098,18528,0,2795977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38697,9170640,4833474,0,0,14042811,18528,0,0,0,0,18528,102299,-95095,0,0,0,0,0,0,0,0,0,0,0,75463316,0,0,0,0,0,0,0,0,,0,87447822,0,0,0,0,0,0,0,0,0,0,0,296828,0,400149,0
19203,6/30/2021 0:00:00,10108,5152000,0,321259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396000,2672000,2084000,0,0,5152000,0,0,0,0,0,0,0,0,0,0,0,0,0,27370997,0,0,0,0,0,0,0,0,,0,30354256,0,0,0,0,0,0,0,0,0,0,0,25718,0,0,0
19216,6/30/2021 0:00:00,10115,0,0,1387751,21392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66596,0,0,0,0,0,0,0,0,0,0,0,0,44255975,0,0,0,0,0,0,0,0,,0,46020751,0,0,0,0,0,0,0,0,0,0,0,90704,0,0,0
19228,6/30/2021 0:00:00,10121,38876285,4671297,3107095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144337,10197982,19098718,22215223,3037265,55693525,8130177,17813385,11433723,1499000,0,38876285,108264,-320886,0,0,0,0,0,0,0,0,0,0,0,194847724,0,0,0,148,367337,367337,0,0,,0,210534690,0,0,0,0,0,0,0,0,0,0,0,171283,0,0,0
19249,6/30/2021 0:00:00,10135,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11103709,0,0,0,0,0,0,0,0,,0,13519958,0,0,0,0,0,0,0,0,0,0,0,15128,0,0,0
19253,6/30/2021 0:00:00,10136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041022,0,0,0,0,0,0,0,0,,0,1215610,0,0,0,0,0,0,0,0,0,0,0,1770,0,0,0
19263,6/30/2021 0:00:00,10142,0,158283861,19006863,4158439,0,0,0,0,0,0,12527786,17642897,30170683,0,0,0,0,0,0,1683391,43826238,137142140,22837388,668301,206157458,0,0,0,0,0,0,3341386,2262905,0,0,0,0,0,0,0,0,0,0,0,1649362928,110,2272013,2272013,0,0,0,110,2272013,,0,1868904705,0,0,0,0,0,0,0,0,0,0,0,11191664,0,784382,45141
19269,6/30/2021 0:00:00,10148,0,35964210,1004089,472948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11119573,22074426,25708630,52998776,1451584,113352989,0,0,0,0,0,0,1209091,614191,0,0,0,0,0,0,0,0,0,0,0,349116225,24,2965393,2965393,0,0,0,24,2965393,,0,376901882,0,0,0,0,0,0,0,0,0,0,0,924255,0,0,29040
19274,6/30/2021 0:00:00,10152,0,0,3205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3943561,0,0,0,0,0,0,0,0,,0,4383225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19280,6/30/2021 0:00:00,10156,0,0,79612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7024278,0,0,0,0,0,0,0,0,,0,7381320,0,0,0,0,0,0,0,0,0,0,0,705,0,0,0
19285,6/30/2021 0:00:00,10160,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072,0,0,0,0,0,0,0,0,0,0,0,0,955543,0,0,0,0,0,0,0,0,,0,1035645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19295,6/30/2021 0:00:00,10167,0,0,194504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296678,0,0,0,0,0,0,0,0,0,0,0,0,11649503,0,0,0,0,0,0,0,0,,0,13828785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19304,6/30/2021 0:00:00,10172,198,0,838351,574896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151654,6056937,523205,17446310,1543609,25721715,198,0,0,0,0,198,140336,-2204,0,0,0,0,0,0,0,0,0,0,0,247226663,0,0,0,0,0,0,0,0,,0,274534007,0,0,0,0,0,0,0,0,0,0,0,1229492,0,0,0
19307,6/30/2021 0:00:00,10173,0,24659431,8994899,5738905,0,0,0,115309318,0,0,0,3849814,119159132,0,0,0,0,0,0,122377332,21988450,53384946,73631677,0,271382405,0,0,0,0,0,0,1042045,2963566,0,0,0,0,0,0,0,0,0,0,0,1558424021,176,7796769,7796769,0,0,0,176,7796769,,0,1716916831,0,0,0,0,0,0,0,0,0,0,0,7837186,39663,459821,42998
19319,6/30/2021 0:00:00,10182,0,8079,378519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15835189,0,0,0,0,0,0,0,0,,0,17098964,0,0,0,0,0,0,0,0,0,0,0,85255,0,0,0
19320,6/30/2021 0:00:00,10183,2977000,0,472642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992000,1737000,248000,0,0,2977000,231250,0,0,0,0,0,0,0,0,0,0,0,0,43409676,0,0,0,0,0,0,0,0,,0,48302911,0,0,0,0,0,0,0,0,0,0,0,317437,0,0,-1700
19355,6/30/2021 0:00:00,10205,0,93877,256317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15309668,0,0,0,0,0,0,0,0,,0,17482338,0,0,0,0,0,0,0,0,0,0,0,77239,0,0,0
19390,6/30/2021 0:00:00,10228,3096000,0,87530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848000,400000,1748000,100000,0,3096000,0,0,0,0,0,0,0,0,0,0,0,0,0,8453233,0,0,0,0,0,0,0,0,,0,10001974,0,0,0,0,0,0,0,0,0,0,0,21970,0,0,0
19393,6/30/2021 0:00:00,10231,0,0,43011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4036638,0,0,0,0,0,0,0,0,,0,4328921,0,0,0,0,0,0,0,0,0,0,0,1095,0,0,0
19401,6/30/2021 0:00:00,10237,4957248,57569442,4535469,1500755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499855,2994340,13503493,19732277,1000180,38730145,1239929,1175660,1823623,718036,0,4957248,1386163,-259868,0,0,0,0,0,0,0,0,0,0,0,369303617,0,0,0,0,0,0,0,0,,0,393307388,0,0,0,0,0,0,0,0,0,0,0,3886469,0,0,0
19416,6/30/2021 0:00:00,10246,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312846,0,0,0,0,0,0,0,0,,0,1852554,0,0,0,0,0,0,0,0,0,0,0,707,0,0,0
19429,6/30/2021 0:00:00,10253,18751000,0,335858,240260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6183,0,0,288361,0,294544,4879000,5885000,7987000,0,0,18751000,0,29736,0,0,0,0,0,0,0,0,0,0,0,38447392,0,0,0,0,0,0,0,0,,0,41736552,0,0,0,0,0,0,0,0,0,0,0,17299,0,0,0
19430,6/30/2021 0:00:00,10254,0,55146,43521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2766646,0,0,0,0,0,0,0,0,,0,2987862,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0
19432,6/30/2021 0:00:00,10256,0,0,17660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4268065,0,0,0,0,0,0,0,0,,0,4808296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19433,6/30/2021 0:00:00,10257,0,0,700699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56171,0,0,0,0,0,0,0,0,0,0,0,0,24979470,0,0,0,0,0,0,0,0,,0,28715416,0,0,0,0,0,0,0,0,0,0,0,46422,0,0,0
19440,6/30/2021 0:00:00,10261,52494545,347320,764791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6130000,18250000,28114545,0,0,52494545,53545,0,0,0,0,0,0,0,0,0,0,0,0,217284399,0,0,0,0,0,0,0,0,,0,241449766,0,0,0,0,0,0,0,0,0,0,0,1315185,0,0,0
19446,6/30/2021 0:00:00,10266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,0,0,0,0,0,0,0,0,0,0,0,0,4143576,0,0,0,0,0,0,0,0,,0,5696799,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0
19448,6/30/2021 0:00:00,10267,0,0,2154483,1707379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8981554,6670008,11490735,7286386,0,34428683,0,0,0,0,0,0,40687,-205772,0,0,0,0,0,0,0,0,0,0,0,368358065,12,146771,43052,0,0,0,6,66805,,0,405811017,0,0,0,0,0,0,0,0,0,0,0,1089247,0,0,0
