"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_606A","ACCT_606B","ACCT_607","ACCT_608","ACCT_609","ACCT_620","ACCT_621","ACCT_622","ACCT_623","ACCT_624","ACCT_625","ACCT_626","ACCT_627","ACCT_628","ACCT_630A","ACCT_630B1","ACCT_630B2","ACCT_640","ACCT_652C","ACCT_653A","ACCT_653B1","ACCT_653B2","ACCT_653C","ACCT_655C","ACCT_656A","ACCT_656B1","ACCT_656B2","ACCT_657A","ACCT_657B1","ACCT_657B2","ACCT_659","ACCT_660","ACCT_661","ACCT_670A","ACCT_670B","ACCT_672C","ACCT_698","ACCT_709","ACCT_725","ACCT_726","ACCT_731","ACCT_732","ACCT_733","ACCT_734","ACCT_735","ACCT_736","ACCT_737","ACCT_741C","ACCT_742C","ACCT_746C","ACCT_747A","ACCT_747B1","ACCT_747B2","ACCT_747C","ACCT_750C","ACCT_752","ACCT_753","ACCT_754","ACCT_756","ACCT_757","ACCT_758","ACCT_760A","ACCT_760B1","ACCT_760B2","ACCT_761A","ACCT_761B1","ACCT_761B2","ACCT_770","ACCT_772","ACCT_773","ACCT_774","ACCT_776","ACCT_777","ACCT_778","ACCT_780","ACCT_781","ACCT_795","ACCT_799","ACCT_811","ACCT_812","ACCT_813","ACCT_814","ACCT_815","ACCT_816","ACCT_817","ACCT_818","ACCT_820","ACCT_821","ACCT_850","ACCT_860A","ACCT_860B1","ACCT_860B2","ACCT_865","ACCT_880A","ACCT_880B1","ACCT_880B2","ACCT_900","ACCT_902A","ACCT_902B1","ACCT_902B2","ACCT_906B1","ACCT_906B2","ACCT_906C","ACCT_908B1","ACCT_908B2","ACCT_911A","ACCT_911B1","ACCT_911B2","ACCT_913","ACCT_914","ACCT_955","ACCT_956","ACCT_957","ACCT_958","ACCT_961","ACCT_962","ACCT_963","ACCT_964","ACCT_965","ACCT_966","ACCT_970","ACCT_971","ACCT_972","ACCT_974","ACCT_977","ACCT_978","ACCT_982","ACCT_983","ACCT_984","ACCT_985","ACCT_986","ACCT_987","ACCT_988","ACCT_990","ACCT_992","ACCT_993","ACCT_994","ACCT_995","ACCT_603","ACCT_743C","ACCT_744A","ACCT_744B1","ACCT_744B2","ACCT_744C","ACCT_085","ACCT_086","ACCT_087","ACCT_782","ACCT_783","ACCT_784","ACCT_796A","ACCT_796B","ACCT_796C","ACCT_796D","ACCT_796E","ACCT_797A","ACCT_797B","ACCT_797C","ACCT_797D","ACCT_797E","ACCT_799B","ACCT_799C","ACCT_799D","ACCT_840","ACCT_875","ACCT_877","ACCT_945","ACCT_801","ACCT_614","ACCT_615","ACCT_745A","ACCT_745B","ACCT_745C","ACCT_745D","ACCT_745E","ACCT_819","ACCT_867A","ACCT_867B1","ACCT_867B2","ACCT_867C","ACCT_925","ACCT_841","ACCT_465","ACCT_466","ACCT_767","ACCT_768","ACCT_918","ACCT_919","Acct_026A","Acct_026B","Acct_027A","Acct_027B","Acct_028A","Acct_028B","Acct_045A","Acct_045B","Acct_585","Acct_680","Acct_681","Acct_682","Acct_769","Acct_785","Acct_786","Acct_787","Acct_892","Acct_895","Acct_896","Acct_899","ACCT_020I","ACCT_021I","ACCT_022I","ACCT_023I","ACCT_041I","ACCT_550I","ACCT_551I","ACCT_981","ACCT_981A","ACCT_981B","ACCT_065A1","ACCT_065A2","ACCT_065A3","ACCT_065A4","ACCT_065B1","ACCT_065C1","ACCT_065D1","ACCT_065E1","ACCT_067A1","ACCT_067A2","ACCT_067B1","ACCT_067C1","ACCT_068A","ACCT_069A","ACCT_033A","ACCT_033B","ACCT_033C","ACCT_033D","ACCT_033E","ACCT_034A","ACCT_034B","ACCT_034C","ACCT_034D","ACCT_034E","ACCT_035A","ACCT_035B","ACCT_035C","ACCT_035D","ACCT_035E"
1,6/30/2021 0:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6511953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397249,0,0,0,0,0,1724167,0,0,0,0,0,0,0,204158,0,86,0,0,0,0,0,1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,21,32020,0,750000,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8869340,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3
6,6/30/2021 0:00:00,7,0,0,138,526,0,0,0,0,0,0,0,0,0,0,301932,0,0,0,0,0,0,0,0,0,0,0,0,130867940,0,0,0,0,0,0,0,595027,0,0,0,4077314,87962,0,0,0,0,718600,0,0,2459962,0,0,0,0,0,0,0,0,0,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2977000,1983000,0,40688582,0,0,483661,986361,6882050,3401567,1981430,6405072,0,0,0,0,0,2212614,0,944,0,0,0,0,0,47432,0,27117,0,91,0,364,0,0,5,0,10,0,40,0,0,6017,4930,59,122020,0,249000,0,0,249000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7003575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12171,0,0,0,0,10,12171,0,81002,54258,48147,0,248000,15426512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159513,0,0,4908408,0,0,0,4748895,0,0,0,0,4908408,199641129,0,0,0,0,0,0,0,0,0,0,48,38,4,2,44
12,6/30/2021 0:00:00,11,0,0,0,564,0,0,0,0,0,0,0,0,0,0,2589768,0,0,0,0,0,0,0,0,0,0,0,0,26605001,0,0,0,0,0,0,0,498000,0,0,0,1109750,8590,0,0,0,0,0,0,1493043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15535013,0,0,372854,129183,1220917,893123,113827,10386980,0,0,0,0,0,52606,0,276,0,0,0,0,0,23388,0,0,0,31,0,125,0,0,3,0,0,0,13,0,0,3070,3820,12,32021,0,8466000,0,0,18671000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11015672,0,0,0,0,0,0,1733665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20084,0,0,0,0,19,20084,1,59071,50801,0,0,0,993814,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359090,0,0,0,359090,0,0,0,0,359090,58815843,0,0,0,0,0,0,0,0,0,0,45,50,3,0,53
13,6/30/2021 0:00:00,12,0,0,6816,0,0,0,0,0,0,0,0,0,0,0,222635,0,0,0,0,0,0,0,0,0,0,0,0,189107675,0,0,0,0,0,0,0,0,0,0,0,51350422,223571,0,156366,0,0,13688888,0,0,981981,0,0,0,0,0,0,155265,0,0,0,0,0,0,0,0,0,0,0,0,144203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,13000000,5000000,0,15009000,16041000,0,0,123762186,0,0,12275808,7851001,44020481,43960599,19963249,24697409,0,0,0,0,0,3758717,0,6596,0,0,0,0,0,93741,0,201592,0,0,0,1841,0,0,0,0,345,0,688,0,0,5323,4073,74,92020,0,100000,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,7,29889,0,0,0,0,7,29889,20,25701,49540,9167,0,0,981981,0,0,0,1,0,100000,144204,0,0,144204,0,0,0,0,0,5042724,0,0,52991488,0,0,0,47948764,0,0,0,0,52991488,548433175,5,0,0,0,0,0,0,0,0,0,59,10,1,0,11
16,6/30/2021 0:00:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5981013,0,0,0,0,0,0,0,0,0,0,0,305800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560933,0,0,26487,0,264457,183985,0,0,0,0,0,0,0,508015,0,32,0,0,0,0,0,1733,0,12684,0,14,0,37,0,0,1,2,0,0,4,0,0,106,55,12,122019,0,1270000,0,0,3724295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8780405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,6/30/2021 0:00:00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743000,0,0,0,0,0,0,0,0,7475998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6827073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15656,0,31,0,0,0,0,0,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,6,62020,0,496351,0,0,496351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975857,0,0,0,0,0,0,6827073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50649,0,0,0,50649,0,0,0,0,50649,7425349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6/30/2021 0:00:00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91958660,0,0,0,0,0,0,0,1743000,0,0,0,26368743,385621,0,524106,0,0,0,0,0,15432540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35525993,0,0,3660385,1263419,16403828,10379917,3349370,75646654,0,0,0,0,0,497128,0,730,0,0,0,0,0,35782,0,66032,0,859,0,1949,0,0,116,0,131,0,264,0,0,8610,1529,56,92020,0,27589200,0,0,28585200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2752683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6943,2,22330,0,0,3,29273,0,116724,33272,57450,0,0,15432540,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89769,0,0,17245702,0,0,0,17155933,0,0,0,0,17245702,245681984,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2
26,6/30/2021 0:00:00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14930,0,0,0,0,0,0,0,0,0,0,0,0,11779092,0,0,0,0,0,0,0,4372000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3294743,0,0,0,0,0,1338907,0,0,0,0,0,0,0,310264,0,53,0,0,0,0,0,2179,0,11857,0,0,0,27,0,0,0,0,0,0,0,0,0,190,32,14,92020,0,3177000,0,0,8633000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4525464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13005000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849278,0,0,0,849278,0,0,0,0,849278,16867111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6/30/2021 0:00:00,21,0,0,0,17406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204102814,0,0,0,0,0,0,0,0,0,0,0,129013678,397814,0,12106925,0,0,19377504,0,0,13959201,0,0,0,0,0,0,336949,0,124656,117227,69899,24984,0,0,0,0,0,0,0,0,0,114618,5654,17607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44528791,0,0,0,0,0,208523263,0,0,6662317,3940934,40681039,23201924,5459533,249974977,0,0,0,0,0,13745296,0,1157,0,0,0,0,0,176505,0,978239,0,1182,0,4522,0,0,121,0,195,0,900,0,0,18,18647,11,62020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19055626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53229,69790,306872,0,0,13959201,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,956941,0,0,46787436,0,0,0,45830495,0,0,0,0,46787436,800699274,2,1,2,0,3,0,0,0,0,0,85,112,7,13,132
42,6/30/2021 0:00:00,29,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,107124,0,0,0,0,0,0,0,0,0,0,0,0,60929674,0,0,0,0,0,0,0,2223000,0,0,0,6487945,54701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32923,0,205555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18261951,0,0,1041954,106744,5104415,1998633,1183331,15364460,0,0,0,0,0,507445,0,1030,0,0,0,0,0,20997,0,32437,0,82,0,633,0,0,8,0,19,0,55,0,0,2780,801,14,92020,0,26609000,0,0,35231000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9685,1,6063,0,0,3,15748,13,18651,3894,17569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2803835,0,0,0,2803835,0,0,0,0,2803835,105052387,0,0,0,0,0,0,0,0,0,0,9,11,0,1,12
