"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
51,12/31/2020 0:00:00,32,0,0,0,0,0,0,148484636,148484636,0,0,0,0,337944489,0,337944489,81941,81941,0,5566336,0,5566336,0,0,0,28996959,28996959,0,53159739,0,53159739,29316575,0,29316575,760696096,760696096,0,191790657,0,191790657,268,10,2,24,0,0,49,1,63,5,164,10,174,78,0,48,4,104,278,10430,7134,7,0,0,0,0,0,4213
53,12/31/2020 0:00:00,33,0,0,0,0,0,0,2485426,2485426,0,0,0,0,7004845,0,7004845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10753596,10753596,0,1263325,0,1263325,0,10,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,0,10,95,110,0,0,0,0,0,0,17
60,12/31/2020 0:00:00,35,0,0,0,0,0,0,5472948,5472948,0,2480864,2480864,0,35626310,0,35626310,0,0,0,0,0,0,0,0,0,776159,776159,0,2572237,0,2572237,1659556,0,1659556,52523664,52523664,0,4711749,0,4711749,95,0,0,0,0,0,15,0,4,0,26,0,26,69,0,6,0,69,95,295,543,0,0,0,0,0,0,1386
62,12/31/2020 0:00:00,36,0,0,0,0,0,0,186630,186630,0,0,0,0,572209,0,572209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94424,0,94424,853263,853263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,10,0,0,0,0,0,0,0
75,12/31/2020 0:00:00,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,12/31/2020 0:00:00,41,0,0,0,0,0,0,2618490,2618490,0,568098,568098,0,0,0,0,0,0,0,7481,0,7481,0,0,0,0,0,0,24398,0,24398,0,0,0,9739576,9739576,0,6528590,0,6528590,52,4,1,0,0,0,10,0,0,4,23,4,27,28,0,9,0,29,56,96,156,0,2,0,0,0,2,366
79,12/31/2020 0:00:00,43,0,0,0,0,0,0,30259398,30259398,0,1563780,1563780,0,33136105,0,33136105,0,0,0,1142441,0,1142441,0,0,0,6390390,6390390,0,78978,0,78978,7595643,0,7595643,81234370,81234370,0,8600466,0,8600466,211,0,19,92,0,0,56,0,20,0,82,0,82,18,0,4,0,129,211,1124,926,7,0,0,0,0,0,1634
82,12/31/2020 0:00:00,46,0,0,0,0,0,0,37214223,37214223,0,0,0,0,9859059,0,9859059,0,0,0,0,0,0,0,0,0,0,0,0,10613060,0,10613060,2117747,8705993,10823740,70854882,62148889,8705993,2344800,0,2344800,18,2,0,0,0,0,4,0,9,2,18,2,20,0,0,5,0,0,20,656,785,0,0,0,0,0,0,71
90,12/31/2020 0:00:00,49,0,0,0,0,0,0,0,0,0,0,0,0,1042750,0,1042750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042750,1042750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
98,12/31/2020 0:00:00,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0,0,0,0,0,13
107,12/31/2020 0:00:00,57,0,0,0,0,0,0,353677,353677,0,0,0,0,4207327,0,4207327,0,0,0,0,0,0,0,0,0,0,0,0,174228,0,174228,0,0,0,5414732,5414732,0,679500,0,679500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,133,0,0,0,0,0,0,46
108,12/31/2020 0:00:00,58,0,0,0,0,0,0,0,0,0,0,0,0,388456,0,388456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31335,0,31335,419791,419791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,179
110,12/31/2020 0:00:00,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,11,0,0,11,0,0,11,59,2,0,0,0,0,0,0,26
112,12/31/2020 0:00:00,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,12/31/2020 0:00:00,62,0,0,0,0,0,0,0,0,0,0,0,0,622957,0,622957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622957,622957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,8
120,12/31/2020 0:00:00,63,0,0,0,0,0,0,9754787,9754787,0,0,0,0,3964199,0,3964199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14989408,14989408,0,1270422,0,1270422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,227,0,0,0,0,0,0,17
132,12/31/2020 0:00:00,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,12/31/2020 0:00:00,70,0,0,0,0,0,0,1149935,1149935,0,0,0,0,3117942,0,3117942,0,0,0,0,0,0,0,0,0,0,0,0,32869,0,32869,108067,0,108067,5385977,5385977,0,977164,0,977164,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,140,202,0,0,0,0,0,0,456
138,12/31/2020 0:00:00,72,0,0,0,0,0,0,528467,528467,0,0,0,0,2021635,0,2021635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2587618,2587618,0,37516,0,37516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,35,0,0,0,0,0,0,78
146,12/31/2020 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
147,12/31/2020 0:00:00,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
150,12/31/2020 0:00:00,77,0,0,0,0,0,0,14239733,14239733,0,0,0,0,64460070,0,64460070,0,0,0,0,0,0,0,0,0,0,0,0,15551352,0,15551352,0,6623749,6623749,109001568,102377819,6623749,8126664,0,8126664,0,44,0,0,0,0,0,0,0,17,0,21,21,0,23,0,4,23,44,245,727,10,0,0,0,0,0,54
151,12/31/2020 0:00:00,78,0,0,0,0,0,0,27607547,27607547,0,0,0,0,110340143,0,110340143,0,0,0,0,0,0,0,0,0,0,0,0,25229915,0,25229915,0,0,0,164516200,164516200,0,1338595,0,1338595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136,1695,0,0,0,0,0,0,238
153,12/31/2020 0:00:00,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,12/31/2020 0:00:00,83,0,0,0,0,0,0,64358821,64358821,0,35880866,35880866,0,93700903,0,93700903,0,175000,175000,4427667,0,4427667,0,0,0,42669130,42669130,0,8210877,0,8210877,10506709,0,10506709,218624321,218624321,0,5966145,0,5966145,2019,6,5,1276,0,0,207,0,72,6,314,6,320,423,0,21,0,446,2025,3555,926,2533,4,1,0,0,5,3071
162,12/31/2020 0:00:00,85,0,0,0,0,0,0,8721992,8721992,0,0,0,0,12171691,0,12171691,0,0,0,0,0,0,0,0,0,0,0,0,2630699,0,2630699,0,0,0,25369893,25369893,0,1845511,0,1845511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,169,0,0,0,0,0,0,73
167,12/31/2020 0:00:00,87,0,0,0,0,0,0,4009921,3968732,41189,7200477,7200477,0,6310025,0,6310025,0,0,0,1868,0,1868,152505,0,152505,7873277,7873277,0,1413569,0,1413569,1477076,0,1477076,20411068,20369879,41189,0,0,0,610,1,3,16,0,0,133,0,0,0,357,1,358,234,0,187,0,253,611,1181,524,0,36,0,0,0,36,2452
168,12/31/2020 0:00:00,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421500,421500,0,421500,0,421500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6,0,0,0,0,0,0,159
169,12/31/2020 0:00:00,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,12/31/2020 0:00:00,91,0,0,0,0,0,0,195416,195416,0,308000,308000,0,25040299,0,25040299,0,0,0,403117,0,403117,0,0,0,0,0,0,81692,0,81692,4239523,0,4239523,30451794,30451794,0,586864,0,586864,67,14,30,4,0,0,8,1,14,4,26,10,36,7,4,3,4,45,81,638,73,3,0,0,0,0,0,1180
176,12/31/2020 0:00:00,92,0,0,0,0,0,0,9212000,9212000,0,0,0,0,64147000,0,64147000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41291000,0,41291000,159603000,159603000,0,44953000,0,44953000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,437,0,0,0,0,0,0,1272
177,12/31/2020 0:00:00,93,0,0,0,0,0,0,693901,693901,0,0,0,0,43480549,0,43480549,0,0,0,0,0,0,0,0,0,0,0,0,23159711,0,23159711,0,0,0,79832961,79832961,0,12498800,0,12498800,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,374,35,0,0,0,0,0,0,86
181,12/31/2020 0:00:00,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,12/31/2020 0:00:00,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13717,13717,0,452612,0,452612,22072,0,22072,486684,486684,0,12000,0,12000,7,0,0,0,0,0,2,0,4,0,7,0,7,0,0,1,0,0,7,42,1,6,0,0,0,0,0,16
195,12/31/2020 0:00:00,104,0,0,0,0,0,0,0,0,0,0,0,0,781774,0,781774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987726,987726,0,205952,0,205952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,127
196,12/31/2020 0:00:00,105,0,119175,119175,0,0,0,51507930,51507930,0,419914,419914,0,406100451,0,406100451,0,0,0,1185103,0,1185103,0,0,0,5975201,5975201,0,0,0,0,14527225,0,14527225,554893959,554774784,119175,82219264,0,82219264,376,3,3,3,0,0,99,3,137,0,268,3,271,102,0,27,0,108,379,2916,6015,15,0,0,0,0,0,4559
198,12/31/2020 0:00:00,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,36
199,12/31/2020 0:00:00,108,0,0,0,0,0,0,0,0,0,292395,292395,0,16972,0,16972,0,0,0,0,0,0,0,0,0,0,0,0,149747,0,149747,1470166,0,1470166,5687123,5687123,0,3757843,0,3757843,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,667,4,0,0,0,0,0,0,356
200,12/31/2020 0:00:00,109,0,0,0,0,0,0,401935,401935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401935,401935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,9
205,12/31/2020 0:00:00,112,0,0,0,0,0,0,3790933,3790933,0,0,0,0,4761008,0,4761008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17723,0,17723,11522664,11522664,0,2953000,0,2953000,0,4,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,4,677,189,0,0,0,0,0,0,130
216,12/31/2020 0:00:00,116,0,0,0,0,0,0,2506145,2506145,0,0,0,0,8423364,0,8423364,0,0,0,0,0,0,0,0,0,0,0,0,778816,0,778816,802456,0,802456,13994624,13994624,0,1483843,0,1483843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,116,0,0,0,0,0,0,5
220,12/31/2020 0:00:00,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
224,12/31/2020 0:00:00,119,0,0,0,0,0,0,874504,874504,0,0,0,0,4108802,0,4108802,0,0,0,0,0,0,0,0,0,0,0,0,107766,0,107766,0,0,0,7543383,7543383,0,2452311,0,2452311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,136,0,0,0,0,0,0,0
227,12/31/2020 0:00:00,121,0,170453,170453,0,0,0,1872063987,1724229896,147834091,0,0,0,7593289872,0,7593289872,0,0,0,316880043,0,316880043,0,0,0,401296617,401296617,0,158137233,0,158137233,308338000,0,308338000,9931999545,9783995001,148004544,0,0,0,1416,47,0,0,0,0,0,0,63,31,63,43,106,1353,4,0,2,1357,1463,26450,44149,0,0,0,0,0,0,18873
233,12/31/2020 0:00:00,124,0,0,0,0,0,0,2072337,2072337,0,0,0,0,18873847,0,18873847,0,0,0,0,0,0,0,0,0,0,0,0,1703148,0,1703148,0,0,0,24061832,24061832,0,1412500,0,1412500,0,15,0,0,0,0,0,0,0,0,0,14,14,0,1,0,14,1,15,436,519,0,0,0,0,0,0,247
234,12/31/2020 0:00:00,125,0,0,0,0,0,0,0,0,0,0,0,0,7973908,0,7973908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7973908,7973908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,23,0,0,0,0,0,0,100
240,12/31/2020 0:00:00,128,0,0,0,0,0,0,0,0,0,0,0,0,5868121,0,5868121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5868121,5868121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,225,0,0,0,0,0,0,82
242,12/31/2020 0:00:00,129,0,0,0,0,0,0,1800648,1800648,0,1612837,1612837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6042772,6042772,0,2629287,0,2629287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,66,0,0,0,0,0,0,1046
256,12/31/2020 0:00:00,136,0,0,0,0,0,0,12612006,12612006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117841,117841,0,4901983,0,4901983,0,0,0,17513989,17513989,0,0,0,0,8,1,1,0,0,0,0,0,6,1,6,1,7,1,0,0,0,2,9,396,451,0,0,0,0,0,0,210
258,12/31/2020 0:00:00,137,0,0,0,0,0,0,367316,367316,0,0,0,0,25404372,0,25404372,0,0,0,0,0,0,0,0,0,0,0,0,108161,0,108161,1727162,0,1727162,27616782,27616782,0,9771,0,9771,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,297,57,2,0,0,0,0,0,686
262,12/31/2020 0:00:00,139,0,0,0,0,0,0,4584386,4584386,0,0,0,0,661030,0,661030,0,0,0,0,0,0,0,0,0,0,0,0,1316605,0,1316605,0,0,0,7426846,7426846,0,864825,0,864825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,84,0,0,0,0,0,0,101
264,12/31/2020 0:00:00,141,0,0,0,0,0,0,6411282,6411282,0,0,0,0,8683128,0,8683128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17210687,17210687,0,2116277,0,2116277,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,142,300,0,0,0,0,0,0,89
266,12/31/2020 0:00:00,143,0,0,0,0,0,0,8451410,8451410,0,0,0,0,12034875,0,12034875,0,0,0,0,0,0,0,0,0,0,0,0,3058115,0,3058115,0,0,0,23972047,23972047,0,427647,0,427647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,356,0,0,0,0,0,0,11
274,12/31/2020 0:00:00,149,0,0,0,0,0,0,3537323,3537323,0,1064298,1064298,0,0,0,0,0,0,0,0,0,0,0,0,0,543402,543402,0,0,0,0,607693,0,607693,5209314,5209314,0,0,0,0,17,0,0,0,0,0,0,0,6,0,6,0,7,10,0,0,0,11,17,91,311,0,0,1,0,0,1,891
275,12/31/2020 0:00:00,150,0,0,0,0,0,0,0,0,0,0,0,0,490241,0,490241,77903,77903,0,0,0,0,83366,0,83366,77093,77093,0,0,0,0,0,0,0,542661,542661,0,52420,0,52420,120,0,0,0,0,0,2,0,0,0,3,0,3,117,0,0,0,117,120,26,2,0,1,0,0,0,1,124
276,12/31/2020 0:00:00,151,0,0,0,0,0,0,0,0,0,0,0,0,601963,0,601963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601963,601963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,25
277,12/31/2020 0:00:00,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
287,12/31/2020 0:00:00,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
288,12/31/2020 0:00:00,155,0,0,0,0,0,0,262507,262507,0,0,0,0,480832,0,480832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743339,743339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,76
294,12/31/2020 0:00:00,160,0,0,0,0,0,0,19508756,19508756,0,0,0,0,50053727,0,50053727,0,0,0,922542,0,922542,0,0,0,1072542,1072542,0,59882,0,59882,8765630,0,8765630,78464850,78464850,0,76855,0,76855,21,65,0,0,0,0,0,0,0,60,7,65,72,14,0,7,0,14,86,878,959,0,0,0,0,0,0,685
303,12/31/2020 0:00:00,166,0,0,0,0,0,0,2509307,2509307,0,0,0,0,20821550,0,20821550,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,11000,1737645,0,1737645,25199785,25199785,0,120283,0,120283,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,141,223,0,0,0,0,0,0,18
306,12/31/2020 0:00:00,168,0,0,0,0,0,0,2775612,2775612,0,0,0,0,5299955,0,5299955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10935567,10935567,0,2860000,0,2860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,255,0,0,0,0,0,0,175
319,12/31/2020 0:00:00,173,0,0,0,0,0,0,16826134,16826134,0,0,0,0,32673475,0,32673475,0,0,0,0,0,0,0,0,0,0,0,0,6335418,0,6335418,0,0,0,60385983,60385983,0,4550956,0,4550956,0,33,0,0,0,0,0,5,0,19,0,33,33,0,0,0,9,0,33,351,513,0,0,0,0,0,0,14
320,12/31/2020 0:00:00,174,0,0,0,0,0,0,3405620,3405620,0,0,0,0,4784980,0,4784980,0,0,0,0,0,0,0,0,0,0,0,0,1948590,0,1948590,0,0,0,10139190,10139190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,134,0,0,0,0,0,0,2
339,12/31/2020 0:00:00,182,0,0,0,0,0,0,77390,77390,0,0,0,0,1017248,0,1017248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094638,1094638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65,0,0,0,0,0,0,20
