"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003"
1,12/31/2020 0:00:00,2,0,125070,101341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8893681,0,0,0,0,0,0,0,0,,0,9993603,0,0,0,0,0,0,0,0,0,0,0
6,12/31/2020 0:00:00,7,0,0,4411321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249132,5575680,7161629,2495697,0,16482138,0,0,0,0,0,0,777311,42109,0,0,0,0,0,0,-556,0,0,0,0,192701297,16,161900,0,0,0,0,16,161900,,0,208442287,0,0,0,0,0,0,0,0,0,0,0
12,12/31/2020 0:00:00,11,248000,410562,608871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248000,0,0,0,248000,109155,0,0,0,0,0,0,0,0,0,0,0,0,52807651,0,0,0,0,0,0,0,0,,0,54402663,0,0,0,0,0,0,0,0,0,0,0
13,12/31/2020 0:00:00,12,0,66271474,3990848,5829000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64979,1171027,0,0,0,1236006,0,0,0,0,0,0,1099660,29184,0,0,0,0,0,0,0,0,0,0,0,566621911,0,0,0,0,0,0,0,0,,0,619716870,0,0,0,0,0,0,0,0,0,0,0
16,12/31/2020 0:00:00,14,0,0,96307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8546532,0,0,0,0,0,0,0,0,,0,9837413,0,0,0,0,0,0,0,0,0,0,0
19,12/31/2020 0:00:00,16,7564309,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6604309,475000,485000,0,0,7564309,0,0,0,0,0,0,0,0,0,0,0,0,0,7201103,1,21140,21140,0,0,0,1,21140,,0,10040837,0,0,0,0,0,0,0,0,0,0,0
22,12/31/2020 0:00:00,17,0,17731500,509386,532431,0,0,0,1909650,0,0,0,0,1909650,0,0,0,0,0,0,3977700,1854259,4102378,2030900,0,11965237,0,0,0,0,0,0,0,336134,1570,0,0,0,0,0,0,4642,0,0,0,240290422,0,0,0,0,0,0,0,0,,0,277588615,0,0,0,0,0,0,0,0,0,0,0
26,12/31/2020 0:00:00,19,0,0,269811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17930046,0,0,0,0,0,0,0,0,,0,19913291,0,0,0,0,0,0,0,0,0,0,0
28,12/31/2020 0:00:00,21,0,61359289,7701537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8258891,0,0,8258891,0,0,0,0,0,0,1732298,160137,0,0,0,0,0,0,0,0,0,0,0,852467295,342,9622527,9622527,0,0,0,342,9622527,,0,914802442,0,0,0,0,0,0,0,0,0,0,0
42,12/31/2020 0:00:00,29,0,0,1035597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371656,0,0,0,0,0,0,0,0,0,0,0,0,100521495,0,0,0,0,0,0,0,0,,0,110114633,0,0,0,0,0,0,0,0,0,0,0
47,12/31/2020 0:00:00,30,0,0,339846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43109706,0,0,0,0,0,0,0,0,,0,48901252,0,0,0,0,0,0,0,0,0,0,0
48,12/31/2020 0:00:00,31,6541000,0,561027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246000,1750000,4245000,300000,0,6541000,193393,0,0,0,0,0,0,0,0,0,0,0,0,52524653,0,0,0,0,0,0,0,0,,0,64010870,0,0,0,0,0,0,0,0,0,0,0
51,12/31/2020 0:00:00,32,369027904,728559055,29982348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269549308,264229866,211017530,75137676,0,819934380,238627484,109019951,21380469,0,0,369027904,11388824,4130532,-1347441,0,0,0,0,0,448239,12553,0,0,0,4492049152,955,37701276,37701276,0,0,0,955,37701276,,0,4840598781,0,0,0,0,0,0,0,0,0,0,0
53,12/31/2020 0:00:00,33,0,0,636127,0,0,0,0,2003693,0,0,0,0,2003693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50874,3693,0,0,0,0,0,0,0,0,0,0,0,64027485,0,0,0,0,0,0,0,0,,0,66890129,0,0,0,0,0,0,0,0,0,0,0
60,12/31/2020 0:00:00,35,10000000,63918537,1339230,1418613,0,0,0,0,0,0,0,462222,462222,0,0,0,0,0,0,0,0,0,0,6379999,6379999,0,0,10000000,0,0,10000000,1499261,448593,0,0,0,0,0,0,0,0,0,0,0,339327660,68,1164793,1164793,0,0,0,68,1164793,,0,373746956,0,0,0,0,0,0,0,0,0,0,0
62,12/31/2020 0:00:00,36,0,0,330449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9016,0,0,0,0,0,0,0,0,0,0,0,0,30806188,0,0,0,0,0,0,0,0,,0,35854113,0,0,0,0,0,0,0,0,0,0,0
75,12/31/2020 0:00:00,40,918249,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502033,416216,918249,0,0,0,0,0,0,0,0,0,0,0,0,0,1945831,0,0,0,0,0,0,0,0,,0,2551637,0,0,0,0,0,0,0,0,0,0,0
77,12/31/2020 0:00:00,41,0,0,2279569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244835,2773649,1281099,0,0,4299583,0,0,0,0,0,0,0,-96529,0,0,0,0,0,0,0,0,0,0,0,181703867,31,507186,507186,0,0,0,31,507186,,0,191547204,0,0,0,0,0,0,0,0,0,0,0
79,12/31/2020 0:00:00,43,0,59862883,4862339,953920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32242236,47309452,27674451,26135265,10973374,144334778,0,0,0,0,0,0,1170366,4115449,0,0,0,0,0,0,0,35427,0,0,0,699975218,172,8948543,8948543,0,0,0,172,8948543,,0,770592955,0,0,0,0,0,0,0,0,0,0,0
82,12/31/2020 0:00:00,46,0,37297609,1141843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266181,673486,0,0,0,939667,0,0,0,0,0,0,746329,32244,0,0,0,0,0,0,0,0,0,0,0,270357636,141,4301041,0,0,0,0,141,4301041,,0,295466915,0,0,0,0,0,0,0,0,0,0,0
90,12/31/2020 0:00:00,49,0,0,3623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5313183,0,0,0,0,0,0,0,0,,0,10524307,0,0,0,0,0,0,0,0,0,0,0
98,12/31/2020 0:00:00,54,5580000,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520000,3060000,0,0,0,5580000,12640,0,0,0,0,0,0,0,0,0,0,0,0,11394959,0,0,0,0,0,0,0,0,,0,13325471,0,0,0,0,0,0,0,0,0,0,0
107,12/31/2020 0:00:00,57,0,0,725146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58380588,0,0,0,0,0,0,0,0,,0,68920885,0,0,0,0,0,0,0,0,0,0,0
108,12/31/2020 0:00:00,58,1800000,0,678534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,550000,150000,100000,250000,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,32536127,0,0,0,0,0,0,0,0,,0,40841107,0,0,0,0,0,0,0,0,0,0,0
110,12/31/2020 0:00:00,59,0,0,19446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24498549,0,0,0,0,0,0,0,0,,0,27907367,0,0,0,0,0,0,0,0,0,0,0
112,12/31/2020 0:00:00,60,0,1895462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7018081,0,0,0,0,0,0,0,0,,0,7661182,0,0,0,0,0,0,0,0,0,0,0
119,12/31/2020 0:00:00,62,0,261988,419500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18332249,34259769,26431733,24307034,1001876,104332661,0,0,0,0,0,0,116787,1618983,0,0,0,0,0,0,0,-732,0,0,0,108489360,0,0,0,0,0,0,0,0,,0,130940310,0,0,0,0,0,0,0,0,0,0,0
120,12/31/2020 0:00:00,63,0,0,378401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28918,0,0,0,0,0,0,0,0,0,0,0,0,108452941,0,0,0,0,0,0,0,0,,0,116766152,0,0,0,0,0,0,0,0,0,0,0
132,12/31/2020 0:00:00,69,0,0,3117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24933,0,0,0,0,0,0,0,0,0,0,0,0,924568,0,0,0,0,0,0,0,0,,0,1125941,0,0,0,0,0,0,0,0,0,0,0
135,12/31/2020 0:00:00,70,0,0,652173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76321,0,0,0,0,0,0,0,0,0,0,0,0,74590764,0,0,0,0,0,0,0,0,,0,81554513,0,0,0,0,0,0,0,0,0,0,0
138,12/31/2020 0:00:00,72,0,0,1080852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021611,3517850,650182,0,0,6189643,0,0,0,0,0,0,0,106643,0,0,0,0,0,0,0,0,0,0,0,37798178,0,0,0,0,0,0,0,0,,0,40624795,0,0,0,0,0,0,0,0,0,0,0
146,12/31/2020 0:00:00,74,0,578754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9871,0,0,0,0,0,0,0,0,0,0,0,0,5196088,0,0,0,0,0,0,0,0,,0,5651826,0,0,0,0,0,0,0,0,0,0,0
147,12/31/2020 0:00:00,75,0,0,0,0,1,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424152,0,0,0,0,0,0,0,0,Fiscal Year 2020,0,1558784,0,0,0,0,0,0,0,0,0,0,0
150,12/31/2020 0:00:00,77,13773565,60941246,3945347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59090254,6031585,2711546,6862374,0,74695759,10480917,956455,2336193,0,0,13773565,1763592,301482,0,0,0,0,0,0,0,76244,0,0,0,376181863,0,0,0,0,0,0,0,0,,0,410650407,0,0,0,0,0,0,0,0,0,0,0
151,12/31/2020 0:00:00,78,0,87708420,3423225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21779703,20008795,18184163,22158951,26930005,109061617,0,0,0,0,0,0,2218566,1107757,0,0,0,0,0,0,0,195183,0,0,0,763832669,0,0,0,0,0,0,0,0,,0,861699276,0,0,0,0,0,0,0,0,0,0,0
153,12/31/2020 0:00:00,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368774,0,0,0,0,0,0,0,0,,0,488989,0,0,0,0,0,0,0,0,0,0,0
159,12/31/2020 0:00:00,83,0,5514154,10928010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48113144,23888232,30630199,70769096,51888365,225289036,0,0,0,0,0,0,14126450,10359671,-3142994,0,0,0,0,0,501289,1629668,0,0,0,1519114354,414,27564070,27564070,0,0,0,414,27564070,,0,1728345520,466494,0,0,0,0,0,0,0,0,0,0
162,12/31/2020 0:00:00,85,13975000,30894414,595447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250000,450000,7275000,13975000,272305,0,0,0,0,0,0,0,0,0,0,0,0,173665806,0,0,0,0,0,0,0,0,,0,187716382,0,0,0,0,0,0,0,0,0,0,0
167,12/31/2020 0:00:00,87,0,0,8516796,3218749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004280,3029240,2010580,0,0,6044100,0,0,0,0,0,0,504564,33927,0,0,0,0,0,0,0,0,0,0,0,406301885,57,2159650,2159650,0,0,0,57,2159650,,0,451191917,0,0,0,0,0,0,0,0,0,0,0
168,12/31/2020 0:00:00,88,0,0,436137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69316,0,0,0,0,0,0,0,0,0,0,0,0,36246958,0,0,0,0,0,0,0,0,,0,39067130,0,0,0,0,0,0,0,0,0,0,0
169,12/31/2020 0:00:00,89,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452501,0,0,0,0,0,0,0,0,,0,2187650,0,0,0,0,0,0,0,0,0,0,0
174,12/31/2020 0:00:00,91,19721681,0,6477402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502875,2252697,0,302663,0,3058235,494339,11909064,6323443,994835,0,19721681,1352753,236725,0,0,0,0,0,0,0,0,0,0,0,312586345,56,577125,577125,0,0,0,56,577125,,0,348959946,0,0,0,0,0,0,0,0,0,0,0
176,12/31/2020 0:00:00,92,0,145100000,6640974,900129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169525991,311986278,257668741,41454854,0,780635864,0,0,0,0,0,0,461056,13791298,0,0,0,0,0,0,0,0,0,0,0,1200116168,0,0,0,53,159533,153995,0,0,,0,1445114918,0,0,0,0,0,0,0,0,0,0,0
177,12/31/2020 0:00:00,93,0,21534373,2513464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31246558,102280884,64093894,0,0,197621336,0,0,0,0,0,0,903793,2141483,0,0,0,0,0,0,0,0,0,0,0,447326876,0,0,0,0,0,0,0,0,,0,499264702,0,0,0,0,0,0,0,0,0,0,0
181,12/31/2020 0:00:00,96,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892280,0,0,0,0,0,0,0,0,,0,2287147,0,0,0,0,0,0,0,0,0,0,0
187,12/31/2020 0:00:00,100,494000,0,389109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494000,0,0,0,0,494000,114383,0,0,0,0,0,0,0,0,0,0,0,0,22426714,0,0,0,0,0,0,0,0,,0,24138606,0,0,0,0,0,0,0,0,0,0,0
195,12/31/2020 0:00:00,104,0,0,158946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11956187,0,0,0,0,0,0,0,0,,0,12967427,0,0,0,0,0,0,0,0,0,0,0
196,12/31/2020 0:00:00,105,0,1827578,32984165,11475353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72911158,32816268,49486042,41085134,0,196298602,0,0,0,0,0,0,17607537,5761560,0,0,0,0,0,0,0,0,0,0,0,2305558346,9,484053,432892,0,0,0,6,381731,,0,2505171151,0,0,0,0,0,0,0,0,0,0,0
198,12/31/2020 0:00:00,107,6000000,0,117103,0,0,0,0,3323867,0,0,0,0,3323867,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,0,0,0,6000000,0,0,-58818,0,0,0,0,0,0,0,0,0,0,38954054,0,0,0,0,0,0,0,0,,0,52323579,0,0,0,0,0,0,0,0,0,0,0
199,12/31/2020 0:00:00,108,190,37537432,2798583,463724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524318,13222120,25609227,0,0,41355665,190,0,0,0,0,190,0,576140,0,0,0,0,0,0,0,0,0,0,0,191597889,0,0,0,0,0,0,0,0,,0,218285546,0,0,0,0,0,0,0,0,0,0,0
200,12/31/2020 0:00:00,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7433282,0,0,0,0,0,0,0,0,,0,9992462,0,0,0,0,0,0,0,0,0,0,0
205,12/31/2020 0:00:00,112,3449027,1999727,610219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3601094,1090233,513605,0,5204932,350000,2916641,182386,0,0,3449027,2,143238,0,0,0,0,0,0,79455,0,0,0,0,132735135,0,0,0,0,0,0,0,0,,0,151668908,0,0,0,0,0,0,0,0,0,0,0
216,12/31/2020 0:00:00,116,0,4112213,559144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80959,0,0,0,0,0,0,0,0,0,0,0,0,78199491,0,0,0,0,0,0,0,0,,0,84812936,0,0,0,0,0,0,0,0,0,0,0
220,12/31/2020 0:00:00,117,37,5964820,152793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,27390117,0,0,0,0,0,0,0,0,,0,34162400,0,0,0,0,0,0,0,0,0,0,0
224,12/31/2020 0:00:00,119,4462000,0,4938203,349343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872620,3460773,37637,0,0,4371030,1737000,2725000,0,0,0,4462000,41142,72404,0,0,0,0,0,0,0,0,0,0,0,128855430,0,0,0,0,0,0,0,0,,0,150045365,0,0,0,0,0,0,0,0,0,0,0
227,12/31/2020 0:00:00,121,0,1554317351,14765420,5828753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406732162,499706576,428984641,380171545,0,1715594924,0,0,0,0,0,0,124156466,28780690,0,0,0,0,0,0,0,2785682,0,0,0,23962160779,0,0,0,0,0,0,0,0,,0,26740250158,0,0,0,0,0,0,0,0,0,0,0
233,12/31/2020 0:00:00,124,0,6785859,2807853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2772861,9896388,2615668,14797537,0,30082454,0,0,0,0,0,0,24430,248658,0,0,0,0,0,0,0,0,0,0,0,178477684,0,0,0,0,0,0,0,0,,0,196695421,0,0,0,0,0,0,0,0,0,0,0
234,12/31/2020 0:00:00,125,5223000,0,164522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2239000,2487000,497000,0,0,5223000,0,0,0,0,0,0,0,0,0,0,0,0,0,72053577,0,0,0,0,0,0,0,0,,0,86405832,0,0,0,0,0,0,0,0,0,0,0
240,12/31/2020 0:00:00,128,968932,0,255367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175103,793829,0,0,0,968932,0,0,0,0,0,0,0,0,0,0,0,0,0,63097960,0,0,0,0,0,0,0,0,,0,76275041,0,0,0,0,0,0,0,0,0,0,0
242,12/31/2020 0:00:00,129,0,0,2314115,579607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511050,4596973,5046372,0,0,11154395,0,0,0,0,0,0,613427,134686,0,0,0,0,0,0,0,0,0,0,0,100516589,0,0,0,0,0,0,0,0,,0,120215993,0,0,0,0,0,0,0,0,0,0,0
256,12/31/2020 0:00:00,136,0,13003985,1997155,1094019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35534037,4449978,5734460,28299366,0,74017841,0,0,0,0,0,0,151691,1588767,0,0,0,0,0,0,0,492594,0,0,0,233784315,0,0,0,0,0,0,0,0,,0,259008616,0,0,0,0,0,0,0,0,0,0,0
258,12/31/2020 0:00:00,137,69803047,31747178,1209103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14824,0,0,0,0,14824,13627226,47393034,8782787,0,0,69803047,0,-217,0,0,0,0,0,0,0,0,0,0,0,264523629,0,0,0,0,0,0,0,0,,0,306234904,0,0,0,0,0,0,0,0,0,0,0
262,12/31/2020 0:00:00,139,0,0,582316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6478274,11867282,9459730,3100536,0,30905822,0,0,0,0,0,0,143951,340744,0,0,0,0,0,0,0,181327,0,0,0,69243678,2,9349,0,0,0,0,2,9349,,0,75098270,0,0,0,0,0,0,0,0,0,0,0
264,12/31/2020 0:00:00,141,1488000,0,639296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7196233,10206927,5910883,2000496,0,25314539,248000,1240000,0,0,0,1488000,0,194579,0,0,0,0,0,0,0,0,0,0,0,99714894,0,0,0,0,0,0,0,0,,0,113228909,0,0,0,0,0,0,0,0,0,0,0
266,12/31/2020 0:00:00,143,75377559,996594,1085349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7179610,52697855,15500094,0,0,75377559,769598,0,0,0,0,0,0,0,0,0,0,0,0,240383995,0,0,0,0,0,0,0,0,,0,285066151,0,0,0,0,0,0,0,0,0,0,0
274,12/31/2020 0:00:00,149,0,0,2065983,1328321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685433,0,0,0,0,0,0,0,0,0,0,0,0,146983245,27,379508,379508,0,0,0,27,379508,,0,166142381,0,0,0,0,0,0,0,0,0,0,0
275,12/31/2020 0:00:00,150,3324000,0,243144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736000,1588000,0,0,0,3324000,206128,0,0,0,0,0,0,0,0,0,0,0,0,23675876,0,0,0,0,0,0,0,0,,0,26780407,0,0,0,0,0,0,0,0,0,0,0
276,12/31/2020 0:00:00,151,0,0,184062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18559621,0,0,0,0,0,0,0,0,,0,20660473,0,0,0,0,0,0,0,0,0,0,0
277,12/31/2020 0:00:00,152,0,99480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504328,693453,600315,100504,1898600,0,0,0,0,0,0,1996,5428,0,0,0,0,0,0,0,0,0,0,0,1979818,0,0,0,0,0,0,0,0,,0,3103792,0,0,0,0,0,0,0,0,0,0,0
287,12/31/2020 0:00:00,154,5899000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4864000,1035000,0,0,0,5899000,592,0,0,0,0,0,0,0,0,0,0,0,0,13729581,0,0,0,0,0,0,0,0,,0,15185343,0,0,0,0,0,0,0,0,0,0,0
288,12/31/2020 0:00:00,155,0,0,127500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11336785,0,0,0,0,0,0,0,0,,0,12726775,0,0,0,0,0,0,0,0,0,0,0
294,12/31/2020 0:00:00,160,0,23158384,2708428,468674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3367949,144566,7881312,9168479,0,20562306,0,0,0,0,0,0,1273297,89190,0,0,0,0,0,0,0,0,0,0,0,328629353,74,1135133,1135133,0,0,0,74,1135133,,0,357606356,0,0,0,0,0,0,0,0,0,0,0
303,12/31/2020 0:00:00,166,0,0,871925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2882584,4600511,5720109,753245,0,13956449,0,0,0,0,0,0,69230,118040,0,0,0,0,0,0,0,0,0,0,0,96164387,0,0,0,0,0,0,0,0,,0,103918449,0,0,0,0,0,0,0,0,0,0,0
306,12/31/2020 0:00:00,168,16571790,0,2305468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8244168,6636147,1691475,0,0,16571790,237897,0,0,0,0,0,0,0,0,0,0,0,0,84669431,0,0,0,0,0,0,0,0,,0,91372030,0,0,0,0,0,0,0,0,0,0,0
319,12/31/2020 0:00:00,173,0,19166513,3237713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10469025,10784100,483955,8985225,2061503,32783808,0,0,0,0,0,0,236698,1439,0,0,0,0,0,0,0,0,0,0,0,231290251,0,0,0,0,0,0,0,0,,0,250785386,0,0,0,0,0,0,0,0,0,0,0
320,12/31/2020 0:00:00,174,2499006,13760414,732568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250619,1248387,0,0,0,2499006,240221,0,0,0,0,0,0,0,0,0,0,0,0,101425518,0,0,0,0,0,0,0,0,,0,111482993,0,0,0,0,0,0,0,0,0,0,0
339,12/31/2020 0:00:00,182,0,0,273872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20008,0,0,0,0,0,0,0,0,0,0,0,0,12386532,0,0,0,0,0,0,0,0,,0,14004641,0,0,0,0,0,0,0,0,0,0,0
340,12/31/2020 0:00:00,183,0,91069493,4919146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5033368,17082959,1000397,0,0,23116724,0,0,0,0,0,0,370966,53152,0,0,0,0,0,0,0,0,0,0,0,449360060,43,935047,0,0,0,0,43,935047,,0,496790238,0,0,0,0,0,0,0,0,0,0,0
352,12/31/2020 0:00:00,188,590892,57485391,4977244,845738,0,0,0,591678,0,0,0,0,591678,0,0,0,0,0,0,12928160,0,0,0,0,12928160,215045,375847,0,0,0,590892,420059,-174218,28753,0,0,0,0,0,0,3970,0,0,0,330527402,0,0,0,0,0,0,0,0,,0,366419809,0,0,0,0,0,0,0,0,0,0,0
359,12/31/2020 0:00:00,192,15280000,0,862236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3371021,6381837,12660976,7230281,0,29644115,3683000,5903000,5694000,0,0,15280000,119928,274461,0,0,0,0,0,0,0,0,0,0,0,158438243,0,0,0,0,0,0,0,0,,0,183209107,0,0,0,0,0,0,0,0,0,0,0
