"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_606A","ACCT_606B","ACCT_607","ACCT_608","ACCT_609","ACCT_620","ACCT_621","ACCT_622","ACCT_623","ACCT_624","ACCT_625","ACCT_626","ACCT_627","ACCT_628","ACCT_630A","ACCT_630B1","ACCT_630B2","ACCT_640","ACCT_652C","ACCT_653A","ACCT_653B1","ACCT_653B2","ACCT_653C","ACCT_655C","ACCT_656A","ACCT_656B1","ACCT_656B2","ACCT_657A","ACCT_657B1","ACCT_657B2","ACCT_659","ACCT_660","ACCT_661","ACCT_670A","ACCT_670B","ACCT_672C","ACCT_698","ACCT_709","ACCT_725","ACCT_726","ACCT_731","ACCT_732","ACCT_733","ACCT_734","ACCT_735","ACCT_736","ACCT_737","ACCT_741C","ACCT_742C","ACCT_746C","ACCT_747A","ACCT_747B1","ACCT_747B2","ACCT_747C","ACCT_750C","ACCT_752","ACCT_753","ACCT_754","ACCT_756","ACCT_757","ACCT_758","ACCT_760A","ACCT_760B1","ACCT_760B2","ACCT_761A","ACCT_761B1","ACCT_761B2","ACCT_770","ACCT_772","ACCT_773","ACCT_774","ACCT_776","ACCT_777","ACCT_778","ACCT_780","ACCT_781","ACCT_795","ACCT_799","ACCT_811","ACCT_812","ACCT_813","ACCT_814","ACCT_815","ACCT_816","ACCT_817","ACCT_818","ACCT_820","ACCT_821","ACCT_850","ACCT_860A","ACCT_860B1","ACCT_860B2","ACCT_865","ACCT_880A","ACCT_880B1","ACCT_880B2","ACCT_900","ACCT_902A","ACCT_902B1","ACCT_902B2","ACCT_906B1","ACCT_906B2","ACCT_906C","ACCT_908B1","ACCT_908B2","ACCT_911A","ACCT_911B1","ACCT_911B2","ACCT_913","ACCT_914","ACCT_955","ACCT_956","ACCT_957","ACCT_958","ACCT_961","ACCT_962","ACCT_963","ACCT_964","ACCT_965","ACCT_966","ACCT_970","ACCT_971","ACCT_972","ACCT_974","ACCT_977","ACCT_978","ACCT_982","ACCT_983","ACCT_984","ACCT_985","ACCT_986","ACCT_987","ACCT_988","ACCT_990","ACCT_992","ACCT_993","ACCT_994","ACCT_995","ACCT_603","ACCT_743C","ACCT_744A","ACCT_744B1","ACCT_744B2","ACCT_744C","ACCT_085","ACCT_086","ACCT_087","ACCT_782","ACCT_783","ACCT_784","ACCT_796A","ACCT_796B","ACCT_796C","ACCT_796D","ACCT_796E","ACCT_797A","ACCT_797B","ACCT_797C","ACCT_797D","ACCT_797E","ACCT_799B","ACCT_799C","ACCT_799D","ACCT_840","ACCT_875","ACCT_877","ACCT_945","ACCT_801","ACCT_614","ACCT_615","ACCT_745A","ACCT_745B","ACCT_745C","ACCT_745D","ACCT_745E","ACCT_819","ACCT_867A","ACCT_867B1","ACCT_867B2","ACCT_867C","ACCT_925","ACCT_841","ACCT_465","ACCT_466","ACCT_767","ACCT_768","ACCT_918","ACCT_919","Acct_026A","Acct_026B","Acct_027A","Acct_027B","Acct_028A","Acct_028B","Acct_045A","Acct_045B","Acct_585","Acct_680","Acct_681","Acct_682","Acct_769","Acct_785","Acct_786","Acct_787","Acct_892","Acct_895","Acct_896","Acct_899","ACCT_020I","ACCT_021I","ACCT_022I","ACCT_023I","ACCT_041I","ACCT_550I","ACCT_551I","ACCT_981","ACCT_981A","ACCT_981B","ACCT_065A1","ACCT_065A2","ACCT_065A3","ACCT_065A4","ACCT_065B1","ACCT_065C1","ACCT_065D1","ACCT_065E1","ACCT_067A1","ACCT_067A2","ACCT_067B1","ACCT_067C1","ACCT_068A","ACCT_069A","ACCT_033A","ACCT_033B","ACCT_033C","ACCT_033D","ACCT_033E","ACCT_034A","ACCT_034B","ACCT_034C","ACCT_034D","ACCT_034E","ACCT_035A","ACCT_035B","ACCT_035C","ACCT_035D","ACCT_035E"
1,3/31/2020 0:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5453063,0,0,10240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303945,0,0,0,0,0,1314735,0,0,0,0,0,0,0,365522,0,85,0,0,0,0,0,1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,21,32020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7297039,0,0,0,0,0,0,0,0,0,0,3,4,2,2,8
5,3/31/2020 0:00:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271565,0,0,0,0,0,0,0,0,0,0,0,0,13686909,0,0,53359,0,0,0,0,0,0,0,0,963535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121554,94443,214198,0,0,0,0,0,0,0,0,0,0,0,0,0,17212,5536,32698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936000,992000,496000,0,7352779,0,0,1038808,676039,3556697,7772253,3259450,8114115,0,0,0,0,0,767486,0,367,0,0,0,0,0,10118,0,0,0,0,0,239,0,0,0,0,3,0,7,0,0,717,441,26,92019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36918,0,0,0,0,7,36918,5,120962,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121627,0,0,7238966,0,0,0,7117339,0,0,0,0,7238966,57846734,10,1,1,1,3,0,0,0,0,0,17,5,0,1,6
6,3/31/2020 0:00:00,7,0,0,971,0,0,0,0,0,0,0,0,0,0,0,280954,0,0,0,0,0,0,0,0,0,0,0,0,97330454,0,0,418685,0,0,0,0,845027,0,0,0,926450,117124,0,0,0,0,124000,0,0,1193237,0,0,0,0,0,0,0,0,0,17145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235000,3725000,0,30252831,0,0,711051,599835,7366260,3033761,2713897,4591267,0,0,0,0,0,1792206,0,824,0,0,0,0,0,45767,0,90751,0,119,0,377,0,0,4,0,2,0,11,0,0,5195,5413,57,92019,0,498000,0,0,747000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,87151,1,4542,0,0,24,91693,0,133365,17409,40816,0,249000,1702892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147448,0,0,2851685,0,0,0,2704237,0,0,0,0,2851685,161844137,1,0,0,0,0,0,0,0,0,0,86,46,1,1,48
12,3/31/2020 0:00:00,11,0,0,0,907,0,0,0,0,0,0,0,0,0,0,27076,0,0,0,0,0,0,0,0,0,0,0,0,20364357,0,0,222510,0,0,0,0,498000,0,0,0,225846,32173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11235168,0,0,292408,242585,1159458,797296,335631,8519075,0,0,0,0,0,50296,0,284,0,0,0,0,0,22722,0,25803,0,36,0,141,0,0,0,0,0,0,4,0,0,3285,4724,13,52018,0,2979000,0,0,4473000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057443,0,0,0,0,0,0,248000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,98668,68,96116,5,7434,143,202218,1,81238,5212,4139,0,747000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94074,0,0,0,94074,0,0,0,0,94074,44149599,1,0,0,0,0,0,0,0,0,0,41,125,128,18,271
13,3/31/2020 0:00:00,12,0,0,0,483,0,0,0,0,0,0,0,0,0,0,183331,0,0,0,0,0,0,0,0,0,0,0,0,138446440,0,0,1379385,0,0,0,0,0,0,0,0,21477606,53161,0,391770,0,0,9655365,0,0,1714910,0,0,0,0,0,0,0,180886,0,0,0,0,0,0,0,0,0,0,0,8210,397224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,8500000,15500000,0,1936000,15009000,16041000,0,80312890,0,0,11081007,13330412,41810393,54655518,35144016,22615414,0,0,0,0,0,2846165,0,5814,0,0,0,0,0,82442,0,367292,0,0,0,1474,0,0,0,0,209,0,377,0,0,4607,3948,64,92019,0,100000,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,28,43593,7,5616,0,0,35,49209,20,8260,15648,8346,0,0,1714910,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4945531,0,0,30455393,0,0,0,25509862,0,0,0,0,30455393,455595061,6,0,0,0,0,0,0,0,0,0,85,28,9,0,37
16,3/31/2020 0:00:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5482455,0,0,7098,0,0,0,0,0,0,0,0,21130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207303,0,0,0,0,238834,216423,0,0,0,0,0,0,0,529759,0,39,0,0,0,0,0,1796,0,0,0,24,0,48,0,0,0,5,0,0,5,0,0,111,64,14,122019,0,800000,0,0,3915654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7159,0,0,2,7159,0,687,0,0,0,1375655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7974706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,3/31/2020 0:00:00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493000,0,0,0,0,0,0,0,0,6964515,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6608191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29591,0,33,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,4,62018,0,710841,0,0,710841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977048,0,0,0,0,0,0,6608191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17397,0,0,0,17397,0,0,0,0,17397,6947118,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,3/31/2020 0:00:00,17,0,0,0,16319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68770541,0,0,263411,0,0,0,0,747000,0,0,0,5540460,577698,0,923680,0,0,0,0,0,9789219,0,0,0,0,0,0,0,0,0,163054,0,118577,0,0,0,0,0,0,0,0,0,0,45307,0,368615,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25435187,0,0,5455798,634321,16023706,21552557,1297624,51630405,0,0,0,0,0,651270,0,857,0,0,0,0,0,35247,0,40041,0,814,0,1731,0,0,13,0,66,0,79,0,0,8548,1733,52,92019,0,6813000,0,0,7162200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,80542,4,53388,0,0,14,133930,0,71261,18262,113689,0,249000,10781672,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48119,0,0,11028154,0,0,0,10980035,0,0,0,0,11028154,203128683,0,1,0,2,3,0,0,0,0,0,0,7,1,3,11
26,3/31/2020 0:00:00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6594,0,0,0,0,0,0,0,0,0,0,0,0,8977720,0,0,0,0,0,0,0,5766000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2521560,0,0,0,0,0,1646212,0,0,0,0,0,0,0,308547,0,46,0,0,0,0,0,2148,0,14199,0,0,0,27,0,0,0,0,0,0,0,0,0,169,49,14,92018,0,1143000,0,0,4323000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,919,0,0,0,0,2,919,25,0,0,0,0,10089000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928549,0,0,0,928549,0,0,0,0,928549,13575707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3/31/2020 0:00:00,21,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135238707,0,0,1096425,0,0,0,0,0,0,0,0,42155225,423656,0,757133,0,0,21312444,0,0,5372666,0,0,0,0,0,0,457379,164382,545631,85680,40304,31525,0,0,0,0,0,0,0,0,0,0,60482,0,15738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009703,0,40000000,0,0,0,0,0,155079846,0,0,13073892,2983234,39296170,67344418,6032761,183480319,0,0,0,0,0,0,0,1371,0,0,0,0,0,144549,0,1178883,0,1349,0,4160,0,0,56,0,119,0,357,0,0,29,22676,0,62018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3115954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13801,1,1411,0,0,6,15212,0,125533,21450,114763,0,0,5372666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,985453,0,0,24960924,0,0,0,23975471,0,0,0,0,24960924,652393891,1,1,0,1,2,0,0,0,0,0,172,234,19,15,268
