"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_NW0001","ACCT_NW0002","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003"
63996,3/31/2020 0:00:00,18224,0,1593081,10912289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2589133,1956619,4695836,0,0,9241588,0,0,0,0,0,0,0,15998,0,0,0,0,0,0,0,0,0,219867046,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64021,3/31/2020 0:00:00,18249,0,0,258624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15754382,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64029,3/31/2020 0:00:00,18257,742056,0,2536145,713384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399849,956426,0,0,0,2356275,478909,263147,0,0,0,742056,128631,12390,0,0,0,0,0,0,0,0,0,123099925,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64030,3/31/2020 0:00:00,18258,7134000,0,938527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439000,3936000,1759000,0,0,7134000,0,0,0,0,0,0,0,0,0,0,0,61432287,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64034,3/31/2020 0:00:00,18262,0,0,486698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10760864,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64036,3/31/2020 0:00:00,18264,1292721,0,530828,82202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489844,802877,0,0,0,1292721,0,0,0,0,0,0,0,0,0,0,0,53117057,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64037,3/31/2020 0:00:00,18265,0,0,1438828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528403,2958844,2639013,0,6126260,0,0,0,0,0,0,77926,127016,0,0,0,0,0,0,0,0,0,88480132,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64038,3/31/2020 0:00:00,18266,0,0,187467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90011,0,0,0,0,0,0,0,0,0,0,19848526,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64049,3/31/2020 0:00:00,18277,0,595042,10031801,0,0,0,0,0,0,0,75547656,0,75547656,0,0,0,0,0,0,0,24460384,224270674,33782819,0,282513877,0,0,0,0,0,0,11309808,4753000,-12056000,0,0,0,0,0,368882,0,0,1664053574,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64051,3/31/2020 0:00:00,18279,3434000,0,439668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498000,1936000,0,0,0,3434000,0,0,0,0,0,0,0,0,0,0,0,14135081,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64056,3/31/2020 0:00:00,18284,0,0,238275,8121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16332737,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64059,3/31/2020 0:00:00,18287,0,0,956671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52593903,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64062,3/31/2020 0:00:00,18290,0,0,1358415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37868,0,0,0,0,0,0,0,0,0,0,45758067,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64067,3/31/2020 0:00:00,18295,0,0,243274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15907980,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64084,3/31/2020 0:00:00,18312,0,71559032,11593961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12984610,11236606,13502333,3339123,0,41062672,0,0,0,0,0,0,3333634,530649,0,0,0,0,0,0,0,0,0,654678348,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64089,3/31/2020 0:00:00,18317,825000,0,22133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425000,400000,0,0,0,825000,0,0,0,0,0,0,0,0,0,0,0,7129147,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64103,3/31/2020 0:00:00,18331,0,0,300036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123665,0,0,0,0,0,0,0,0,0,0,78477428,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64108,3/31/2020 0:00:00,18336,0,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625519,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64110,3/31/2020 0:00:00,18338,0,0,802207,229661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529316,0,0,0,0,0,0,0,0,0,0,126633063,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64122,3/31/2020 0:00:00,18350,0,0,1281099,-354188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39740,0,0,0,0,0,0,0,0,0,0,49153060,0,0,0,22,250201,225181,,0,0,0,0,0,0,0,0,0,0,0,0
64131,3/31/2020 0:00:00,18359,5839650,1164548206,25196638,8290509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226234755,66545752,113524276,137380230,0,543685013,0,5839650,0,0,0,5839650,16469480,4464739,0,0,0,0,0,0,0,0,0,5901550728,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64139,3/31/2020 0:00:00,18367,0,0,94075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20571852,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64140,3/31/2020 0:00:00,18368,300000,0,878472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0,0,300000,317472,0,0,0,0,0,0,0,0,0,0,58842231,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64144,3/31/2020 0:00:00,18372,6760309,10889342,963270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35400,2546703,1690595,516507,0,4789205,4087540,865053,1807716,0,0,6760309,0,88619,0,0,0,0,0,0,0,0,0,77754772,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64145,3/31/2020 0:00:00,18373,0,0,914258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51621459,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64166,3/31/2020 0:00:00,18394,0,53450902,25873446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15402520,275981,0,0,0,15678501,0,0,0,0,0,0,2013411,-79740,0,0,0,0,0,0,0,0,0,777860626,1,16630,14136,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64168,3/31/2020 0:00:00,18396,4864000,1077616,1008654,165001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355589,5010812,0,0,5366401,1888000,1736000,1240000,0,0,4864000,89371,220476,0,0,0,0,0,0,0,0,0,114388546,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64169,3/31/2020 0:00:00,18397,3432774,0,720413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992000,1736000,0,704774,0,3432774,326510,0,0,0,0,0,0,0,0,0,0,66999628,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64171,3/31/2020 0:00:00,18399,0,96478517,5159099,519969,0,0,0,121296,0,0,795835,202240,1119371,0,0,0,0,0,0,47259268,56296868,27999691,12458991,503129,144517947,0,0,0,0,0,0,2085931,980945,-180441,0,0,0,0,0,-29304,29620,0,689331658,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64186,3/31/2020 0:00:00,18414,700000,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,300000,200000,0,0,700000,0,0,0,0,0,0,0,0,0,0,0,8025532,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64191,3/31/2020 0:00:00,18419,121000,250052,1249529,0,0,0,0,4287,0,0,0,0,4287,0,0,0,0,0,0,0,0,0,0,0,0,50000,55000,16000,0,0,121000,0,0,0,0,0,0,0,0,0,0,0,73481104,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64196,3/31/2020 0:00:00,18424,0,0,987426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137025,8552542,3625937,9067588,0,22383092,0,0,0,0,0,0,0,475766,0,0,0,0,0,0,0,16759,0,45936968,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64199,3/31/2020 0:00:00,18427,0,0,162937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272130,7609384,791324,0,0,9672838,0,0,0,0,0,0,0,97267,0,0,0,0,0,0,0,3608,0,108214176,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64203,3/31/2020 0:00:00,18431,0,0,4355179,834291,0,0,0,22775,188496,195149,646203,139553,1192176,0,0,0,0,0,0,20651,507019,763561,0,0,1291231,0,0,0,0,0,0,823705,37580,-248436,0,0,0,0,0,3917,0,0,500764076,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64208,3/31/2020 0:00:00,18436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6571402,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64212,3/31/2020 0:00:00,18440,9518000,0,239558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7341,303610,446292,0,0,757243,2698000,4187000,2633000,0,0,9518000,0,-13782,0,0,0,0,0,0,0,0,0,23507978,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64222,3/31/2020 0:00:00,18450,0,0,7359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9002774,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64231,3/31/2020 0:00:00,18459,21202009,3450916,1400665,-351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503674,1502683,6026120,0,0,9032477,2973000,10167000,8010223,51786,0,21202009,775388,32476,0,0,0,0,0,0,0,0,0,73896019,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64232,3/31/2020 0:00:00,18460,0,11816624,464490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40658748,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64234,3/31/2020 0:00:00,18462,0,0,571785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548000,4370000,6547000,452000,0,12917000,0,0,0,0,0,0,0,192180,0,0,0,0,0,0,0,0,0,41836953,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64235,3/31/2020 0:00:00,18463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2729459,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64240,3/31/2020 0:00:00,18468,0,0,89639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8968807,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64242,3/31/2020 0:00:00,18470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31251,0,0,0,0,0,0,0,0,0,0,8211427,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64252,3/31/2020 0:00:00,18480,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361470,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64267,3/31/2020 0:00:00,18495,4976000,0,49673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490000,2786000,700000,0,0,4976000,0,0,0,0,0,0,0,0,0,0,0,14014330,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64269,3/31/2020 0:00:00,18497,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569550,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64271,3/31/2020 0:00:00,18499,2981459,0,1336249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247928,1610000,0,0,123531,2981459,452940,0,0,0,0,0,0,0,0,0,0,203578417,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64275,3/31/2020 0:00:00,18503,6411000,0,688850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3432000,2979000,0,0,0,6411000,0,0,0,0,0,0,0,0,0,0,0,50554860,0,0,0,0,0,0,,0,19183,13723,0,0,0,0,0,0,0,0,0
64281,3/31/2020 0:00:00,18509,1971417,0,1109487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3826420,4021605,0,0,0,7848025,299732,0,1093523,578162,0,1971417,0,69064,0,0,0,0,0,0,0,0,0,67493576,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64282,3/31/2020 0:00:00,18510,0,0,27432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5921651,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64283,3/31/2020 0:00:00,18511,8700976,0,4162502,615109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665955,381893,1671880,0,0,2719728,1478000,4160000,3062976,0,0,8700976,600523,94679,0,0,0,0,0,0,0,0,0,255255823,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64287,3/31/2020 0:00:00,18515,0,0,1519696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140045531,2,42916,21458,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64294,3/31/2020 0:00:00,18522,0,0,236840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88967,0,0,0,0,0,0,0,0,0,0,19532676,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64304,3/31/2020 0:00:00,18532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5100112,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64323,3/31/2020 0:00:00,18551,2295000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410000,1295000,590000,0,0,2295000,0,0,0,0,0,0,0,0,0,0,0,5922002,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64332,3/31/2020 0:00:00,18560,4000000,0,2123356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,4000000,0,0,0,0,0,0,0,0,0,0,0,204347257,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64340,3/31/2020 0:00:00,18568,0,0,175410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42499,0,0,0,0,0,0,0,0,0,0,7733752,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64342,3/31/2020 0:00:00,18570,0,44921548,1407271,660991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47186234,103913492,87048019,69490481,6107296,313745522,0,0,0,0,0,0,1448871,7532970,0,0,0,0,0,0,0,0,0,798906511,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64343,3/31/2020 0:00:00,18571,0,0,117451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12695874,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64351,3/31/2020 0:00:00,18579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994572,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64359,3/31/2020 0:00:00,18587,698000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548000,150000,0,0,0,698000,0,0,0,0,0,0,0,0,0,0,0,8995851,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64361,3/31/2020 0:00:00,18589,3868000,0,776597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310000,1600000,888000,70000,0,3868000,0,0,0,0,0,0,0,0,0,0,0,53450579,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64365,3/31/2020 0:00:00,18593,0,0,2751303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117755982,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64380,3/31/2020 0:00:00,18608,0,0,1111883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60452,0,0,0,0,0,0,0,0,0,0,48963033,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64390,3/31/2020 0:00:00,18618,0,0,450818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24969746,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64394,3/31/2020 0:00:00,18622,0,0,252649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14643983,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64397,3/31/2020 0:00:00,18625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5747528,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64408,3/31/2020 0:00:00,18636,4112054,0,455195,-985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2747107,11116,89038,1002504,262289,4112054,7701,0,0,0,0,0,0,0,0,0,0,53404642,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64412,3/31/2020 0:00:00,18640,0,51000,3182106,149747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872480,1098749,0,0,3971229,0,0,0,0,0,0,114489,59346,0,0,0,0,0,0,0,0,0,76794276,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64417,3/31/2020 0:00:00,18645,0,0,330284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24077094,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64418,3/31/2020 0:00:00,18646,0,102610839,36266955,8416992,0,0,0,0,0,0,21789744,0,21789744,0,0,0,0,0,0,25472390,33352846,10413462,0,2018357,71257055,0,0,0,0,0,0,19988499,1136248,-2870142,0,0,0,0,0,66753,2811,0,4041456099,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64421,3/31/2020 0:00:00,18649,0,0,465131,0,0,0,0,0,0,88808,0,0,88808,0,0,0,0,0,0,2985365,3504629,0,0,0,6489994,0,0,0,0,0,0,0,47469,0,0,0,0,0,0,0,0,0,36303150,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64425,3/31/2020 0:00:00,18653,0,0,362611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16564801,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64441,3/31/2020 0:00:00,18669,0,0,2558564,1036223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297879690,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64444,3/31/2020 0:00:00,18672,0,0,350828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21538548,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64460,3/31/2020 0:00:00,18688,0,0,80644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606074,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64462,3/31/2020 0:00:00,18690,0,0,72444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4309536,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64464,3/31/2020 0:00:00,18692,0,0,236238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10407201,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64471,3/31/2020 0:00:00,18699,0,402060,5565084,995425,0,0,0,1395552,0,0,0,0,1395552,0,0,0,0,0,0,28643770,6783946,13229166,10914328,2355063,61926273,0,0,0,0,0,0,84767,773518,0,0,0,0,0,0,-111703,66811,0,684879750,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64482,3/31/2020 0:00:00,18710,0,28998223,5993522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2901890,5071491,7727766,0,0,15701147,0,0,0,0,0,0,0,173029,0,0,0,0,0,0,0,20591,0,449809188,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64503,3/31/2020 0:00:00,18731,0,0,339417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40750739,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64515,3/31/2020 0:00:00,18743,0,0,3052538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3717260,29919569,9286427,0,0,42923256,0,0,0,0,0,0,184964,-629516,0,0,0,0,0,0,5155,6596,0,143127519,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64518,3/31/2020 0:00:00,18746,200000,0,49461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,7574512,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64521,3/31/2020 0:00:00,18749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385675,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64528,3/31/2020 0:00:00,18756,0,0,177669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7715300,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64531,3/31/2020 0:00:00,18759,1795000,1640051,1678242,49029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18739,0,0,0,0,18739,795000,500000,500000,0,0,1795000,445225,562,0,0,0,0,0,0,0,0,0,171243183,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64568,3/31/2020 0:00:00,18796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3548890,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
64576,3/31/2020 0:00:00,18804,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662269,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
