"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_NW0001","ACCT_NW0002","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003"
8709,3/31/2020 0:00:00,4100,0,0,392512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83131,0,0,0,0,0,0,0,0,0,26341159,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8715,3/31/2020 0:00:00,4102,0,96305,3268514,906102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767536,17199218,2310650,0,0,20277404,0,0,0,0,0,0,0,27519,0,0,0,0,0,0,0,-10859,0,265559134,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8725,3/31/2020 0:00:00,4107,3093656,0,780252,190029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2832244,260265,1147,0,0,3093656,0,0,0,0,0,0,0,0,0,0,0,102445240,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8733,3/31/2020 0:00:00,4109,0,0,2988449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108924943,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8749,3/31/2020 0:00:00,4114,0,0,139936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8944966,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8752,3/31/2020 0:00:00,4117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152877,0,0,0,0,0,0,0,0,0,0,21125972,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8774,3/31/2020 0:00:00,4123,0,0,593959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35448905,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8791,3/31/2020 0:00:00,4129,0,0,923725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45120,0,0,0,45120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30273261,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8797,3/31/2020 0:00:00,4131,13038378,72489873,1808406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155242720,69472949,18537129,0,190558,243443356,3804213,2966723,4171589,2059719,36134,13038378,2516443,-3754667,0,0,0,0,0,0,0,1262,0,930487661,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8801,3/31/2020 0:00:00,4134,203397,0,213429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203397,0,0,0,203397,0,0,0,0,0,0,0,0,0,0,0,19152759,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8812,3/31/2020 0:00:00,4139,0,0,1163711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38732564,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8822,3/31/2020 0:00:00,4144,250000,0,5621639,1407768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34032486,68317680,41249011,17011483,0,160610660,0,250000,0,0,0,250000,0,3593434,0,0,0,0,0,0,0,3492,0,425146102,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8825,3/31/2020 0:00:00,4147,0,0,285336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13512517,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8828,3/31/2020 0:00:00,4148,0,0,382595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24022,0,0,0,0,0,0,0,0,0,0,19955362,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8831,3/31/2020 0:00:00,4150,1400000,0,1196476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,700000,0,0,0,1400000,7278,0,0,0,0,0,0,0,0,0,0,46803095,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8840,3/31/2020 0:00:00,4154,0,0,651800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15814406,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8854,3/31/2020 0:00:00,4160,0,5738426,1671911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040303,2058918,1000000,0,0,4099221,0,0,0,0,0,0,1183544,17746,0,0,0,0,0,0,0,0,0,248520289,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8858,3/31/2020 0:00:00,4164,0,0,112773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11076090,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8881,3/31/2020 0:00:00,4177,0,0,1235113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63570364,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8885,3/31/2020 0:00:00,4178,0,0,419738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991094,1482167,604014,1144990,245262,4467527,0,0,0,0,0,0,0,14527,0,0,0,0,0,0,0,0,0,28739955,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8890,3/31/2020 0:00:00,4181,0,0,460454,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66732,0,0,0,66732,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,20316877,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8903,3/31/2020 0:00:00,4184,0,0,92266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517000,3191255,2755000,0,0,6463255,0,0,0,0,0,0,0,173255,0,0,0,0,0,0,0,857,0,11598918,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8905,3/31/2020 0:00:00,4186,0,0,11020538,1054068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10509324,23720464,16651430,1286081,1346842,53514141,0,0,0,0,0,0,0,1092843,0,0,0,0,0,0,0,0,0,192237644,0,0,0,0,0,0,,0,10,0,0,0,0,0,0,0,0,0,0
8913,3/31/2020 0:00:00,4191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100054,406772,0,0,0,506826,0,0,0,0,0,0,31005,2826,0,0,0,0,0,0,-142,0,0,5251954,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8915,3/31/2020 0:00:00,4193,0,0,1095727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257428,0,0,0,0,0,0,0,0,0,0,67580629,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8920,3/31/2020 0:00:00,4197,2493000,0,15257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800000,1543000,150000,0,0,2493000,0,0,0,0,0,0,0,0,0,0,0,9352786,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8921,3/31/2020 0:00:00,4198,0,0,1238750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29479545,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8922,3/31/2020 0:00:00,4199,0,0,331138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20930708,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8925,3/31/2020 0:00:00,4201,0,0,979322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22521789,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8936,3/31/2020 0:00:00,4206,0,309196,1912425,231613,0,0,0,0,0,0,0,0,0,0,0,352293,1850253,0,2202546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3968,0,0,114671170,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8940,3/31/2020 0:00:00,4209,0,128121,187841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4963943,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8943,3/31/2020 0:00:00,4210,0,0,13068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10004858,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8944,3/31/2020 0:00:00,4211,8460211,0,44375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3008000,3553016,1409195,490000,0,8460211,0,0,0,0,0,0,0,0,0,0,0,16565715,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8950,3/31/2020 0:00:00,4215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26835,47000,0,0,0,73835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150849,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8962,3/31/2020 0:00:00,4220,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2638199,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8967,3/31/2020 0:00:00,4222,0,0,3879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2270663,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8975,3/31/2020 0:00:00,4225,0,0,1135032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28655728,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8987,3/31/2020 0:00:00,4230,0,0,113078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7272871,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8988,3/31/2020 0:00:00,4231,0,3500000,1508530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51294185,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
8993,3/31/2020 0:00:00,4233,8641,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8641,8641,0,0,0,0,0,0,0,0,2810,0,0,15071870,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9000,3/31/2020 0:00:00,4236,250000,0,185149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,3432451,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9003,3/31/2020 0:00:00,4239,0,18808346,1576272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844303,960222,1252705,180402,0,3237632,0,0,0,0,0,0,0,32313,0,0,0,0,0,0,0,0,0,94637012,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9007,3/31/2020 0:00:00,4242,0,237539,19476575,2468352,0,0,0,6164028,1163460,0,0,0,7327488,0,0,0,0,0,0,24455050,17412297,47991066,10177699,434469,100470581,0,0,0,0,0,0,2541559,2467660,0,0,0,0,0,0,0,0,0,1207959641,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9035,3/31/2020 0:00:00,4257,0,0,726953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42578,0,0,0,0,0,0,0,0,0,0,18545210,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9042,3/31/2020 0:00:00,4261,3328000,0,93313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3328000,0,0,0,0,3328000,0,0,0,0,0,0,0,0,0,0,0,15664527,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9044,3/31/2020 0:00:00,4262,0,148144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4696744,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9071,3/31/2020 0:00:00,4275,0,78233389,234965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052831,0,0,0,0,1052831,0,0,0,0,0,0,3535267,20575,0,0,0,0,0,0,0,0,0,677632222,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9075,3/31/2020 0:00:00,4278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7329745,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9082,3/31/2020 0:00:00,4281,5485000,0,344339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580000,2905000,0,0,0,5485000,0,0,0,0,0,0,0,0,0,0,0,5677415,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9089,3/31/2020 0:00:00,4286,0,2794410,3481065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2098449,0,7919100,5169282,0,15186831,0,0,0,0,0,0,362640,300739,0,0,0,0,0,0,0,0,0,356952928,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9090,3/31/2020 0:00:00,4287,0,0,226414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34707122,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9093,3/31/2020 0:00:00,4288,0,0,300486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26911355,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9094,3/31/2020 0:00:00,4289,0,2355266,1833447,0,0,0,0,0,828323,0,0,0,828323,0,0,0,0,0,0,68966,1233552,373665,0,0,1676183,0,0,0,0,0,0,1180001,45694,-137677,0,0,0,0,0,0,0,0,223103834,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9095,3/31/2020 0:00:00,4290,167079,136338941,5149512,680593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752059,1415015,12302094,9107927,0,24577095,167079,0,0,0,0,167079,2827578,544545,0,0,0,0,0,0,0,0,0,1383715326,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9096,3/31/2020 0:00:00,4291,0,0,320216,37849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19103532,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9097,3/31/2020 0:00:00,4292,0,0,859441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51659,0,0,0,0,0,0,0,0,0,0,48909302,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9099,3/31/2020 0:00:00,4294,0,0,4241637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2716672,5310011,10867186,3006965,6851770,28752604,0,0,0,0,0,0,306090,624847,0,0,0,0,0,0,0,10963,0,156740386,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9102,3/31/2020 0:00:00,4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822949,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9105,3/31/2020 0:00:00,4298,0,0,189971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13049286,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9106,3/31/2020 0:00:00,4299,500000,0,3024535,208571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,213210789,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9107,3/31/2020 0:00:00,4300,0,0,1400109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85734943,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9109,3/31/2020 0:00:00,4301,10412936,13450000,1698880,981052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9400500,1012436,0,0,10412936,64019,0,0,0,0,0,0,0,0,0,0,161677040,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9111,3/31/2020 0:00:00,4303,0,0,213236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71957,0,0,0,0,0,0,0,0,0,0,4154685,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9115,3/31/2020 0:00:00,4305,0,0,217927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283796,720029,1241145,2213355,0,4458325,0,0,0,0,0,0,0,43038,0,0,0,0,0,0,0,0,0,35403083,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9119,3/31/2020 0:00:00,4307,85713840,0,12339773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218252,26576727,112237732,0,0,140032711,9704967,76008873,0,0,0,85713840,201767,3073438,0,0,0,0,0,0,0,0,0,488689157,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9145,3/31/2020 0:00:00,4319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10397541,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9146,3/31/2020 0:00:00,4320,12932000,0,569887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11055280,27636730,14658240,5366350,0,58716600,2854000,6506000,3572000,0,0,12932000,0,1716600,0,0,0,0,0,0,0,0,0,87698872,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9147,3/31/2020 0:00:00,4321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6208759,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9148,3/31/2020 0:00:00,4322,0,0,489355,197560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41868472,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9160,3/31/2020 0:00:00,4328,0,0,4000544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035626,2342950,0,0,3378576,0,0,0,0,0,0,0,155295,0,0,0,0,0,0,0,0,0,396526403,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9163,3/31/2020 0:00:00,4331,6178848,0,1933481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1850936,1785000,2302912,240000,0,6178848,0,0,0,0,0,0,0,0,0,0,0,117537679,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9164,3/31/2020 0:00:00,4332,2357805,1273944,4917737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47924,2309881,0,0,0,2357805,2668974,0,0,0,0,0,0,0,0,0,0,383511193,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9183,3/31/2020 0:00:00,4342,2428000,0,737497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2667,0,0,0,0,2667,496000,1932000,0,0,0,2428000,0,-2,0,0,0,0,0,0,0,0,0,27545362,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9189,3/31/2020 0:00:00,4345,9273599,0,962321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3325000,3274000,2403000,250000,21599,9273599,0,0,0,0,0,0,0,0,0,0,0,43268807,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9194,3/31/2020 0:00:00,4348,1317,0,167154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,955,0,0,1317,0,0,0,0,0,0,0,0,0,0,0,15084855,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9208,3/31/2020 0:00:00,4356,0,3403034,1193296,0,0,0,0,0,0,0,301338,0,301338,0,0,0,0,0,0,250658,945198,1930464,1263205,0,4389525,0,0,0,0,0,0,395914,103824,1338,0,0,0,0,0,0,0,0,159100730,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9213,3/31/2020 0:00:00,4359,5833129,0,411298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3601129,2232000,0,0,0,5833129,0,0,0,0,0,0,0,0,0,0,0,38157497,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9214,3/31/2020 0:00:00,4360,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40441,0,0,0,0,0,0,0,0,0,0,56338786,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9219,3/31/2020 0:00:00,4361,23981967,0,2853042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160211,14563284,4836969,0,0,21560464,5851967,5635000,12495000,0,0,23981967,361993,364423,0,0,0,0,0,0,0,0,0,105656757,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9229,3/31/2020 0:00:00,4365,0,39807425,12114862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4686119,4111610,0,0,8797729,0,0,0,0,0,0,3485993,46389,0,0,0,0,0,0,0,0,0,905399048,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9230,3/31/2020 0:00:00,4366,31430706,17126049,3370984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420258,3351062,260283,901232,3500664,10433499,7199428,17859805,4888258,1455888,27327,31430706,1395278,854056,0,0,0,0,0,0,0,1440,0,508593434,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9237,3/31/2020 0:00:00,4371,38121000,3516195,778843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9576000,14555000,13990000,0,0,38121000,0,0,0,0,0,0,0,0,0,0,0,72245168,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9246,3/31/2020 0:00:00,4379,0,343551,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9241241,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9247,3/31/2020 0:00:00,4380,165357,26519319,4267894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2796518,2232224,13053905,11696452,1023125,30802224,165357,0,0,0,0,165357,1053550,334079,0,0,0,0,0,0,0,3715,0,449526136,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9248,3/31/2020 0:00:00,4381,1165000,0,38133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,250000,465000,1165000,0,0,0,0,0,0,0,0,0,0,0,10845718,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9255,3/31/2020 0:00:00,4385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479797,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9260,3/31/2020 0:00:00,4387,59321223,0,18349223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10050137,39238344,10032742,0,0,59321223,0,0,0,0,0,0,0,0,0,0,0,1300892359,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
9287,3/31/2020 0:00:00,4400,0,0,356804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31094136,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
