"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_020G3","ACCT_020G4","ACCT_020H1","ACCT_020N1","ACCT_020P3","ACCT_020P4","ACCT_020Q1","ACCT_020W1","ACCT_020Y1","ACCT_021G3","ACCT_021G4","ACCT_021H1","ACCT_021N1","ACCT_021P3","ACCT_021P4","ACCT_021Q1","ACCT_021W1","ACCT_021Y1","ACCT_022G3","ACCT_022G4","ACCT_022H1","ACCT_022N1","ACCT_022P3","ACCT_022P4","ACCT_022Q1","ACCT_022W1","ACCT_022Y1","ACCT_023G3","ACCT_023G4","ACCT_023H1","ACCT_023N1","ACCT_023P3","ACCT_023P4","ACCT_023Q1","ACCT_023W1","ACCT_023Y1","ACCT_025A1","ACCT_025B1","ACCT_040A1","ACCT_040B2","ACCT_040C1","ACCT_040D1","ACCT_040E1","ACCT_041G3","ACCT_041G4","ACCT_041H1","ACCT_041N1","ACCT_041P3","ACCT_041P4","ACCT_041Q1","ACCT_041W1","ACCT_041Y1","ACCT_042A5","ACCT_042A6","ACCT_042A7","ACCT_042A8","ACCT_042A9","ACCT_043A3","ACCT_043A4","ACCT_043B3","ACCT_043B4","ACCT_043C3","ACCT_043C4","ACCT_043D3","ACCT_043D4","ACCT_043E3","ACCT_043E4","ACCT_044A1","ACCT_044B1","ACCT_044C1","ACCT_044D1","ACCT_044E1","ACCT_046A3","ACCT_046A4","ACCT_046B3","ACCT_046B4","ACCT_046C3","ACCT_046C4","ACCT_046D3","ACCT_046D4","ACCT_046E3","ACCT_046E4","ACCT_047A1","ACCT_047B1","ACCT_047C1","ACCT_047D1","ACCT_047E1","ACCT_056A1","ACCT_056B1","ACCT_056C1","ACCT_056D1","ACCT_056E1","ACCT_059A1","ACCT_059B1","ACCT_059C1","ACCT_059D1","ACCT_059E1","ACCT_090A1","ACCT_090B1","ACCT_090C5","ACCT_090C6","ACCT_090C7","ACCT_090C8","ACCT_090H2","ACCT_090H3","ACCT_090J2","ACCT_090J3","ACCT_090K2","ACCT_090K3","ACCT_090L2","ACCT_090L3","ACCT_090M","ACCT_090M1","ACCT_099A5","ACCT_099A6","ACCT_099A7","ACCT_099A8","ACCT_1006F","ACCT_1006G","ACCT_1007F","ACCT_1007G","ACCT_1008F","ACCT_1008G","ACCT_1009F","ACCT_1009G","ACCT_1010F","ACCT_1010G","ACCT_1011F","ACCT_1011G","ACCT_1060","ACCT_1060A","ACCT_1060B","ACCT_1061","ACCT_1061A","ACCT_1062","ACCT_1062A","ACCT_1063","ACCT_1063A","ACCT_1116","ACCT_1116A","ACCT_1116B","ACCT_1116C","ACCT_1116D","ACCT_1116E","ACCT_1118","ACCT_1118A","ACCT_1118B","ACCT_1118C","ACCT_1118D","ACCT_1118E","ACCT_143A3","ACCT_143A4","ACCT_143B3","ACCT_143B4","ACCT_143C3","ACCT_143C4","ACCT_143D3","ACCT_143D4","ACCT_386A","ACCT_386B","ACCT_400A1","ACCT_400B1","ACCT_400C5","ACCT_400C6","ACCT_400C7","ACCT_400C8","ACCT_400H2","ACCT_400H3","ACCT_400J2","ACCT_400J3","ACCT_400L2","ACCT_400L3","ACCT_400M","ACCT_400M1","ACCT_400P","ACCT_400T1","ACCT_463A5","ACCT_463A6","ACCT_463A7","ACCT_463A8","ACCT_475A1","ACCT_475B1","ACCT_475C5","ACCT_475C6","ACCT_475C7","ACCT_475C8","ACCT_475H2","ACCT_475H3","ACCT_475J2","ACCT_475J3","ACCT_475K2","ACCT_475K3","ACCT_475L2","ACCT_475L3","ACCT_475M","ACCT_475M1","ACCT_525","ACCT_526","ACCT_550G3","ACCT_550G4","ACCT_550H1","ACCT_550N1","ACCT_550P3","ACCT_550P4","ACCT_550Q1","ACCT_550W1","ACCT_550Y1","ACCT_551G3","ACCT_551G4","ACCT_551H1","ACCT_551N1","ACCT_551P3","ACCT_551P4","ACCT_551Q1","ACCT_551W1","ACCT_551Y1","ACCT_562A","ACCT_562B","ACCT_563A","ACCT_595B","ACCT_691B1","ACCT_691C1","ACCT_691C2","ACCT_691K8","ACCT_691K9","ACCT_691L8","ACCT_691L9","ACCT_691M8","ACCT_691M9","ACCT_691N8","ACCT_691N9","ACCT_691P","ACCT_691P1","ACCT_691P2","ACCT_698C","ACCT_703A","ACCT_704A2","ACCT_718A3","ACCT_718A4","ACCT_718A5"
1,3/31/2020 0:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,7434646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392082,0,0,0,0,0
5,3/31/2020 0:00:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3024,53761080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1217433,0,0,0,0,2052432,0,684659,2235216,0,0,0,0,684659,0,0,0,0,0,0,1017783,0,2919875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,665,255,0,0,0,2,2,1044594,1246971,0,0,0,0,0,0,0,1817579,20860290,0,684659,2235216,2919875
6,3/31/2020 0:00:00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17380,136381503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8038394,0,610668,291201,0,0,0,0,0,0,87249,291201,523419,0,0,0,523419,901869,0,0,0,0,139220,0,0,0,0,0,0,0,0,0,0,0,139220,0,0,0,486,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,486,575,0,0,0,1,0,291201,0,0,0,0,0,0,0,0,6330275,19045384,0,87249,291201,378450
12,3/31/2020 0:00:00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9015,22056193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,349,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192485,5074190,0,0,0,0
13,3/31/2020 0:00:00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25697,464648993,0,0,0,0,0,397225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,259310,0,0,0,0,0,1,0,259310,0,0,0,0,35342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21694292,0,518906,1190439,0,0,0,0,478611,1190439,0,0,40295,0,0,0,40295,1709345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,475,250,0,0,0,3,0,1190442,0,1,0,35342,0,0,0,0,10999439,87543386,2004548,478611,1190439,1669050
16,3/31/2020 0:00:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,3743972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979042,0,0,0,0
19,3/31/2020 0:00:00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,1013435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26256,0,0,0,0,0
22,3/31/2020 0:00:00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17310,183068812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73806155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,275,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826151,4229215,0,0,0,0
26,3/31/2020 0:00:00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,4748964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965919,1337645,0,0,0,0
28,3/31/2020 0:00:00,21,0,0,0,0,0,0,0,0,0,0,332958,0,0,0,0,0,0,68432,0,414433,0,0,0,0,0,0,0,0,149325,0,0,0,0,0,0,149325,49494,687035568,0,0,0,0,0,0,896716,0,0,0,0,0,0,217757,0,0,0,0,0,0,0,0,6,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,32,0,1,1,0,0,0,0,8,0,19,0,11,0,0,0,0,0,0,0,0,1,0,124800,0,2,0,217757,0,3,0,342557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3051658,0,11,0,842245,0,71351193,222596,54436354,7411897,335375,647200,0,0,0,0,32157506,7411897,13461349,0,4783266,0,14443924,61848251,0,0,0,0,7981878,0,75961,50781,0,0,0,0,5767362,0,6609607,0,1245529,0,0,0,475,500,41692,50161,0,0,0,0,0,0,0,456,3817,0,0,0,0,0,0,0,474,550,325,624,16,2435180,769904,0,4,0,7411897,0,0,0,0,0,0,0,52858009,143109577,0,39992430,7411897,47404327
