"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017"
51,9/30/2021 0:00:00,32,262434675,801514859,22165256,0,0,0,0,0,0,0,0,7258808,7258808,0,0,0,0,0,0,124761901,834644826,243620711,136788973,19754138,1359570549,172189583,85334214,4288158,622720,0,262434675,7984003,-7263970,0,0,0,0,0,0,0,0,0,0,0,5040840893,487,23194807,23194807,0,0,0,487,23194807,,0,5418254420,0,0,0,0,0,0,0,0,0,0,0,53551403,0,4758813,11281,0,0,0,0,0,0
53,9/30/2021 0:00:00,33,0,0,515682,0,0,0,0,1998138,0,0,0,0,1998138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79383,-1862,0,0,0,0,0,0,0,0,0,0,0,67019990,0,0,0,0,0,0,0,0,,0,70361823,0,0,0,0,0,0,0,0,0,0,0,840337,0,0,0,0,0,0,0,0,0
60,9/30/2021 0:00:00,35,17728664,93544114,1217240,1541737,0,0,0,0,0,0,0,539350,539350,0,0,0,0,0,0,0,3217159,4489740,0,0,7706899,4557024,6460938,6710702,0,0,17728664,1132286,47732,0,0,0,0,0,0,0,0,0,0,0,376869784,15,463908,463908,0,0,0,14,463114,,0,418531701,0,0,0,0,0,0,0,0,0,0,0,5574062,0,0,0,0,0,0,0,0,0
62,9/30/2021 0:00:00,36,0,0,239047,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5758,0,0,0,0,0,0,0,0,0,0,0,0,30710696,0,0,0,0,0,0,0,0,,0,35845442,0,0,0,0,0,0,0,0,0,0,0,83118,0,0,0,0,0,0,0,0,0
75,9/30/2021 0:00:00,40,1018268,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254675,763593,0,1018268,0,0,0,0,0,0,0,0,0,0,0,0,0,1691010,0,0,0,0,0,0,0,0,,0,2285497,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0
77,9/30/2021 0:00:00,41,0,15119297,1761977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114570,2909871,16609716,5170504,0,24804661,0,0,0,0,0,0,0,-334335,0,0,0,0,0,0,0,0,0,0,0,197854121,7,53676,45544,0,0,0,7,53676,,0,210727086,0,0,0,0,0,0,0,0,0,0,0,292952,0,0,0,0,0,0,0,0,0
79,9/30/2021 0:00:00,43,0,86410697,4893435,910031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28986617,32710822,38061768,73002168,12735499,185496874,0,0,0,0,0,0,633119,1772072,0,0,0,0,0,0,0,0,0,0,0,760688337,27,3073035,3073035,0,0,0,27,3073035,,0,834604680,0,0,0,0,0,0,0,0,0,0,0,4494487,0,0,-156,0,0,0,0,0,0
82,9/30/2021 0:00:00,46,0,69111717,1018073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180638,463285,0,0,0,643923,0,0,0,0,0,0,1648518,24950,0,0,0,0,0,0,0,0,0,0,0,268564488,68,2260400,2260400,0,0,0,68,2260400,,0,294707748,0,0,0,0,0,0,0,0,0,0,0,1072694,0,0,0,0,0,0,0,0,0
90,9/30/2021 0:00:00,49,0,0,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46736,0,0,0,0,0,0,0,0,0,0,0,0,5448852,0,0,0,0,0,0,0,0,,0,10641050,0,0,0,0,0,0,0,0,0,0,0,17112,0,0,0,0,0,0,0,0,0
98,9/30/2021 0:00:00,54,6950000,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,6350000,0,0,0,6950000,0,0,0,0,0,0,0,0,0,0,0,0,0,11830452,0,0,0,0,0,0,0,0,,0,13809994,0,0,0,0,0,0,0,0,0,0,0,68765,0,0,0,0,0,0,0,0,0
107,9/30/2021 0:00:00,57,0,0,646977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63087545,0,0,0,0,0,0,0,0,,0,73966004,0,0,0,0,0,0,0,0,0,0,0,449386,0,0,0,0,0,0,0,0,0
108,9/30/2021 0:00:00,58,2450000,0,575179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650000,250000,350000,1200000,2450000,0,0,0,0,0,0,0,0,0,0,0,0,0,35576188,0,0,0,0,0,0,0,0,,0,43972243,0,0,0,0,0,0,0,0,0,0,0,27306,0,0,0,0,0,0,0,0,0
110,9/30/2021 0:00:00,59,0,0,56462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25637756,0,0,0,0,0,0,0,0,,0,30315561,0,0,0,0,0,0,0,0,0,0,0,51148,0,0,0,0,0,0,0,0,0
119,9/30/2021 0:00:00,62,0,324539,514148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11100440,25588090,21780711,43085565,984742,102539548,0,0,0,0,0,0,27218,160906,0,0,0,0,0,0,0,0,0,0,0,107775221,0,0,0,0,0,0,0,0,,0,129209379,0,0,0,0,0,0,0,0,0,0,0,503265,0,0,-231,0,0,0,0,0,0
120,9/30/2021 0:00:00,63,0,0,761280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164578,0,0,0,0,0,0,0,0,0,0,0,0,113180194,0,0,0,0,0,0,0,0,,0,122088241,0,0,0,0,0,0,0,0,0,0,0,660435,0,0,0,0,0,0,0,0,0
132,9/30/2021 0:00:00,69,0,0,2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24305,0,0,0,0,0,0,0,0,0,0,0,0,960652,0,0,0,0,0,0,0,0,,0,1157717,0,0,0,0,0,0,0,0,0,0,0,17864,0,0,0,0,0,0,0,0,0
135,9/30/2021 0:00:00,70,0,0,778640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137665,0,0,0,0,0,0,0,0,0,0,0,0,75865515,0,0,0,0,0,0,0,0,,0,83066802,0,0,0,0,0,0,0,0,0,0,0,452820,0,0,0,0,0,0,0,0,0
138,9/30/2021 0:00:00,72,0,0,1083269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854928,5400557,2034800,0,0,9290285,0,0,0,0,0,0,0,22285,0,0,0,0,0,0,0,0,0,0,0,40163161,0,0,0,0,0,0,0,0,,0,43062054,0,0,0,0,0,0,0,0,0,0,0,323726,0,0,0,0,0,233,6486059,0,0
146,9/30/2021 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5667264,0,0,0,0,0,0,0,0,,0,6110275,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0
147,9/30/2021 0:00:00,75,0,0,0,0,1,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447768,0,0,0,0,0,0,0,0,Fiscal Year 2020,0,1585968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,9/30/2021 0:00:00,77,10287353,57703973,5608075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49265033,6595913,3716648,22395026,1024660,82997280,7628110,2515820,143423,0,0,10287353,557116,115379,0,0,0,0,0,0,0,0,0,0,0,400820616,0,0,0,0,0,0,0,0,,0,436026672,0,0,0,0,0,0,0,0,0,0,0,1322712,0,0,24706,0,0,0,0,0,0
151,9/30/2021 0:00:00,78,0,64768093,3669994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36848806,24640165,17161650,53797753,25313077,157761451,0,0,0,0,0,0,1151334,-96309,0,0,0,0,0,0,0,0,0,0,0,805307564,0,0,0,0,0,0,0,0,,0,909625435,0,0,0,0,0,0,0,0,0,0,0,4544560,0,0,2800,0,0,0,0,0,0
153,9/30/2021 0:00:00,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383783,0,0,0,0,0,0,0,0,,0,491591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,9/30/2021 0:00:00,83,0,23701868,11411234,0,0,0,0,0,0,0,0,12686725,12686725,0,0,0,0,0,0,42364588,31195129,16555211,138493026,82842217,311450171,0,0,0,0,0,0,10081508,5346945,0,0,0,0,0,0,0,0,0,0,0,1641692362,125,5985316,0,0,0,0,125,5985316,,0,1873888677,339673,1863438,0,0,0,0,0,0,0,0,0,25157866,0,60262,-139107,0,0,0,0,0,0
162,9/30/2021 0:00:00,85,17275000,41014037,659471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,7950000,600000,8475000,17275000,177178,0,0,0,0,0,0,0,0,0,0,0,0,177372180,0,0,0,0,0,0,0,0,,0,191100592,0,0,0,0,0,0,0,0,0,0,0,602273,0,0,0,0,0,0,0,0,0
167,9/30/2021 0:00:00,87,0,0,7365277,2752001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011430,8252890,19150550,6005550,0,34420420,0,0,0,0,0,0,394737,-105498,0,0,0,0,0,0,0,0,0,0,0,454016374,9,100800,100800,0,0,0,9,100800,,0,504529419,0,0,0,0,0,0,0,0,0,0,0,4071244,0,0,0,0,0,0,0,0,0
168,9/30/2021 0:00:00,88,744432,0,481158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245000,499432,744432,59121,0,0,0,0,0,0,0,0,0,0,0,0,38787400,0,0,0,0,0,0,0,0,,0,41745143,0,0,0,0,0,0,0,0,0,0,0,134373,0,0,0,0,0,0,0,0,0
169,9/30/2021 0:00:00,89,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473794,0,0,0,0,0,0,0,0,,0,2228710,0,0,0,0,0,0,0,0,0,0,0,17965,0,0,0,0,0,0,0,0,0
174,9/30/2021 0:00:00,91,20988208,0,4952202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497680,8813317,4620875,4220534,0,18152406,560172,13740444,6687592,0,0,20988208,755087,182355,0,0,0,0,0,0,0,0,0,0,0,380456419,0,0,0,0,0,0,0,0,,0,424946738,0,0,0,0,0,0,0,0,0,0,0,4606061,0,0,0,0,0,0,0,0,0
176,9/30/2021 0:00:00,92,0,179393531,6685933,1779810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95848422,272946836,325021413,55552,40301882,734174105,0,0,0,0,0,0,192796,4798245,0,0,0,0,0,0,0,0,0,0,0,1339969849,0,0,0,41,110634,107578,0,0,,0,1582210771,0,0,0,0,0,0,0,0,0,0,0,8124847,0,0,0,0,0,0,0,0,0
177,9/30/2021 0:00:00,93,0,45612897,2677526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11153752,94057010,47915997,33875786,0,187002545,0,0,0,0,0,0,83928,90704,0,0,0,0,0,0,0,0,0,0,0,459267813,0,0,0,0,0,0,0,0,,0,510833290,0,0,0,0,0,0,0,0,0,0,0,1391513,0,0,5014,0,0,0,0,0,0
181,9/30/2021 0:00:00,96,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1613583,0,0,0,0,0,0,0,0,,0,2010781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,9/30/2021 0:00:00,100,0,0,485218,284639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27240589,437,8146746,8146746,0,0,0,437,8146746,,0,30004305,0,0,0,0,0,0,0,0,0,0,0,86714,0,0,0,0,0,0,0,0,0
195,9/30/2021 0:00:00,104,0,0,180503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13643905,0,0,0,0,0,0,0,0,,0,14795934,0,0,0,0,0,0,0,0,0,0,0,80313,0,0,0,0,0,0,0,0,0
196,9/30/2021 0:00:00,105,0,12439544,37813689,8580310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89354486,20778256,121300328,42503527,0,273936597,0,0,0,0,0,0,8671548,3027884,0,0,0,0,0,0,0,0,0,0,0,2548284930,3,72278,36139,0,0,0,0,0,,0,2763631646,0,0,0,0,0,0,0,0,0,0,0,23763252,0,0,1203204,0,0,0,0,0,0
198,9/30/2021 0:00:00,107,8000000,0,74438,0,0,0,0,3355546,0,0,0,0,3355546,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000,4000000,0,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,42797802,0,0,0,0,0,0,0,0,,0,56490684,0,0,0,0,0,0,0,0,0,0,0,329250,0,-20089,0,0,0,0,0,0,0
199,9/30/2021 0:00:00,108,142,44095043,2789373,354252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2268700,12662259,13389768,19251785,0,47572512,142,0,0,0,0,142,86034,-195002,0,0,0,0,0,0,0,0,0,0,0,198185174,0,0,0,0,0,0,0,0,,0,226125992,0,0,0,0,0,0,0,0,0,0,0,1752337,0,0,0,0,0,0,0,0,0
200,9/30/2021 0:00:00,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7541446,0,0,0,0,0,0,0,0,,0,10107471,0,0,0,0,0,0,0,0,0,0,0,19385,0,0,0,0,0,0,0,0,0
205,9/30/2021 0:00:00,112,0,20826452,782072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78733,5825170,918288,5551105,0,12373296,0,0,0,0,0,0,649319,246165,0,0,0,0,0,0,0,0,0,0,0,224966026,0,0,0,0,0,0,0,0,,0,268300033,0,0,0,0,0,0,0,0,0,0,0,1461471,0,0,0,0,0,0,0,0,0
216,9/30/2021 0:00:00,116,0,260899,470395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68660,0,0,0,0,0,0,0,0,0,0,0,0,77923535,0,0,0,0,0,0,0,0,,0,84563901,0,0,0,0,0,0,0,0,0,0,0,434189,0,0,0,0,0,0,0,0,0
220,9/30/2021 0:00:00,117,996571,5970042,124116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,996532,0,0,996571,0,0,0,0,0,0,0,0,0,0,0,0,0,28291402,0,0,0,0,0,0,0,0,,0,35155535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,9/30/2021 0:00:00,119,3969000,0,4680451,216212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041622,1795511,29614,0,0,2866747,2477000,1242000,250000,0,0,3969000,15927,59459,0,0,0,0,0,0,0,0,0,0,0,139370891,0,0,0,0,0,0,0,0,,0,161351755,0,0,0,0,0,0,0,0,0,0,0,1252343,0,0,0,0,0,0,0,0,0
227,9/30/2021 0:00:00,121,0,377094908,13822528,8925095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390861896,303034619,742552256,791341929,0,2227790700,0,0,0,0,0,0,268684385,2531224,0,0,0,0,0,0,0,0,0,0,0,26681035690,0,0,0,0,0,0,0,0,,0,29698335969,0,0,0,0,0,0,0,0,0,0,0,327922636,0,0,3385,53426,6969374478,0,0,0,0
233,9/30/2021 0:00:00,124,0,13518858,3080692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2088231,8278472,5580125,6380273,0,22327101,0,0,0,0,0,0,2833,-340757,0,0,0,0,0,0,0,0,0,0,0,213013834,0,0,0,0,0,0,0,0,,0,230913256,0,0,0,0,0,0,0,0,0,0,0,737649,0,0,113905,0,0,0,0,0,0
234,9/30/2021 0:00:00,125,2980000,0,129421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490000,994000,496000,0,0,2980000,0,0,0,0,0,0,0,0,0,0,0,0,0,74919592,0,0,0,0,0,0,0,0,,0,89481975,0,0,0,0,0,0,0,0,0,0,0,248787,0,0,0,0,0,0,0,0,0
240,9/30/2021 0:00:00,128,647201,0,196567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83779,563422,0,0,0,647201,0,0,0,0,0,0,0,0,0,0,0,0,0,71049533,0,0,0,0,0,0,0,0,,0,84091756,0,0,0,0,0,0,0,0,0,0,0,132543,0,0,0,0,0,0,0,0,0
242,9/30/2021 0:00:00,129,0,0,2553458,400622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005355,4087927,12472002,981536,0,19546820,0,0,0,0,0,0,178863,57180,0,0,0,0,0,0,0,0,0,0,0,102606979,0,0,0,0,0,0,0,0,,0,123168576,0,0,0,0,0,0,0,0,0,0,0,151209,0,0,0,0,0,0,0,0,0
256,9/30/2021 0:00:00,136,0,10842027,1279199,222284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39876643,1831817,13231110,32139282,1165162,88244014,0,0,0,0,0,0,119433,552283,0,0,0,0,0,0,0,0,0,0,0,241052319,0,0,0,0,0,0,0,0,,0,267283033,0,0,0,0,0,0,0,0,0,0,0,1380081,0,0,142697,0,0,0,0,0,0
258,9/30/2021 0:00:00,137,116779337,20150606,1299755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8332,0,0,0,0,8332,17665635,41111317,30583483,25364156,2054746,116779337,20769,-126,0,0,0,0,0,0,0,0,0,0,0,286853586,0,0,0,0,0,0,0,0,,0,329906760,0,0,0,0,0,0,0,0,0,0,0,1834423,0,0,0,0,0,0,0,0,0
262,9/30/2021 0:00:00,139,0,0,712259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5755956,8954777,10500294,10391555,0,35602582,0,0,0,0,0,0,0,78182,0,0,0,0,0,0,0,0,0,0,0,72085731,0,0,0,0,0,0,0,0,,0,77736879,0,0,0,0,0,0,0,0,0,0,0,343750,0,0,10661,0,0,0,0,0,0
266,9/30/2021 0:00:00,143,82084722,824114,1368395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4551196,48748065,28785461,0,0,82084722,23816,0,0,0,0,0,0,0,0,0,0,0,0,246868713,0,0,0,0,0,0,0,0,,0,293156933,0,0,0,0,0,0,0,0,0,0,0,202122,0,0,0,0,0,0,0,0,0
274,9/30/2021 0:00:00,149,0,0,1505289,596903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428737,0,0,0,0,0,0,0,0,0,0,0,0,162161902,7,135531,135531,0,0,0,7,135531,,0,183470125,0,0,0,0,0,0,0,0,0,0,0,1052200,0,0,0,0,0,0,0,0,0
275,9/30/2021 0:00:00,150,3324000,0,264678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084000,1240000,0,0,0,3324000,36164,0,0,0,0,0,0,0,0,0,0,0,0,26534909,0,0,0,0,0,0,0,0,,0,29728679,0,0,0,0,0,0,0,0,0,0,0,11274,0,0,0,0,0,0,0,0,0
277,9/30/2021 0:00:00,152,0,29824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254991,440831,296374,828447,95474,1916117,0,0,0,0,0,0,0,-30516,0,0,0,0,0,0,0,0,0,0,0,1991306,0,0,0,0,0,0,0,0,,0,3091954,0,0,0,0,0,0,0,0,0,0,0,27024,0,0,0,0,0,0,0,0,0
