"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_606A","ACCT_606B","ACCT_607","ACCT_608","ACCT_609","ACCT_620","ACCT_621","ACCT_622","ACCT_623","ACCT_624","ACCT_625","ACCT_626","ACCT_627","ACCT_628","ACCT_630A","ACCT_630B1","ACCT_630B2","ACCT_640","ACCT_652C","ACCT_653A","ACCT_653B1","ACCT_653B2","ACCT_653C","ACCT_655C","ACCT_656A","ACCT_656B1","ACCT_656B2","ACCT_657A","ACCT_657B1","ACCT_657B2","ACCT_659","ACCT_660","ACCT_661","ACCT_670A","ACCT_670B","ACCT_672C","ACCT_698","ACCT_709","ACCT_725","ACCT_726","ACCT_731","ACCT_732","ACCT_733","ACCT_734","ACCT_735","ACCT_736","ACCT_737","ACCT_741C","ACCT_742C","ACCT_746C","ACCT_747A","ACCT_747B1","ACCT_747B2","ACCT_747C","ACCT_750C","ACCT_752","ACCT_753","ACCT_754","ACCT_756","ACCT_757","ACCT_758","ACCT_760A","ACCT_760B1","ACCT_760B2","ACCT_761A","ACCT_761B1","ACCT_761B2","ACCT_770","ACCT_772","ACCT_773","ACCT_774","ACCT_776","ACCT_777","ACCT_778","ACCT_780","ACCT_781","ACCT_795","ACCT_799","ACCT_811","ACCT_812","ACCT_813","ACCT_814","ACCT_815","ACCT_816","ACCT_817","ACCT_818","ACCT_820","ACCT_821","ACCT_850","ACCT_860A","ACCT_860B1","ACCT_860B2","ACCT_865","ACCT_880A","ACCT_880B1","ACCT_880B2","ACCT_900","ACCT_902A","ACCT_902B1","ACCT_902B2","ACCT_906B1","ACCT_906B2","ACCT_906C","ACCT_908B1","ACCT_908B2","ACCT_911A","ACCT_911B1","ACCT_911B2","ACCT_913","ACCT_914","ACCT_955","ACCT_956","ACCT_957","ACCT_958","ACCT_961","ACCT_962","ACCT_963","ACCT_964","ACCT_965","ACCT_966","ACCT_970","ACCT_971","ACCT_972","ACCT_974","ACCT_977","ACCT_978","ACCT_982","ACCT_983","ACCT_984","ACCT_985","ACCT_986","ACCT_987","ACCT_988","ACCT_990","ACCT_992","ACCT_993","ACCT_994","ACCT_995","ACCT_603","ACCT_743C","ACCT_744A","ACCT_744B1","ACCT_744B2","ACCT_744C","ACCT_085","ACCT_086","ACCT_087","ACCT_782","ACCT_783","ACCT_784","ACCT_796A","ACCT_796B","ACCT_796C","ACCT_796D","ACCT_796E","ACCT_797A","ACCT_797B","ACCT_797C","ACCT_797D","ACCT_797E","ACCT_799B","ACCT_799C","ACCT_799D","ACCT_840","ACCT_875","ACCT_877","ACCT_945","ACCT_801","ACCT_614","ACCT_615","ACCT_745A","ACCT_745B","ACCT_745C","ACCT_745D","ACCT_745E","ACCT_819","ACCT_867A","ACCT_867B1","ACCT_867B2","ACCT_867C","ACCT_925","ACCT_841","ACCT_465","ACCT_466","ACCT_767","ACCT_768","ACCT_918","ACCT_919","Acct_026A","Acct_026B","Acct_027A","Acct_027B","Acct_028A","Acct_028B","Acct_045A","Acct_045B","Acct_585","Acct_680","Acct_681","Acct_682","Acct_769","Acct_785","Acct_786","Acct_787","Acct_892","Acct_895","Acct_896","Acct_899","ACCT_020I","ACCT_021I","ACCT_022I","ACCT_023I","ACCT_041I","ACCT_550I","ACCT_551I","ACCT_981","ACCT_981A","ACCT_981B","ACCT_065A1","ACCT_065A2","ACCT_065A3","ACCT_065A4","ACCT_065B1","ACCT_065C1","ACCT_065D1","ACCT_065E1","ACCT_067A1","ACCT_067A2","ACCT_067B1","ACCT_067C1","ACCT_068A","ACCT_069A","ACCT_033A","ACCT_033B","ACCT_033C","ACCT_033D","ACCT_033E","ACCT_034A","ACCT_034B","ACCT_034C","ACCT_034D","ACCT_034E","ACCT_035A","ACCT_035B","ACCT_035C","ACCT_035D","ACCT_035E"
1,9/30/2021 0:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6668752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375411,0,0,0,0,0,1754046,0,0,0,0,0,0,0,319668,0,88,0,0,0,0,0,1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,21,32020,0,750000,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9042594,0,0,0,0,0,0,0,0,0,0,10,3,0,0,3
6,9/30/2021 0:00:00,7,0,0,138,526,0,0,0,0,0,0,0,0,0,0,332761,0,0,0,0,0,0,0,0,0,0,0,0,132940883,0,0,0,0,0,0,0,595027,0,0,0,5446614,75479,0,0,0,0,858765,0,0,4145449,0,0,0,0,0,0,381413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235000,3725000,0,0,42466543,0,0,439459,867834,6795742,3830157,1511139,6462170,0,0,0,0,0,2386342,0,946,0,0,0,0,0,47716,0,36402,0,85,0,356,0,0,5,0,11,0,51,0,0,6166,5242,60,122020,0,249000,0,0,249000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7712125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36885,0,0,0,0,19,36885,0,116307,72438,51394,0,248000,18045705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162215,0,0,4448813,0,0,0,4286598,0,0,0,0,4448813,203339974,0,0,0,0,0,0,0,0,0,0,71,47,1,0,48
12,9/30/2021 0:00:00,11,0,0,0,192,0,0,0,0,0,0,0,0,0,0,2726449,0,0,0,0,0,0,0,0,0,0,0,0,24384366,0,0,0,0,0,0,0,746000,0,0,0,1269902,9004,0,0,0,0,0,0,1491664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15108353,0,0,274709,239095,1218699,998637,175948,10538756,0,0,0,0,0,50645,0,275,0,0,0,0,0,23336,0,1587,0,36,0,129,0,0,11,0,0,0,25,0,0,3050,3687,12,32021,0,6470000,0,0,14936000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9771275,0,0,0,0,0,0,2485496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20748,2,1143,0,0,26,21891,1,75828,65894,4087,0,0,1491664,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618431,0,0,0,618431,0,0,0,0,618431,56217971,0,0,0,0,0,0,0,0,0,0,32,37,4,0,41
13,9/30/2021 0:00:00,12,0,0,8923,0,0,0,0,0,0,0,0,0,0,0,232188,0,0,0,0,0,0,0,0,0,0,0,0,195074804,0,0,0,0,0,0,0,0,0,0,0,72412591,201811,0,137673,0,0,19247585,0,0,881696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,13000000,12000000,0,10000000,16041000,10456000,0,121865661,0,0,13223397,6887919,43282488,50197699,13682776,26408483,0,0,0,0,0,4015114,0,6769,0,0,0,0,0,94918,0,85443,0,0,0,1891,0,0,0,0,432,0,882,0,0,5382,4127,77,92020,0,100000,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,15,15885,0,0,0,0,15,15885,20,39632,69200,10840,0,0,881696,0,0,0,1,0,0,0,95234,0,95234,0,0,0,0,0,4933693,0,0,50314898,0,0,0,45381205,0,0,0,0,50314898,562341184,0,0,0,0,0,0,0,0,0,0,32,16,1,0,17
16,9/30/2021 0:00:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6163921,0,0,0,0,0,0,0,0,0,0,0,529800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567078,0,0,26487,0,263651,206099,0,0,0,0,0,0,0,495472,0,32,0,0,0,0,0,1709,0,11410,0,15,0,39,0,0,3,3,0,0,7,0,0,106,50,11,122019,0,1220000,0,0,3875967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1796309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8971489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,9/30/2021 0:00:00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988000,0,0,0,0,0,0,0,0,7253125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6478000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7414,0,21,0,0,0,0,0,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,3,62020,0,496351,0,0,496351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1738857,0,0,0,0,0,0,6478000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40742,0,0,0,40742,0,0,0,0,40742,7212383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,9/30/2021 0:00:00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89892782,0,0,0,0,0,0,0,1743000,0,0,0,45932430,417494,0,479019,0,0,0,0,0,14850494,0,0,0,0,0,0,0,0,0,28589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32110618,0,0,3812219,1374215,16252106,13402695,3439538,80866035,0,0,0,0,0,457686,0,753,0,0,0,0,0,36075,0,55149,0,873,0,2023,0,0,200,0,209,0,436,0,0,8397,1451,56,92020,0,25099200,0,0,26095200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2695539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1784,0,0,2,22671,3,24455,0,121679,39649,70701,0,0,14850494,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81255,0,0,17366307,0,0,0,17285052,0,0,0,0,17366307,240609930,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2
26,9/30/2021 0:00:00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18472,0,0,0,0,0,0,0,0,0,0,0,0,12084293,0,0,0,0,0,0,0,4272000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2936466,0,0,0,0,0,1216609,0,0,0,0,0,0,0,289042,0,56,0,0,0,0,0,2170,0,11496,0,0,0,26,0,0,0,0,0,0,0,0,0,203,41,14,92020,0,3027000,0,0,8731000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4177464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13003000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777193,0,0,0,777193,0,0,0,0,777193,16670130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,9/30/2021 0:00:00,21,0,0,0,21987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204424256,0,0,0,0,0,0,0,0,0,0,0,198390774,430509,0,11607146,0,0,24652520,0,0,13378998,0,0,0,0,0,0,682005,0,124656,169431,0,92427,0,0,0,0,0,0,0,461575,0,114618,5654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44608377,0,0,0,0,0,209916652,0,0,4614418,3639936,39986764,16304676,4113138,253243617,0,0,0,0,0,13573148,0,1082,0,0,0,0,0,177919,0,1629371,0,1134,0,4603,0,0,194,0,299,0,1376,0,0,18,18438,7,62020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9906116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54362,81496,432186,0,0,13378998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,902337,0,0,42476988,0,0,0,41574651,0,0,0,0,42476988,804699795,1,1,0,0,1,0,0,0,0,0,109,121,4,12,137
42,9/30/2021 0:00:00,29,0,0,0,5100,0,0,0,0,0,0,0,0,0,0,137660,0,0,0,0,0,0,0,0,0,0,0,0,75301515,0,0,0,0,0,0,0,1975000,0,0,0,9877945,26265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99509,0,249265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21928073,0,0,1808600,498182,5842921,3239258,2646931,14782176,0,0,0,0,0,486595,0,1022,0,0,0,0,0,25035,0,25643,0,30,0,712,0,0,16,0,34,0,88,0,0,4011,911,14,92021,0,30577441,0,0,41544441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11033000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1749,1,4690,0,0,2,6439,13,45308,8599,26063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475612,0,0,0,1475612,0,0,0,0,1475612,124445668,0,0,0,0,0,0,0,0,0,0,8,11,1,0,12
